""	"probe_id"	"symbol"
"523951"	"ILMN_1343291"	"EEF1A1"
"523952"	"ILMN_1343295"	"GAPDH"
"523953"	"ILMN_1651209"	"SLC35E2A"
"523954"	"ILMN_1651221"	"EFCAB1"
"523955"	"ILMN_1651228"	"RPS28"
"523956"	"ILMN_1651229"	"IPO13"
"523957"	"ILMN_1651230"	"PRSS41"
"523958"	"ILMN_1651232"	"FAM86FP"
"523959"	"ILMN_1651235"	"AFAP1"
"523960"	"ILMN_1651237"	"CDT1"
"523961"	"ILMN_1651238"	"TRPV1"
"523962"	"ILMN_1651249"	"PDE4DIP"
"523963"	"ILMN_1651253"	"WIPF3"
"523964"	"ILMN_1651254"	"LPP"
"523965"	"ILMN_1651259"	"UGP2"
"523966"	"ILMN_1651260"	"CCNE2"
"523967"	"ILMN_1651262"	"HNRNPAB"
"523968"	"ILMN_1651268"	"BORCS5"
"523969"	"ILMN_1651278"	"SNIP1"
"523970"	"ILMN_1651281"	"C8orf89"
"523971"	"ILMN_1651282"	"COL17A1"
"523972"	"ILMN_1651285"	"BCL6B"
"523973"	"ILMN_1651286"	"GRHL1"
"523974"	"ILMN_1651303"	"ATP13A4"
"523975"	"ILMN_1651310"	"AFDN"
"523976"	"ILMN_1651315"	"HMG20B"
"523977"	"ILMN_1651316"	"CD69"
"523978"	"ILMN_1651330"	"KCNG4"
"523979"	"ILMN_1651336"	"MLYCD"
"523980"	"ILMN_1651339"	"UHRF1BP1L"
"523981"	"ILMN_1651341"	"NOC2LP2"
"523982"	"ILMN_1651343"	"ITGA11"
"523983"	"ILMN_1651347"	"SERTAD2"
"523984"	"ILMN_1651354"	"SPP1"
"523985"	"ILMN_1651358"	"HBE1"
"523986"	"ILMN_1651365"	"ZBED2"
"523987"	"ILMN_1651369"	"TMA7"
"523988"	"ILMN_1651370"	"USP21"
"523989"	"ILMN_1651373"	"RHD"
"523990"	"ILMN_1651378"	"AUP1"
"523991"	"ILMN_1651385"	"MFN2"
"523992"	"ILMN_1651395"	"TIGD1"
"523993"	"ILMN_1651396"	"ABCA9"
"523994"	"ILMN_1651404"	"LILRA6"
"523995"	"ILMN_1651405"	"BRD9"
"523996"	"ILMN_1651415"	"DERL3"
"523997"	"ILMN_1651428"	"SYTL2"
"523998"	"ILMN_1651429"	"SELENOM"
"523999"	"ILMN_1651430"	"CTRB2"
"524000"	"ILMN_1651433"	"DCK"
"524001"	"ILMN_1651437"	"FOXI1"
"524002"	"ILMN_1651438"	"ZFPM1"
"524003"	"ILMN_1651453"	"RNF224"
"524004"	"ILMN_1651456"	"UTY"
"524005"	"ILMN_1651457"	"GPR32"
"524006"	"ILMN_1651464"	"KDM2B"
"524007"	"ILMN_1651477"	"ZCCHC9"
"524008"	"ILMN_1651486"	"COX11"
"524009"	"ILMN_1651490"	"CYP26A1"
"524010"	"ILMN_1651492"	"WNT2B"
"524011"	"ILMN_1651496"	"HIST1H2BD"
"524012"	"ILMN_1651498"	"GADD45G"
"524013"	"ILMN_1651501"	"ABCD4"
"524014"	"ILMN_1651504"	"FAM193A"
"524015"	"ILMN_1651506"	"TGS1"
"524016"	"ILMN_1651507"	"PYROXD1"
"524017"	"ILMN_1651513"	"MTREX"
"524018"	"ILMN_1651535"	"TMEM217"
"524019"	"ILMN_1651538"	"NUMBL"
"524020"	"ILMN_1651543"	"LOC440040"
"524021"	"ILMN_1651544"	"HDAC8"
"524022"	"ILMN_1651547"	"SEMA3E"
"524023"	"ILMN_1651554"	"RGS5"
"524024"	"ILMN_1651557"	"KDELC2"
"524025"	"ILMN_1651563"	"MYO15B"
"524026"	"ILMN_1651565"	"LINC00452"
"524027"	"ILMN_1651568"	"MUC13"
"524028"	"ILMN_1651569"	"XRCC2"
"524029"	"ILMN_1651574"	"AQP3"
"524030"	"ILMN_1651597"	"FBXO44"
"524031"	"ILMN_1651599"	"ENTPD2"
"524032"	"ILMN_1651604"	"MARK4"
"524033"	"ILMN_1651608"	"KIAA0825"
"524034"	"ILMN_1651609"	"SPRED3"
"524035"	"ILMN_1651610"	"SPRY1"
"524036"	"ILMN_1651617"	"CTNNB1"
"524037"	"ILMN_1651624"	"C6orf201"
"524038"	"ILMN_1651628"	"EXOC6"
"524039"	"ILMN_1651636"	"CYP2A13"
"524040"	"ILMN_1651642"	"GPC2"
"524041"	"ILMN_1651643"	"ASB11"
"524042"	"ILMN_1651652"	"RTN3"
"524043"	"ILMN_1651656"	"PSG7"
"524044"	"ILMN_1651657"	"ADAM33"
"524045"	"ILMN_1651680"	"EEF1A1"
"524046"	"ILMN_1651684"	"KIAA0586"
"524047"	"ILMN_1651685"	"FAM135B"
"524048"	"ILMN_1651692"	"STK10"
"524049"	"ILMN_1651693"	"GSG1"
"524050"	"ILMN_1651699"	"EPS8"
"524051"	"ILMN_1651705"	"CAT"
"524052"	"ILMN_1651708"	"RESP18"
"524053"	"ILMN_1651710"	"IQCD"
"524054"	"ILMN_1651712"	"RBM11"
"524055"	"ILMN_1651715"	"RNF2"
"524056"	"ILMN_1651717"	"ADAMTS20"
"524057"	"ILMN_1651719"	"MBTPS1"
"524058"	"ILMN_1651727"	"OOEP"
"524059"	"ILMN_1651735"	"TGOLN2"
"524060"	"ILMN_1651741"	"ARMCX3"
"524061"	"ILMN_1651745"	"TMEM25"
"524062"	"ILMN_1651752"	"CXorf21"
"524063"	"ILMN_1651760"	"TYW3"
"524064"	"ILMN_1651763"	"TFDP3"
"524065"	"ILMN_1651767"	"MKL1"
"524066"	"ILMN_1651769"	"ZFYVE16"
"524067"	"ILMN_1651771"	"RRAGB"
"524068"	"ILMN_1651776"	"FHOD1"
"524069"	"ILMN_1651787"	"MSH5"
"524070"	"ILMN_1651788"	"MAP3K11"
"524071"	"ILMN_1651792"	"RORC"
"524072"	"ILMN_1651799"	"SLC38A2"
"524073"	"ILMN_1651800"	"GSTM4"
"524074"	"ILMN_1651806"	"TIPARP-AS1"
"524075"	"ILMN_1651817"	"GRIK1"
"524076"	"ILMN_1651819"	"GALNT11"
"524077"	"ILMN_1651826"	"BASP1"
"524078"	"ILMN_1651828"	"CCT3"
"524079"	"ILMN_1651832"	"EHD1"
"524080"	"ILMN_1651838"	"RND1"
"524081"	"ILMN_1651846"	"EML6"
"524082"	"ILMN_1651848"	"ITSN1"
"524083"	"ILMN_1651850"	"RPS16"
"524084"	"ILMN_1651872"	"UBIAD1"
"524085"	"ILMN_1651878"	"EVC"
"524086"	"ILMN_1651886"	"CWF19L1"
"524087"	"ILMN_1651899"	"RPL19"
"524088"	"ILMN_1651900"	"KCNA4"
"524089"	"ILMN_1651902"	"RASL11A"
"524090"	"ILMN_1651903"	"MBD3L2"
"524091"	"ILMN_1651916"	"OCLN"
"524092"	"ILMN_1651936"	"KMT5A"
"524093"	"ILMN_1651940"	"OR6C76"
"524094"	"ILMN_1651943"	"ANK3"
"524095"	"ILMN_1651949"	"SCYL3"
"524096"	"ILMN_1651950"	"TPST1"
"524097"	"ILMN_1651958"	"MGP"
"524098"	"ILMN_1651964"	"ABCC5"
"524099"	"ILMN_1651966"	"FGFR3"
"524100"	"ILMN_1651967"	"TP53I3"
"524101"	"ILMN_1651980"	"GOLGA6L1"
"524102"	"ILMN_1651987"	"CCDC167"
"524103"	"ILMN_1652006"	"SMC1A"
"524104"	"ILMN_1652008"	"KNSTRN"
"524105"	"ILMN_1652015"	"LINC00889"
"524106"	"ILMN_1652017"	"PPEF1"
"524107"	"ILMN_1652022"	"DHX57"
"524108"	"ILMN_1652023"	"AGFG2"
"524109"	"ILMN_1652024"	"CSNK1G3"
"524110"	"ILMN_1652037"	"UPP2"
"524111"	"ILMN_1652056"	"TTN"
"524112"	"ILMN_1652065"	"KCNMB1"
"524113"	"ILMN_1652066"	"SNED1"
"524114"	"ILMN_1652072"	"NIM1K"
"524115"	"ILMN_1652073"	"RPS23"
"524116"	"ILMN_1652082"	"ELF4"
"524117"	"ILMN_1652085"	"MPHOSPH10"
"524118"	"ILMN_1652088"	"PAPOLB"
"524119"	"ILMN_1652104"	"KRAS"
"524120"	"ILMN_1652123"	"HMGN1"
"524121"	"ILMN_1652128"	"LMBRD1"
"524122"	"ILMN_1652137"	"NPY4R"
"524123"	"ILMN_1652144"	"GALNT16"
