""	"probe_id"	"symbol"
"126263"	"1053_at"	"RFC2"
"126264"	"117_at"	"HSPA6"
"126265"	"121_at"	"PAX8"
"126266"	"1255_g_at"	"GUCA1A"
"126267"	"1316_at"	"THRA"
"126268"	"1320_at"	"PTPN21"
"126269"	"1431_at"	"CYP2E1"
"126270"	"1438_at"	"EPHB3"
"126271"	"1487_at"	"ESRRA"
"126272"	"1494_f_at"	"CYP2A6"
"126273"	"1598_g_at"	"GAS6"
"126274"	"160020_at"	"MMP14"
"126275"	"1729_at"	"TRADD"
"126276"	"177_at"	"PLD1"
"126277"	"1861_at"	"BAD"
"126278"	"200000_s_at"	"PRPF8"
"126279"	"200001_at"	"CAPNS1"
"126280"	"200002_at"	"RPL35"
"126281"	"200004_at"	"EIF4G2"
"126282"	"200005_at"	"EIF3D"
"126283"	"200006_at"	"PARK7"
"126284"	"200007_at"	"SRP14"
"126285"	"200008_s_at"	"GDI2"
"126286"	"200009_at"	"GDI2"
"126287"	"200010_at"	"RPL11"
"126288"	"200011_s_at"	"ARF3"
"126289"	"200013_at"	"RPL24"
"126290"	"200014_s_at"	"HNRNPC"
"126291"	"200015_s_at"	"SEPT2"
"126292"	"200017_at"	"RPS27A"
"126293"	"200019_s_at"	"FAU"
"126294"	"200020_at"	"TARDBP"
"126295"	"200021_at"	"CFL1"
"126296"	"200022_at"	"RPL18"
"126297"	"200023_s_at"	"EIF3F"
"126298"	"200024_at"	"RPS5"
"126299"	"200025_s_at"	"RPL27"
"126300"	"200026_at"	"RPL34"
"126301"	"200027_at"	"NARS"
"126302"	"200028_s_at"	"STARD7"
"126303"	"200029_at"	"RPL19"
"126304"	"200030_s_at"	"SLC25A3"
"126305"	"200032_s_at"	"RPL9"
"126306"	"200034_s_at"	"RPL6"
"126307"	"200035_at"	"CTDNEP1"
"126308"	"200036_s_at"	"RPL10A"
"126309"	"200037_s_at"	"CBX3"
"126310"	"200039_s_at"	"PSMB2"
"126311"	"200040_at"	"KHDRBS1"
"126312"	"200042_at"	"RTCB"
"126313"	"200043_at"	"ERH"
"126314"	"200045_at"	"ABCF1"
"126315"	"200046_at"	"DAD1"
"126316"	"200047_s_at"	"YY1"
"126317"	"200048_s_at"	"JTB"
"126318"	"200049_at"	"KAT7"
"126319"	"200050_at"	"ZNF146"
"126320"	"200051_at"	"SART1"
"126321"	"200052_s_at"	"ILF2"
"126322"	"200053_at"	"SPAG7"
"126323"	"200054_at"	"ZPR1"
"126324"	"200055_at"	"TAF10"
"126325"	"200056_s_at"	"C1D"
"126326"	"200057_s_at"	"NONO"
"126327"	"200059_s_at"	"RHOA"
"126328"	"200060_s_at"	"RNPS1"
"126329"	"200061_s_at"	"RPS24"
"126330"	"200062_s_at"	"RPL30"
"126331"	"200063_s_at"	"NPM1"
"126332"	"200064_at"	"HSP90AB1"
"126333"	"200066_at"	"IK"
"126334"	"200067_x_at"	"SNX3"
