""	"probe_id"	"symbol"
"1"	"p34296"	"DDX11L1"
"2"	"A_23_P11744"	"WASH7P"
"3"	"A_33_P3365932"	"WASH7P"
"4"	"A_33_P3304908"	"WASH7P"
"5"	"A_33_P3365924"	"WASH7P"
"6"	"A_33_P3369266"	"WASH7P"
"7"	"p29521"	"MIR1302-2HG"
"8"	"p8104"	"FAM138A"
"9"	"p29068"	"FAM138A"
"10"	"A_21_P0001906"	"FAM138A"
"11"	"p8105"	"FAM138A"
"12"	"p1"	"AL627309.3"
"13"	"p1"	"AL627309.1"
"14"	"A_33_P3423563"	"AL627309.3"
"15"	"A_33_P3423563"	"AL627309.1"
"16"	"A_32_P230148"	"AL627309.3"
"17"	"A_32_P230148"	"AL627309.1"
"18"	"p6609"	"AL627309.3"
"19"	"p6609"	"AL627309.1"
"20"	"p21014"	"AL627309.3"
"21"	"p21014"	"AL627309.1"
"22"	"p22331"	"AL627309.1"
"23"	"p8485"	"AL627309.1"
"24"	"p758"	"AL627309.1"
"25"	"p1923"	"AL627309.1"
"26"	"p33355"	"AL627309.1"
"27"	"A_21_P0012528"	"AL627309.1"
"28"	"p33341"	"AL627309.1"
"29"	"A_33_P3314810"	"AL627309.1"
"30"	"A_33_P3314810"	"CICP27"
"31"	"A_33_P3254900"	"AL627309.1"
"32"	"A_33_P3254900"	"CICP27"
"33"	"p30037"	"AL627309.2"
"34"	"A_21_P0001084"	"AL627309.5"
"35"	"A_33_P3304764"	"AL627309.5"
"36"	"A_21_P0001631"	"AL627309.5"
"37"	"p22551"	"AL627309.5"
"38"	"p16"	"AL627309.5"
"39"	"p30092"	"AL627309.5"
"40"	"A_21_P0000937"	"AL627309.4"
"41"	"A_21_P0000937"	"AL627309.5"
"42"	"p28966"	"AL627309.4"
"43"	"p28966"	"AL627309.5"
"44"	"p24577"	"AL627309.5"
"45"	"p5"	"AL627309.5"
"46"	"p24783"	"AL627309.5"
"47"	"A_21_P0010747"	"WASH9P"
"48"	"p34226"	"WASH9P"
"49"	"p25830"	"WASH9P"
"50"	"A_33_P3365924"	"WASH9P"
"51"	"p34176"	"AP006222.1"
"52"	"p8484"	"AP006222.1"
"53"	"A_21_P0010750"	"AP006222.1"
"54"	"p6"	"AP006222.1"
"55"	"A_32_P230148"	"AP006222.2"
"56"	"A_32_P230148"	"AP006222.1"
"57"	"p30219"	"AP006222.2"
"58"	"p30219"	"AP006222.1"
"59"	"p26133"	"AP006222.2"
"60"	"p26133"	"AP006222.1"
"61"	"p22331"	"AP006222.1"
"62"	"A_21_P0013051"	"AP006222.1"
"63"	"p28967"	"AP006222.1"
"64"	"p9"	"AP006222.1"
"65"	"p8"	"AL732372.1"
"66"	"p8"	"AL732372.2"
"67"	"p32961"	"AL732372.1"
"68"	"p32961"	"AL732372.2"
"69"	"A_21_P0004980"	"AL732372.1"
"70"	"A_21_P0004980"	"AL732372.2"
"71"	"p29201"	"AL732372.1"
"72"	"p29201"	"AL732372.2"
"73"	"p17600"	"AL732372.2"
"74"	"A_21_P0010683"	"AL732372.2"
"75"	"p760"	"AL732372.2"
"76"	"p12"	"AL732372.2"
"77"	"A_33_P3268582"	"OR4F29"
"78"	"A_33_P3268582"	"AL732372.2"
"79"	"p758"	"AL732372.2"
"80"	"p33340"	"AL732372.2"
"81"	"p24788"	"AL732372.2"
"82"	"p17949"	"AL732372.2"
"83"	"p757"	"AL732372.2"
"84"	"p759"	"AL732372.2"
"85"	"p756"	"AL732372.2"
"86"	"p30037"	"AL732372.2"
"87"	"p17569"	"AL732372.2"
"88"	"p16"	"AL732372.2"
"89"	"p30092"	"AL732372.2"
"90"	"A_21_P0000937"	"AL732372.2"
"91"	"p28967"	"AL669831.3"
"92"	"p9"	"AL669831.3"
"93"	"p7"	"AC114498.1"
"94"	"p7"	"AL669831.3"
"95"	"p7106"	"AC114498.1"
"96"	"p7106"	"AL669831.3"
"97"	"p32961"	"AC114498.1"
"98"	"p32961"	"AL669831.3"
"99"	"p10"	"AC114498.1"
"100"	"p10"	"AL669831.3"
"101"	"p17599"	"AC114498.1"
"102"	"p17599"	"AL669831.3"
"103"	"p11"	"AC114498.1"
"104"	"p11"	"AL669831.3"
"105"	"p761"	"AC114498.1"
"106"	"p761"	"AL669831.3"
"107"	"p17600"	"AL669831.3"
"108"	"A_21_P0010683"	"AL669831.3"
"109"	"p12"	"AL669831.3"
"110"	"p29450"	"AL669831.3"
"111"	"RNA143507|tRNA_424_69"	"MTND1P23"
"112"	"RNA143507|tRNA_424_69"	"AL669831.3"
"113"	"RNA143515|tRNA_432_69"	"MTND1P23"
"114"	"RNA143515|tRNA_432_69"	"AL669831.3"
"115"	"RNA143208|tRNA_125_73"	"AL669831.3"
"116"	"RNA143217|tRNA_134_73"	"AL669831.3"
"117"	"RNA143210|tRNA_127_73"	"AL669831.3"
"118"	"RNA143234|tRNA_151_73"	"AL669831.3"
"119"	"RNA143248|tRNA_165_73"	"AL669831.3"
"120"	"RNA143321|tRNA_238_73"	"AL669831.3"
"121"	"RNA143558|tRNA_475_66"	"AL669831.3"
"122"	"A_23_P301925"	"MTCO1P12"
"123"	"A_23_P301925"	"AL669831.3"
"124"	"RNA143539|tRNA_456_68"	"AL669831.3"
"125"	"RNA143541|tRNA_458_68"	"AL669831.3"
"126"	"RNA143542|tRNA_459_68"	"AL669831.3"
"127"	"RNA143543|tRNA_460_68"	"AL669831.3"
"128"	"RNA143544|tRNA_461_68"	"AL669831.3"
"129"	"RNA143540|tRNA_457_68"	"AL669831.3"
"130"	"RNA143548|tRNA_465_68"	"AL669831.3"
"131"	"p26926"	"MTCO2P12"
"132"	"p26926"	"AL669831.3"
"133"	"RNA143496|tRNA_413_70"	"MTCO2P12"
"134"	"RNA143496|tRNA_413_70"	"AL669831.3"
"135"	"A_24_P350200"	"MTCO3P12"
"136"	"A_24_P350200"	"AL669831.3"
"137"	"A_33_P3268582"	"OR4F16"
"138"	"A_33_P3268582"	"AL669831.3"
"139"	"p8106"	"AL669831.3"
"140"	"p23133"	"AL669831.3"
"141"	"p13"	"AL669831.3"
"142"	"p1923"	"AL669831.3"
"143"	"p33355"	"AL669831.3"
"144"	"A_21_P0010748"	"AL669831.3"
"145"	"A_33_P3347511"	"CICP3"
"146"	"A_33_P3347511"	"AL669831.3"
"147"	"p24788"	"AL669831.1"
"148"	"p24788"	"AL669831.3"
"149"	"p756"	"AL669831.1"
"150"	"p756"	"AL669831.3"
"151"	"A_21_P0001084"	"AL669831.1"
"152"	"A_21_P0001084"	"AL669831.3"
"153"	"p3"	"AL669831.1"
"154"	"p3"	"AL669831.3"
"155"	"A_33_P3304764"	"AL669831.1"
"156"	"A_33_P3304764"	"AL669831.3"
