""	"ID"	"Symbol"	"COL"	"ROW"	"NAME"
"56037"	"TC17001026.hg.1"	"NA"	"NA"	"NA"	"---"
"56038"	"TC17001027.hg.1"	"ALOX15"	"NA"	"NA"	"NM_001140"
"56039"	"TC17001028.hg.1"	"PELP1"	"NA"	"NA"	"NM_014389"
"56040"	"TC17001029.hg.1"	"CXCL16"	"NA"	"NA"	"NM_022059"
"56041"	"TC17001030.hg.1"	"VMO1"	"NA"	"NA"	"NM_001144939"
"56042"	"TC17001031.hg.1"	"NA"	"NA"	"NA"	"---"
"56043"	"TC17001032.hg.1"	"CHRNE"	"NA"	"NA"	"NM_000080"
"56044"	"TC17001033.hg.1"	"NA"	"NA"	"NA"	"---"
"56045"	"TC17001034.hg.1"	"NA"	"NA"	"NA"	"---"
"56046"	"TC17001035.hg.1"	"SLC25A11"	"NA"	"NA"	"NM_001165417"
"56047"	"TC17001036.hg.1"	"PFN1"	"NA"	"NA"	"NM_005022"
"56048"	"TC17001037.hg.1"	"SPAG7"	"NA"	"NA"	"NM_004890"
"56049"	"TC17001038.hg.1"	"NA"	"NA"	"NA"	"---"
"56050"	"TC17001039.hg.1"	"CAMTA2"	"NA"	"NA"	"NM_001171168"
"56051"	"TC17001040.hg.1"	"INCA1"	"NA"	"NA"	"NM_001167985"
"56052"	"TC17001041.hg.1"	"OTTHUMG00000132924"	"NA"	"NA"	"OTTHUMT00000256437"
"56053"	"TC17001042.hg.1"	"SLC52A1"	"NA"	"NA"	"NM_001104577"
"56054"	"TC17001043.hg.1"	"ZNF232"	"NA"	"NA"	"NM_014519"
"56055"	"TC17001044.hg.1"	"NA"	"NA"	"NA"	"---"
"56056"	"TC17001045.hg.1"	"NA"	"NA"	"NA"	"---"
"56057"	"TC17001046.hg.1"	"NA"	"NA"	"NA"	"---"
"56058"	"TC17001047.hg.1"	"NA"	"NA"	"NA"	"---"
"56059"	"TC17001048.hg.1"	"NA"	"NA"	"NA"	"---"
"56060"	"TC17001049.hg.1"	"NA"	"NA"	"NA"	"---"
"56061"	"TC17001050.hg.1"	"NA"	"NA"	"NA"	"---"
"56062"	"TC17001051.hg.1"	"NA"	"NA"	"NA"	"---"
"56063"	"TC17001052.hg.1"	"ZNF594"	"NA"	"NA"	"NM_032530"
"56064"	"TC17001053.hg.1"	"SCIMP"	"NA"	"NA"	"BC130556"
"56065"	"TC17001054.hg.1"	"NA"	"NA"	"NA"	"---"
"56066"	"TC17001055.hg.1"	"NUP88"	"NA"	"NA"	"NM_002532"
"56067"	"TC17001056.hg.1"	"C1QBP"	"NA"	"NA"	"NM_001212"
"56068"	"TC17001057.hg.1"	"DHX33"	"NA"	"NA"	"NM_001199699"
"56069"	"TC17001058.hg.1"	"DERL2"	"NA"	"NA"	"NM_016041"
"56070"	"TC17001059.hg.1"	"NLRP1"	"NA"	"NA"	"NM_001033053"
"56071"	"TC17001060.hg.1"	"NA"	"NA"	"NA"	"---"
"56072"	"TC17001061.hg.1"	"NA"	"NA"	"NA"	"---"
"56073"	"TC17001062.hg.1"	"AIPL1"	"NA"	"NA"	"NM_001033054"
"56074"	"TC17001063.hg.1"	"PITPNM3"	"NA"	"NA"	"NM_031220"
"56075"	"TC17001064.hg.1"	"KIAA0753"	"NA"	"NA"	"NM_014804"
"56076"	"TC17001065.hg.1"	"RNA5SP435"	"NA"	"NA"	"ENST00000364044"
"56077"	"TC17001066.hg.1"	"MED31"	"NA"	"NA"	"NM_016060"
"56078"	"TC17001067.hg.1"	"MIR4520A"	"NA"	"NA"	"NR_039745"
"56079"	"TC17001068.hg.1"	"SLC13A5"	"NA"	"NA"	"NM_001143838"
"56080"	"TC17001069.hg.1"	"TEKT1"	"NA"	"NA"	"NM_053285"
"56081"	"TC17001070.hg.1"	"LOC100506713"	"NA"	"NA"	"NR_040089"
"56082"	"TC17001071.hg.1"	"MIR497HG"	"NA"	"NA"	"NR_038310"
"56083"	"TC17001072.hg.1"	"MIR497"	"NA"	"NA"	"NR_030178"
"56084"	"TC17001073.hg.1"	"SLC16A11"	"NA"	"NA"	"NM_153357"
"56085"	"TC17001074.hg.1"	"CLEC10A"	"NA"	"NA"	"NM_006344"
"56086"	"TC17001075.hg.1"	"ASGR2"	"NA"	"NA"	"NM_080914"
"56087"	"TC17001076.hg.1"	"ASGR1"	"NA"	"NA"	"NM_001197216"
"56088"	"TC17001077.hg.1"	"DLG4"	"NA"	"NA"	"NM_001128827"
"56089"	"TC17001078.hg.1"	"MIR324"	"NA"	"NA"	"NR_029896"
"56090"	"TC17001079.hg.1"	"DVL2"	"NA"	"NA"	"NM_004422"
"56091"	"TC17001080.hg.1"	"PHF23"	"NA"	"NA"	"NM_024297"
"56092"	"TC17001081.hg.1"	"GABARAP"	"NA"	"NA"	"NM_007278"
"56093"	"TC17001082.hg.1"	"CTDNEP1"	"NA"	"NA"	"NM_001143775"
"56094"	"TC17001083.hg.1"	"CLDN7"	"NA"	"NA"	"NM_001185022"
"56095"	"TC17001084.hg.1"	"NA"	"NA"	"NA"	"---"
"56096"	"TC17001085.hg.1"	"YBX2"	"NA"	"NA"	"NM_015982"
"56097"	"TC17001086.hg.1"	"NEURL4"	"NA"	"NA"	"NM_001005408"
"56098"	"TC17001088.hg.1"	"ZBTB4"	"NA"	"NA"	"NM_001128833"
"56099"	"TC17001089.hg.1"	"NA"	"NA"	"NA"	"---"
"56100"	"TC17001090.hg.1"	"OTTHUMG00000132895"	"NA"	"NA"	"OTTHUMT00000256396"
"56101"	"TC17001091.hg.1"	"SOX15"	"NA"	"NA"	"NM_006942"
"56102"	"TC17001092.hg.1"	"FXR2"	"NA"	"NA"	"NM_004860"
"56103"	"TC17001093.hg.1"	"SAT2"	"NA"	"NA"	"NM_133491"
"56104"	"TC17001094.hg.1"	"TP53"	"NA"	"NA"	"NM_000546"
"56105"	"TC17001095.hg.1"	"LSMD1"	"NA"	"NA"	"NM_032356"
"56106"	"TC17001096.hg.1"	"LOC284023"	"NA"	"NA"	"NR_024349"
"56107"	"TC17001097.hg.1"	"KCNAB3"	"NA"	"NA"	"NM_004732"
"56108"	"TC17001098.hg.1"	"TRAPPC1"	"NA"	"NA"	"NM_001166621"
"56109"	"TC17001099.hg.1"	"NA"	"NA"	"NA"	"---"
"56110"	"TC17001100.hg.1"	"ALOX12B"	"NA"	"NA"	"NM_001139"
"56111"	"TC17001101.hg.1"	"ALOXE3"	"NA"	"NA"	"NM_001165960"
"56112"	"TC17001102.hg.1"	"NA"	"NA"	"NA"	"---"
"56113"	"TC17001103.hg.1"	"HES7"	"NA"	"NA"	"NM_032580"
"56114"	"TC17001104.hg.1"	"NA"	"NA"	"NA"	"---"
"56115"	"TC17001105.hg.1"	"NA"	"NA"	"NA"	"---"
"56116"	"TC17001107.hg.1"	"TMEM107"	"NA"	"NA"	"NM_032354"
"56117"	"TC17001108.hg.1"	"C17orf59"	"NA"	"NA"	"NM_017622"
"56118"	"TC17001109.hg.1"	"AURKB"	"NA"	"NA"	"NM_004217"
"56119"	"TC17001110.hg.1"	"LINC00324"	"NA"	"NA"	"NR_026951"
"56120"	"TC17001111.hg.1"	"CTC1"	"NA"	"NA"	"NM_025099"
"56121"	"TC17001112.hg.1"	"SLC25A35"	"NA"	"NA"	"NM_201520"
"56122"	"TC17001113.hg.1"	"OTTHUMG00000132865"	"NA"	"NA"	"OTTHUMT00000256340"
"56123"	"TC17001114.hg.1"	"LOC100128288"	"NA"	"NA"	"NR_024447"
"56124"	"TC17001115.hg.1"	"KRBA2"	"NA"	"NA"	"NM_213597"
"56125"	"TC17001116.hg.1"	"RPL26"	"NA"	"NA"	"NM_000987"
"56126"	"TC17001117.hg.1"	"RNF222"	"NA"	"NA"	"NM_001146684"
"56127"	"TC17001118.hg.1"	"MYH10"	"NA"	"NA"	"NM_005964"
"56128"	"TC17001119.hg.1"	"NA"	"NA"	"NA"	"---"
"56129"	"TC17001120.hg.1"	"CCDC42"	"NA"	"NA"	"NM_144681"
"56130"	"TC17001121.hg.1"	"SPDYE4"	"NA"	"NA"	"ENST00000328794"
"56131"	"TC17001122.hg.1"	"MFSD6L"	"NA"	"NA"	"NM_152599"
"56132"	"TC17001123.hg.1"	"PIK3R6"	"NA"	"NA"	"NM_001010855"
"56133"	"TC17001124.hg.1"	"PIK3R5"	"NA"	"NA"	"NM_001142633"
"56134"	"TC17001125.hg.1"	"STX8"	"NA"	"NA"	"NM_004853"
"56135"	"TC17001126.hg.1"	"DHRS7C"	"NA"	"NA"	"NM_001105571"
"56136"	"TC17001127.hg.1"	"LOC644070"	"NA"	"NA"	"ENST00000399363"
"56137"	"TC17001128.hg.1"	"RCVRN"	"NA"	"NA"	"NM_002903"
"56138"	"TC17001129.hg.1"	"GAS7"	"NA"	"NA"	"NM_201433"
"56139"	"TC17001130.hg.1"	"MYH13"	"NA"	"NA"	"NM_003802"
"56140"	"TC17001131.hg.1"	"MYH8"	"NA"	"NA"	"NM_002472"
"56141"	"TC17001132.hg.1"	"MYH4"	"NA"	"NA"	"NM_017533"
"56142"	"TC17001133.hg.1"	"MYH1"	"NA"	"NA"	"NM_005963"
"56143"	"TC17001134.hg.1"	"MYH2"	"NA"	"NA"	"NM_001100112"
"56144"	"TC17001135.hg.1"	"MYH3"	"NA"	"NA"	"NM_002470"
"56145"	"TC17001136.hg.1"	"SCO1"	"NA"	"NA"	"NM_004589"
"56146"	"TC17001137.hg.1"	"TMEM220"	"NA"	"NA"	"NM_001004313"
"56147"	"TC17001138.hg.1"	"LINC00675"	"NA"	"NA"	"NR_036581"
"56148"	"TC17001139.hg.1"	"PIRT"	"NA"	"NA"	"NM_001101387"
"56149"	"TC17001140.hg.1"	"NA"	"NA"	"NA"	"---"
"56150"	"TC17001141.hg.1"	"NA"	"NA"	"NA"	"---"
"56151"	"TC17001142.hg.1"	"NA"	"NA"	"NA"	"---"
"56152"	"TC17001143.hg.1"	"NA"	"NA"	"NA"	"---"
"56153"	"TC17001144.hg.1"	"ZNF18"	"NA"	"NA"	"NM_144680"
"56154"	"TC17001145.hg.1"	"NA"	"NA"	"NA"	"---"
"56155"	"TC17001146.hg.1"	"OTTHUMG00000058769"	"NA"	"NA"	"OTTHUMT00000129953"
"56156"	"TC17001147.hg.1"	"ELAC2"	"NA"	"NA"	"NM_001165962"
"56157"	"TC17001148.hg.1"	"OTTHUMG00000058770"	"NA"	"NA"	"OTTHUMT00000129954"
"56158"	"TC17001149.hg.1"	"HS3ST3A1"	"NA"	"NA"	"NM_006042"
"56159"	"TC17001150.hg.1"	"MIR548H3"	"NA"	"NA"	"ENST00000408771"
"56160"	"TC17001151.hg.1"	"COX10-AS1"	"NA"	"NA"	"ENST00000423323"
"56161"	"TC17001152.hg.1"	"OTTHUMG00000058802"	"NA"	"NA"	"OTTHUMT00000129988"
"56162"	"TC17001153.hg.1"	"COX10-AS1"	"NA"	"NA"	"ENST00000449363"
"56163"	"TC17001154.hg.1"	"CDRT15"	"NA"	"NA"	"NM_001007530"
"56164"	"TC17001155.hg.1"	"NA"	"NA"	"NA"	"---"
"56165"	"TC17001156.hg.1"	"FLJ45831"	"NA"	"NA"	"ENST00000379640"
"56166"	"TC17001157.hg.1"	"PMP22"	"NA"	"NA"	"NM_000304"
"56167"	"TC17001158.hg.1"	"NA"	"NA"	"NA"	"---"
"56168"	"TC17001159.hg.1"	"MIR4731"	"NA"	"NA"	"NR_039884"
"56169"	"TC17001160.hg.1"	"OTTHUMG00000058962"	"NA"	"NA"	"OTTHUMT00000130382"
"56170"	"TC17001161.hg.1"	"OTTHUMG00000058964"	"NA"	"NA"	"OTTHUMT00000130384"
"56171"	"TC17001162.hg.1"	"TEKT3"	"NA"	"NA"	"NM_031898"
"56172"	"TC17001163.hg.1"	"NA"	"NA"	"NA"	"---"
"56173"	"TC17001164.hg.1"	"TVP23C"	"NA"	"NA"	"NM_001135036"
"56174"	"TC17001166.hg.1"	"UBE2S"	"NA"	"NA"	"BC066948"
"56175"	"TC17001167.hg.1"	"OTTHUMG00000059148"	"NA"	"NA"	"OTTHUMT00000131041"
"56176"	"TC17001168.hg.1"	"OTTHUMG00000059149"	"NA"	"NA"	"OTTHUMT00000131042"
"56177"	"TC17001169.hg.1"	"OTTHUMG00000059147"	"NA"	"NA"	"OTTHUMT00000131039"
"56178"	"TC17001170.hg.1"	"ZSWIM7"	"NA"	"NA"	"NM_001042697"
"56179"	"TC17001171.hg.1"	"NCOR1"	"NA"	"NA"	"NM_001190438"
"56180"	"TC17001172.hg.1"	"NA"	"NA"	"NA"	"---"
"56181"	"TC17001173.hg.1"	"CENPV"	"NA"	"NA"	"NM_181716"
"56182"	"TC17001174.hg.1"	"FAM211A"	"NA"	"NA"	"NM_001113567"
"56183"	"TC17001175.hg.1"	"ZNF287"	"NA"	"NA"	"NM_020653"
"56184"	"TC17001176.hg.1"	"ZNF624"	"NA"	"NA"	"NM_020787"
"56185"	"TC17001177.hg.1"	"UPF3AP1"	"NA"	"NA"	"ENST00000441471"
"56186"	"TC17001178.hg.1"	"NA"	"NA"	"NA"	"---"
"56187"	"TC17001179.hg.1"	"KRT16P2"	"NA"	"NA"	"NR_029392"
"56188"	"TC17001180.hg.1"	"KRT17P1"	"NA"	"NA"	"ENST00000340966"
"56189"	"TC17001181.hg.1"	"TNFRSF13B"	"NA"	"NA"	"NM_012452"
"56190"	"TC17001182.hg.1"	"OTTHUMG00000059261"	"NA"	"NA"	"OTTHUMT00000131473"
"56191"	"TC17001183.hg.1"	"MPRIP-AS1"	"NA"	"NA"	"ENST00000428367"
"56192"	"TC17001185.hg.1"	"NA"	"NA"	"NA"	"---"
"56193"	"TC17001186.hg.1"	"COPS3"	"NA"	"NA"	"NM_001199125"
"56194"	"TC17001187.hg.1"	"RASD1"	"NA"	"NA"	"NM_001199989"
"56195"	"TC17001188.hg.1"	"PEMT"	"NA"	"NA"	"NM_148172"
"56196"	"TC17001189.hg.1"	"SMCR2"	"NA"	"NA"	"ENST00000456090"
"56197"	"TC17001190.hg.1"	"RAI1-AS1"	"NA"	"NA"	"ENST00000443696"
"56198"	"TC17001191.hg.1"	"SMCR5"	"NA"	"NA"	"NR_024007"
"56199"	"TC17001192.hg.1"	"SREBF1"	"NA"	"NA"	"NM_001005291"
"56200"	"TC17001193.hg.1"	"MIR33B"	"NA"	"NA"	"NR_030361"
"56201"	"TC17001194.hg.1"	"TOM1L2"	"NA"	"NA"	"NM_001033551"
"56202"	"TC17001195.hg.1"	"NA"	"NA"	"NA"	"---"
"56203"	"TC17001196.hg.1"	"ATPAF2"	"NA"	"NA"	"NM_145691"
"56204"	"TC17001197.hg.1"	"NA"	"NA"	"NA"	"---"
"56205"	"TC17001198.hg.1"	"NA"	"NA"	"NA"	"---"
"56206"	"TC17001199.hg.1"	"FLII"	"NA"	"NA"	"NM_001256264"
"56207"	"TC17001200.hg.1"	"TOP3A"	"NA"	"NA"	"NM_004618"
"56208"	"TC17001201.hg.1"	"SHMT1"	"NA"	"NA"	"NM_004169"
"56209"	"TC17001202.hg.1"	"NA"	"NA"	"NA"	"---"
"56210"	"TC17001203.hg.1"	"NA"	"NA"	"NA"	"---"
"56211"	"TC17001204.hg.1"	"NA"	"NA"	"NA"	"---"
"56212"	"TC17001205.hg.1"	"NA"	"NA"	"NA"	"---"
"56213"	"TC17001206.hg.1"	"NA"	"NA"	"NA"	"---"
"56214"	"TC17001207.hg.1"	"NA"	"NA"	"NA"	"---"
"56215"	"TC17001208.hg.1"	"NA"	"NA"	"NA"	"---"
"56216"	"TC17001209.hg.1"	"NA"	"NA"	"NA"	"---"
"56217"	"TC17001210.hg.1"	"NA"	"NA"	"NA"	"---"
"56218"	"TC17001211.hg.1"	"NA"	"NA"	"NA"	"---"
"56219"	"TC17001212.hg.1"	"NA"	"NA"	"NA"	"---"
"56220"	"TC17001213.hg.1"	"NA"	"NA"	"NA"	"---"
"56221"	"TC17001214.hg.1"	"NA"	"NA"	"NA"	"---"
"56222"	"TC17001215.hg.1"	"NA"	"NA"	"NA"	"---"
"56223"	"TC17001216.hg.1"	"NA"	"NA"	"NA"	"---"
"56224"	"TC17001217.hg.1"	"NA"	"NA"	"NA"	"---"
"56225"	"TC17001218.hg.1"	"NA"	"NA"	"NA"	"---"
"56226"	"TC17001219.hg.1"	"NA"	"NA"	"NA"	"---"
"56227"	"TC17001220.hg.1"	"NA"	"NA"	"NA"	"---"
"56228"	"TC17001221.hg.1"	"NOS2P2"	"NA"	"NA"	"OTTHUMT00000131458"
"56229"	"TC17001223.hg.1"	"FAM106A"	"NA"	"NA"	"NR_026809"
"56230"	"TC17001224.hg.1"	"TBC1D28"	"NA"	"NA"	"NM_001039397"
"56231"	"TC17001225.hg.1"	"ZNF286B"	"NA"	"NA"	"NM_001145045"
"56232"	"TC17001226.hg.1"	"FOXO3B"	"NA"	"NA"	"NR_026718"
"56233"	"TC17001228.hg.1"	"OTTHUMG00000059413"	"NA"	"NA"	"OTTHUMT00000132134"
"56234"	"TC17001229.hg.1"	"FAM83G"	"NA"	"NA"	"NM_001039999"
"56235"	"TC17001230.hg.1"	"GRAP"	"NA"	"NA"	"NM_006613"
"56236"	"TC17001231.hg.1"	"SNORD3B-2"	"NA"	"NA"	"ENST00000364880"
"56237"	"TC17001232.hg.1"	"NA"	"NA"	"NA"	"---"
"56238"	"TC17001233.hg.1"	"SNORD3D"	"NA"	"NA"	"ENST00000362793"
"56239"	"TC17001234.hg.1"	"NA"	"NA"	"NA"	"---"
"56240"	"TC17001235.hg.1"	"EPN2-IT1"	"NA"	"NA"	"ENST00000399086"
"56241"	"TC17001236.hg.1"	"OTTHUMG00000178492"	"NA"	"NA"	"OTTHUMT00000132156"
"56242"	"TC17001237.hg.1"	"NA"	"NA"	"NA"	"---"
"56243"	"TC17001238.hg.1"	"SNORD3C"	"NA"	"NA"	"ENST00000362428"
"56244"	"TC17001239.hg.1"	"EPN2-AS1"	"NA"	"NA"	"ENST00000451099"
"56245"	"TC17001240.hg.1"	"B9D1"	"NA"	"NA"	"NM_001243473"
"56246"	"TC17001241.hg.1"	"MIR1180"	"NA"	"NA"	"NR_031591"
"56247"	"TC17001242.hg.1"	"NA"	"NA"	"NA"	"---"
"56248"	"TC17001243.hg.1"	"MFAP4"	"NA"	"NA"	"NM_001198695"
"56249"	"TC17001244.hg.1"	"OTTHUMG00000059605"	"NA"	"NA"	"OTTHUMT00000132554"
"56250"	"TC17001245.hg.1"	"NA"	"NA"	"NA"	"---"
"56251"	"TC17001246.hg.1"	"NA"	"NA"	"NA"	"---"
"56252"	"TC17001247.hg.1"	"NA"	"NA"	"NA"	"---"
"56253"	"TC17001248.hg.1"	"NA"	"NA"	"NA"	"---"
"56254"	"TC17001249.hg.1"	"SLC47A2"	"NA"	"NA"	"NM_001099646"
"56255"	"TC17001250.hg.1"	"ALDH3A1"	"NA"	"NA"	"NM_000691"
"56256"	"TC17001251.hg.1"	"ULK2"	"NA"	"NA"	"NM_001142610"
"56257"	"TC17001252.hg.1"	"AKAP10"	"NA"	"NA"	"NM_007202"
"56258"	"TC17001253.hg.1"	"NA"	"NA"	"NA"	"---"
"56259"	"TC17001254.hg.1"	"LGALS9B"	"NA"	"NA"	"NM_001042685"
"56260"	"TC17001255.hg.1"	"KRT16P3"	"NA"	"NA"	"NR_029393"
"56261"	"TC17001256.hg.1"	"NA"	"NA"	"NA"	"---"
"56262"	"TC17001257.hg.1"	"NA"	"NA"	"NA"	"---"
"56263"	"TC17001258.hg.1"	"OTTHUMG00000059551"	"NA"	"NA"	"OTTHUMT00000132426"
"56264"	"TC17001259.hg.1"	"NA"	"NA"	"NA"	"---"
"56265"	"TC17001260.hg.1"	"CCDC144NL"	"NA"	"NA"	"NM_001004306"
"56266"	"TC17001261.hg.1"	"NA"	"NA"	"NA"	"---"
"56267"	"TC17001262.hg.1"	"NA"	"NA"	"NA"	"---"
"56268"	"TC17001263.hg.1"	"USP22"	"NA"	"NA"	"NM_015276"
"56269"	"TC17001264.hg.1"	"TMEM11"	"NA"	"NA"	"NM_003876"
"56270"	"TC17001265.hg.1"	"C17orf103"	"NA"	"NA"	"NM_152914"
"56271"	"TC17001266.hg.1"	"C17orf51"	"NA"	"NA"	"NM_001113434"
"56272"	"TC17001267.hg.1"	"NA"	"NA"	"NA"	"---"
"56273"	"TC17001268.hg.1"	"NA"	"NA"	"NA"	"---"
"56274"	"TC17001269.hg.1"	"NA"	"NA"	"NA"	"---"
"56275"	"TC17001270.hg.1"	"NA"	"NA"	"NA"	"---"
"56276"	"TC17001271.hg.1"	"NA"	"NA"	"NA"	"---"
"56277"	"TC17001272.hg.1"	"NA"	"NA"	"NA"	"---"
"56278"	"TC17001273.hg.1"	"MIR4522"	"NA"	"NA"	"NR_039748"
"56279"	"TC17001274.hg.1"	"NA"	"NA"	"NA"	"---"
"56280"	"TC17001275.hg.1"	"NA"	"NA"	"NA"	"---"
"56281"	"TC17001277.hg.1"	"NA"	"NA"	"NA"	"---"
"56282"	"TC17001278.hg.1"	"NA"	"NA"	"NA"	"---"
"56283"	"TC17001279.hg.1"	"NA"	"NA"	"NA"	"---"
"56284"	"TC17001280.hg.1"	"NA"	"NA"	"NA"	"---"
"56285"	"TC17001281.hg.1"	"NA"	"NA"	"NA"	"---"
"56286"	"TC17001282.hg.1"	"NA"	"NA"	"NA"	"---"
"56287"	"TC17001283.hg.1"	"NA"	"NA"	"NA"	"---"
"56288"	"TC17001284.hg.1"	"NA"	"NA"	"NA"	"---"
"56289"	"TC17001286.hg.1"	"NA"	"NA"	"NA"	"---"
"56290"	"TC17001287.hg.1"	"NA"	"NA"	"NA"	"---"
"56291"	"TC17001288.hg.1"	"NA"	"NA"	"NA"	"---"
"56292"	"TC17001289.hg.1"	"NA"	"NA"	"NA"	"---"
"56293"	"TC17001290.hg.1"	"NA"	"NA"	"NA"	"---"
"56294"	"TC17001291.hg.1"	"NA"	"NA"	"NA"	"---"
"56295"	"TC17001292.hg.1"	"NA"	"NA"	"NA"	"---"
"56296"	"TC17001293.hg.1"	"KRT18P55"	"NA"	"NA"	"NR_028334"
"56297"	"TC17001294.hg.1"	"IFT20"	"NA"	"NA"	"NM_174887"
"56298"	"TC17001295.hg.1"	"POLDIP2"	"NA"	"NA"	"NM_015584"
"56299"	"TC17001296.hg.1"	"SEBOX"	"NA"	"NA"	"NM_001080837"
"56300"	"TC17001297.hg.1"	"SLC46A1"	"NA"	"NA"	"NM_001242366"
"56301"	"TC17001298.hg.1"	"SGK494"	"NA"	"NA"	"NM_001174103"
"56302"	"TC17001299.hg.1"	"UNC119"	"NA"	"NA"	"NM_005148"
"56303"	"TC17001300.hg.1"	"PIGS"	"NA"	"NA"	"NM_033198"
"56304"	"TC17001301.hg.1"	"ALDOC"	"NA"	"NA"	"NM_005165"
"56305"	"TC17001302.hg.1"	"KIAA0100"	"NA"	"NA"	"NM_014680"
"56306"	"TC17001303.hg.1"	"SDF2"	"NA"	"NA"	"NM_006923"
"56307"	"TC17001304.hg.1"	"PROCA1"	"NA"	"NA"	"NM_152465"
"56308"	"TC17001305.hg.1"	"RAB34"	"NA"	"NA"	"NM_001144943"
"56309"	"TC17001306.hg.1"	"TLCD1"	"NA"	"NA"	"NM_001160407"
"56310"	"TC17001307.hg.1"	"FAM222B"	"NA"	"NA"	"NM_001077498"
"56311"	"TC17001308.hg.1"	"MIR451A"	"NA"	"NA"	"NR_029970"
"56312"	"TC17001309.hg.1"	"MIR144"	"NA"	"NA"	"NR_029685"
"56313"	"TC17001310.hg.1"	"MIR4732"	"NA"	"NA"	"NR_039885"
"56314"	"TC17001311.hg.1"	"FLOT2"	"NA"	"NA"	"NM_004475"
"56315"	"TC17001312.hg.1"	"DHRS13"	"NA"	"NA"	"NM_144683"
"56316"	"TC17001313.hg.1"	"PHF12"	"NA"	"NA"	"NM_020889"
"56317"	"TC17001314.hg.1"	"SEZ6"	"NA"	"NA"	"NM_001098635"
"56318"	"TC17001315.hg.1"	"TIAF1"	"NA"	"NA"	"NM_004740"
"56319"	"TC17001316.hg.1"	"NUFIP2"	"NA"	"NA"	"NM_020772"
"56320"	"TC17001317.hg.1"	"NA"	"NA"	"NA"	"---"
"56321"	"TC17001318.hg.1"	"NA"	"NA"	"NA"	"---"
"56322"	"TC17001319.hg.1"	"ABHD15"	"NA"	"NA"	"NM_198147"
"56323"	"TC17001320.hg.1"	"GIT1"	"NA"	"NA"	"NM_001085454"
"56324"	"TC17001321.hg.1"	"CORO6"	"NA"	"NA"	"NM_032854"
"56325"	"TC17001322.hg.1"	"SSH2"	"NA"	"NA"	"NM_033389"
"56326"	"TC17001323.hg.1"	"NA"	"NA"	"NA"	"---"
"56327"	"TC17001324.hg.1"	"RNY4P13"	"NA"	"NA"	"ENST00000384284"
"56328"	"TC17001325.hg.1"	"MIR3184"	"NA"	"NA"	"NR_036149"
"56329"	"TC17001326.hg.1"	"SLC6A4"	"NA"	"NA"	"NM_001045"
"56330"	"TC17001327.hg.1"	"NA"	"NA"	"NA"	"---"
"56331"	"TC17001328.hg.1"	"BLMH"	"NA"	"NA"	"NM_000386"
"56332"	"TC17001329.hg.1"	"NA"	"NA"	"NA"	"---"
"56333"	"TC17001330.hg.1"	"TMIGD1"	"NA"	"NA"	"NM_206832"
"56334"	"TC17001331.hg.1"	"NA"	"NA"	"NA"	"---"
"56335"	"TC17001332.hg.1"	"NA"	"NA"	"NA"	"---"
"56336"	"TC17001333.hg.1"	"NA"	"NA"	"NA"	"---"
"56337"	"TC17001334.hg.1"	"NA"	"NA"	"NA"	"---"
"56338"	"TC17001335.hg.1"	"OTTHUMG00000132806"	"NA"	"NA"	"OTTHUMT00000256223"
"56339"	"TC17001336.hg.1"	"CRLF3"	"NA"	"NA"	"NM_015986"
"56340"	"TC17001337.hg.1"	"TEFM"	"NA"	"NA"	"NM_024683"
"56341"	"TC17001338.hg.1"	"OTTHUMG00000132799"	"NA"	"NA"	"OTTHUMT00000256216"
"56342"	"TC17001339.hg.1"	"MIR4733"	"NA"	"NA"	"NR_039886"
"56343"	"TC17001340.hg.1"	"OMG"	"NA"	"NA"	"NM_002544"
"56344"	"TC17001341.hg.1"	"EVI2B"	"NA"	"NA"	"NM_006495"
"56345"	"TC17001342.hg.1"	"EVI2A"	"NA"	"NA"	"NM_014210"
"56346"	"TC17001343.hg.1"	"NA"	"NA"	"NA"	"---"
"56347"	"TC17001344.hg.1"	"NA"	"NA"	"NA"	"---"
"56348"	"TC17001345.hg.1"	"COPRS"	"NA"	"NA"	"NM_018405"
"56349"	"TC17001346.hg.1"	"UTP6"	"NA"	"NA"	"NM_018428"
"56350"	"TC17001347.hg.1"	"RNA5SP437"	"NA"	"NA"	"ENST00000517249"
"56351"	"TC17001348.hg.1"	"OTTHUMG00000132778"	"NA"	"NA"	"OTTHUMT00000256184"
"56352"	"TC17001349.hg.1"	"ARGFXP2"	"NA"	"NA"	"NR_002222"
"56353"	"TC17001350.hg.1"	"C17orf75"	"NA"	"NA"	"NM_022344"
"56354"	"TC17001351.hg.1"	"NA"	"NA"	"NA"	"---"
"56355"	"TC17001352.hg.1"	"NA"	"NA"	"NA"	"---"
"56356"	"TC17001353.hg.1"	"MYO1D"	"NA"	"NA"	"NM_015194"
"56357"	"TC17001354.hg.1"	"NA"	"NA"	"NA"	"---"
"56358"	"TC17001355.hg.1"	"ASIC2"	"NA"	"NA"	"NM_001094"
"56359"	"TC17001356.hg.1"	"AA06"	"NA"	"NA"	"NR_037584"
"56360"	"TC17001357.hg.1"	"NA"	"NA"	"NA"	"---"
"56361"	"TC17001358.hg.1"	"RNA5SP438"	"NA"	"NA"	"ENST00000516561"
"56362"	"TC17001359.hg.1"	"NA"	"NA"	"NA"	"---"
