""	"ID"	"Symbol"	"COL"	"ROW"	"NAME"
"4637"	"TC01004725.hg.1"	"NA"	"NA"	"NA"	"---"
"4638"	"TC01004726.hg.1"	"NA"	"NA"	"NA"	"---"
"4639"	"TC01004727.hg.1"	"NA"	"NA"	"NA"	"---"
"4640"	"TC01004728.hg.1"	"NA"	"NA"	"NA"	"---"
"4641"	"TC01004729.hg.1"	"NA"	"NA"	"NA"	"---"
"4642"	"TC01004730.hg.1"	"NA"	"NA"	"NA"	"---"
"4643"	"TC01004731.hg.1"	"NA"	"NA"	"NA"	"---"
"4644"	"TC01004732.hg.1"	"NA"	"NA"	"NA"	"---"
"4645"	"TC01004733.hg.1"	"NA"	"NA"	"NA"	"---"
"4646"	"TC01004734.hg.1"	"NA"	"NA"	"NA"	"---"
"4647"	"TC01004735.hg.1"	"NA"	"NA"	"NA"	"---"
"4648"	"TC01004736.hg.1"	"NA"	"NA"	"NA"	"---"
"4649"	"TC01004737.hg.1"	"NA"	"NA"	"NA"	"---"
"4650"	"TC01004738.hg.1"	"NA"	"NA"	"NA"	"---"
"4651"	"TC01004739.hg.1"	"NA"	"NA"	"NA"	"---"
"4652"	"TC01004740.hg.1"	"NA"	"NA"	"NA"	"---"
"4653"	"TC01004741.hg.1"	"NA"	"NA"	"NA"	"---"
"4654"	"TC01004742.hg.1"	"NA"	"NA"	"NA"	"---"
"4655"	"TC01004743.hg.1"	"NA"	"NA"	"NA"	"---"
"4656"	"TC01004744.hg.1"	"NA"	"NA"	"NA"	"---"
"4657"	"TC01004745.hg.1"	"NA"	"NA"	"NA"	"---"
"4658"	"TC01004746.hg.1"	"NA"	"NA"	"NA"	"---"
"4659"	"TC01004747.hg.1"	"NA"	"NA"	"NA"	"---"
"4660"	"TC01004748.hg.1"	"NA"	"NA"	"NA"	"---"
"4661"	"TC01004749.hg.1"	"NA"	"NA"	"NA"	"---"
"4662"	"TC01004750.hg.1"	"NA"	"NA"	"NA"	"---"
"4663"	"TC01004751.hg.1"	"NA"	"NA"	"NA"	"---"
"4664"	"TC01004752.hg.1"	"NA"	"NA"	"NA"	"---"
"4665"	"TC01004753.hg.1"	"NA"	"NA"	"NA"	"---"
"4666"	"TC01004754.hg.1"	"NA"	"NA"	"NA"	"---"
"4667"	"TC01004755.hg.1"	"NA"	"NA"	"NA"	"---"
"4668"	"TC01004756.hg.1"	"NA"	"NA"	"NA"	"---"
"4669"	"TC01004757.hg.1"	"NA"	"NA"	"NA"	"---"
"4670"	"TC01004758.hg.1"	"NA"	"NA"	"NA"	"---"
"4671"	"TC01004759.hg.1"	"NA"	"NA"	"NA"	"---"
"4672"	"TC01004760.hg.1"	"NA"	"NA"	"NA"	"---"
"4673"	"TC01004761.hg.1"	"NA"	"NA"	"NA"	"---"
"4674"	"TC01004762.hg.1"	"NA"	"NA"	"NA"	"---"
"4675"	"TC01004763.hg.1"	"NA"	"NA"	"NA"	"---"
"4676"	"TC01004764.hg.1"	"NA"	"NA"	"NA"	"---"
"4677"	"TC01004765.hg.1"	"NA"	"NA"	"NA"	"---"
"4678"	"TC01004766.hg.1"	"NA"	"NA"	"NA"	"---"
"4679"	"TC01004767.hg.1"	"NA"	"NA"	"NA"	"---"
"4680"	"TC01004768.hg.1"	"NA"	"NA"	"NA"	"---"
"4681"	"TC01004769.hg.1"	"NA"	"NA"	"NA"	"---"
"4682"	"TC01004770.hg.1"	"NA"	"NA"	"NA"	"---"
"4683"	"TC01004771.hg.1"	"NA"	"NA"	"NA"	"---"
"4684"	"TC01004772.hg.1"	"NA"	"NA"	"NA"	"---"
"4685"	"TC01004773.hg.1"	"NA"	"NA"	"NA"	"---"
"4686"	"TC01004774.hg.1"	"NA"	"NA"	"NA"	"---"
"4687"	"TC01004775.hg.1"	"NA"	"NA"	"NA"	"---"
"4688"	"TC01004776.hg.1"	"NA"	"NA"	"NA"	"---"
"4689"	"TC01004777.hg.1"	"NA"	"NA"	"NA"	"---"
"4690"	"TC01004778.hg.1"	"NA"	"NA"	"NA"	"---"
"4691"	"TC01004779.hg.1"	"NA"	"NA"	"NA"	"---"
"4692"	"TC01004780.hg.1"	"NA"	"NA"	"NA"	"---"
"4693"	"TC01004781.hg.1"	"NA"	"NA"	"NA"	"---"
"4694"	"TC01004782.hg.1"	"NA"	"NA"	"NA"	"---"
"4695"	"TC01004783.hg.1"	"NA"	"NA"	"NA"	"---"
"4696"	"TC01004784.hg.1"	"NA"	"NA"	"NA"	"---"
"4697"	"TC01004785.hg.1"	"NA"	"NA"	"NA"	"---"
"4698"	"TC01004786.hg.1"	"NA"	"NA"	"NA"	"---"
"4699"	"TC01004787.hg.1"	"NA"	"NA"	"NA"	"---"
"4700"	"TC01004788.hg.1"	"NA"	"NA"	"NA"	"---"
"4701"	"TC01004789.hg.1"	"NA"	"NA"	"NA"	"---"
"4702"	"TC01004790.hg.1"	"NA"	"NA"	"NA"	"---"
"4703"	"TC01004791.hg.1"	"NA"	"NA"	"NA"	"---"
"4704"	"TC01004792.hg.1"	"NA"	"NA"	"NA"	"---"
"4705"	"TC01004793.hg.1"	"NA"	"NA"	"NA"	"---"
"4706"	"TC01004794.hg.1"	"NA"	"NA"	"NA"	"---"
"4707"	"TC01004795.hg.1"	"NA"	"NA"	"NA"	"---"
"4708"	"TC01004796.hg.1"	"NA"	"NA"	"NA"	"---"
"4709"	"TC01004797.hg.1"	"NA"	"NA"	"NA"	"---"
"4710"	"TC01004798.hg.1"	"NA"	"NA"	"NA"	"---"
"4711"	"TC01004799.hg.1"	"NA"	"NA"	"NA"	"---"
"4712"	"TC01004800.hg.1"	"NA"	"NA"	"NA"	"---"
"4713"	"TC01004801.hg.1"	"NA"	"NA"	"NA"	"---"
"4714"	"TC01004802.hg.1"	"NA"	"NA"	"NA"	"---"
"4715"	"TC01004803.hg.1"	"NA"	"NA"	"NA"	"---"
"4716"	"TC01004804.hg.1"	"NA"	"NA"	"NA"	"---"
"4717"	"TC01004805.hg.1"	"NA"	"NA"	"NA"	"---"
"4718"	"TC01004806.hg.1"	"NA"	"NA"	"NA"	"---"
"4719"	"TC01004807.hg.1"	"NA"	"NA"	"NA"	"---"
"4720"	"TC01004808.hg.1"	"NA"	"NA"	"NA"	"---"
"4721"	"TC01004809.hg.1"	"NA"	"NA"	"NA"	"---"
"4722"	"TC01004810.hg.1"	"NA"	"NA"	"NA"	"---"
"4723"	"TC01004811.hg.1"	"NA"	"NA"	"NA"	"---"
"4724"	"TC01004812.hg.1"	"NA"	"NA"	"NA"	"---"
"4725"	"TC01004813.hg.1"	"NA"	"NA"	"NA"	"---"
"4726"	"TC01004814.hg.1"	"NA"	"NA"	"NA"	"---"
"4727"	"TC01004815.hg.1"	"NA"	"NA"	"NA"	"---"
"4728"	"TC01004816.hg.1"	"NA"	"NA"	"NA"	"---"
"4729"	"TC01004817.hg.1"	"NA"	"NA"	"NA"	"---"
"4730"	"TC01004818.hg.1"	"NA"	"NA"	"NA"	"---"
"4731"	"TC01004819.hg.1"	"NA"	"NA"	"NA"	"---"
"4732"	"TC01004820.hg.1"	"NA"	"NA"	"NA"	"---"
"4733"	"TC01004821.hg.1"	"NA"	"NA"	"NA"	"---"
"4734"	"TC01004822.hg.1"	"NA"	"NA"	"NA"	"---"
"4735"	"TC01004823.hg.1"	"NA"	"NA"	"NA"	"---"
"4736"	"TC01004824.hg.1"	"NA"	"NA"	"NA"	"---"
"4737"	"TC01004825.hg.1"	"NA"	"NA"	"NA"	"---"
"4738"	"TC01004826.hg.1"	"NA"	"NA"	"NA"	"---"
"4739"	"TC01004827.hg.1"	"NA"	"NA"	"NA"	"---"
"4740"	"TC01004828.hg.1"	"NA"	"NA"	"NA"	"---"
"4741"	"TC01004829.hg.1"	"NA"	"NA"	"NA"	"---"
"4742"	"TC01004830.hg.1"	"NA"	"NA"	"NA"	"---"
"4743"	"TC01004831.hg.1"	"NA"	"NA"	"NA"	"---"
"4744"	"TC01004832.hg.1"	"NA"	"NA"	"NA"	"---"
"4745"	"TC01004833.hg.1"	"NA"	"NA"	"NA"	"---"
"4746"	"TC01004834.hg.1"	"NA"	"NA"	"NA"	"---"
"4747"	"TC01004835.hg.1"	"NA"	"NA"	"NA"	"---"
"4748"	"TC01004836.hg.1"	"NA"	"NA"	"NA"	"---"
"4749"	"TC01004837.hg.1"	"NA"	"NA"	"NA"	"---"
"4750"	"TC01004838.hg.1"	"NA"	"NA"	"NA"	"---"
"4751"	"TC01004839.hg.1"	"NA"	"NA"	"NA"	"---"
"4752"	"TC01004840.hg.1"	"NA"	"NA"	"NA"	"---"
"4753"	"TC01004841.hg.1"	"NA"	"NA"	"NA"	"---"
"4754"	"TC01004842.hg.1"	"NA"	"NA"	"NA"	"---"
"4755"	"TC01004843.hg.1"	"NA"	"NA"	"NA"	"---"
"4756"	"TC01004844.hg.1"	"NA"	"NA"	"NA"	"---"
"4757"	"TC01004845.hg.1"	"NA"	"NA"	"NA"	"---"
"4758"	"TC01004846.hg.1"	"NA"	"NA"	"NA"	"---"
"4759"	"TC01004847.hg.1"	"NA"	"NA"	"NA"	"---"
"4760"	"TC01004848.hg.1"	"NA"	"NA"	"NA"	"---"
"4761"	"TC01004849.hg.1"	"NA"	"NA"	"NA"	"---"
"4762"	"TC01004850.hg.1"	"NA"	"NA"	"NA"	"---"
"4763"	"TC01004851.hg.1"	"NA"	"NA"	"NA"	"---"
"4764"	"TC01004852.hg.1"	"NA"	"NA"	"NA"	"---"
"4765"	"TC01004853.hg.1"	"NA"	"NA"	"NA"	"---"
"4766"	"TC01004854.hg.1"	"NA"	"NA"	"NA"	"---"
"4767"	"TC01004855.hg.1"	"NA"	"NA"	"NA"	"---"
"4768"	"TC01004856.hg.1"	"NA"	"NA"	"NA"	"---"
"4769"	"TC01004857.hg.1"	"NA"	"NA"	"NA"	"---"
"4770"	"TC01004858.hg.1"	"NA"	"NA"	"NA"	"---"
"4771"	"TC01004859.hg.1"	"NA"	"NA"	"NA"	"---"
"4772"	"TC01004860.hg.1"	"NA"	"NA"	"NA"	"---"
"4773"	"TC01004861.hg.1"	"NA"	"NA"	"NA"	"---"
"4774"	"TC01004862.hg.1"	"NA"	"NA"	"NA"	"---"
"4775"	"TC01004863.hg.1"	"NA"	"NA"	"NA"	"---"
"4776"	"TC01004864.hg.1"	"NA"	"NA"	"NA"	"---"
"4777"	"TC01004865.hg.1"	"NA"	"NA"	"NA"	"---"
"4778"	"TC01004866.hg.1"	"NA"	"NA"	"NA"	"---"
"4779"	"TC01004867.hg.1"	"NA"	"NA"	"NA"	"---"
"4780"	"TC01004868.hg.1"	"NA"	"NA"	"NA"	"---"
"4781"	"TC01004869.hg.1"	"NA"	"NA"	"NA"	"---"
"4782"	"TC01004870.hg.1"	"NA"	"NA"	"NA"	"---"
"4783"	"TC01004871.hg.1"	"NA"	"NA"	"NA"	"---"
"4784"	"TC01004872.hg.1"	"NA"	"NA"	"NA"	"---"
"4785"	"TC01004873.hg.1"	"NA"	"NA"	"NA"	"---"
"4786"	"TC01004874.hg.1"	"NA"	"NA"	"NA"	"---"
"4787"	"TC01004875.hg.1"	"NA"	"NA"	"NA"	"---"
"4788"	"TC01004876.hg.1"	"NA"	"NA"	"NA"	"---"
"4789"	"TC01004877.hg.1"	"NA"	"NA"	"NA"	"---"
"4790"	"TC01004878.hg.1"	"NA"	"NA"	"NA"	"---"
"4791"	"TC01004879.hg.1"	"NA"	"NA"	"NA"	"---"
"4792"	"TC01004880.hg.1"	"NA"	"NA"	"NA"	"---"
"4793"	"TC01004881.hg.1"	"NA"	"NA"	"NA"	"---"
"4794"	"TC01004882.hg.1"	"NA"	"NA"	"NA"	"---"
"4795"	"TC01004883.hg.1"	"NA"	"NA"	"NA"	"---"
"4796"	"TC01004884.hg.1"	"NA"	"NA"	"NA"	"---"
"4797"	"TC01004885.hg.1"	"NA"	"NA"	"NA"	"---"
"4798"	"TC01004886.hg.1"	"NA"	"NA"	"NA"	"---"
"4799"	"TC01004887.hg.1"	"NA"	"NA"	"NA"	"---"
"4800"	"TC01004888.hg.1"	"NA"	"NA"	"NA"	"---"
"4801"	"TC01004889.hg.1"	"NA"	"NA"	"NA"	"---"
"4802"	"TC01004890.hg.1"	"NA"	"NA"	"NA"	"---"
"4803"	"TC01004891.hg.1"	"NA"	"NA"	"NA"	"---"
"4804"	"TC01004892.hg.1"	"NA"	"NA"	"NA"	"---"
"4805"	"TC01004893.hg.1"	"NA"	"NA"	"NA"	"---"
"4806"	"TC01004894.hg.1"	"NA"	"NA"	"NA"	"---"
"4807"	"TC01004895.hg.1"	"NA"	"NA"	"NA"	"---"
"4808"	"TC01004896.hg.1"	"NA"	"NA"	"NA"	"---"
"4809"	"TC01004897.hg.1"	"NA"	"NA"	"NA"	"---"
"4810"	"TC01004898.hg.1"	"NA"	"NA"	"NA"	"---"
"4811"	"TC01004899.hg.1"	"NA"	"NA"	"NA"	"---"
"4812"	"TC01004900.hg.1"	"NA"	"NA"	"NA"	"---"
"4813"	"TC01004901.hg.1"	"NA"	"NA"	"NA"	"---"
"4814"	"TC01004902.hg.1"	"NA"	"NA"	"NA"	"---"
"4815"	"TC01004903.hg.1"	"NA"	"NA"	"NA"	"---"
"4816"	"TC01004904.hg.1"	"NA"	"NA"	"NA"	"---"
"4817"	"TC01004905.hg.1"	"NA"	"NA"	"NA"	"---"
"4818"	"TC01004906.hg.1"	"NA"	"NA"	"NA"	"---"
"4819"	"TC01004907.hg.1"	"NA"	"NA"	"NA"	"---"
"4820"	"TC01004908.hg.1"	"NA"	"NA"	"NA"	"---"
"4821"	"TC01004909.hg.1"	"NA"	"NA"	"NA"	"---"
"4822"	"TC01004910.hg.1"	"NA"	"NA"	"NA"	"---"
"4823"	"TC01004911.hg.1"	"NA"	"NA"	"NA"	"---"
"4824"	"TC01004912.hg.1"	"NA"	"NA"	"NA"	"---"
"4825"	"TC01004913.hg.1"	"NA"	"NA"	"NA"	"---"
"4826"	"TC01004914.hg.1"	"NA"	"NA"	"NA"	"---"
"4827"	"TC01004915.hg.1"	"NA"	"NA"	"NA"	"---"
"4828"	"TC01004916.hg.1"	"NA"	"NA"	"NA"	"---"
"4829"	"TC01004917.hg.1"	"NA"	"NA"	"NA"	"---"
"4830"	"TC01004918.hg.1"	"NA"	"NA"	"NA"	"---"
"4831"	"TC01004919.hg.1"	"NA"	"NA"	"NA"	"---"
"4832"	"TC01004920.hg.1"	"NA"	"NA"	"NA"	"---"
"4833"	"TC01004921.hg.1"	"NA"	"NA"	"NA"	"---"
"4834"	"TC01004922.hg.1"	"NA"	"NA"	"NA"	"---"
"4835"	"TC01004923.hg.1"	"NA"	"NA"	"NA"	"---"
"4836"	"TC01004924.hg.1"	"NA"	"NA"	"NA"	"---"
"4837"	"TC01004925.hg.1"	"NA"	"NA"	"NA"	"---"
"4838"	"TC01004926.hg.1"	"NA"	"NA"	"NA"	"---"
"4839"	"TC01004927.hg.1"	"NA"	"NA"	"NA"	"---"
"4840"	"TC01004928.hg.1"	"NA"	"NA"	"NA"	"---"
"4841"	"TC01004929.hg.1"	"NA"	"NA"	"NA"	"---"
"4842"	"TC01004930.hg.1"	"NA"	"NA"	"NA"	"---"
"4843"	"TC01004931.hg.1"	"NA"	"NA"	"NA"	"---"
"4844"	"TC01004932.hg.1"	"NA"	"NA"	"NA"	"---"
"4845"	"TC01004933.hg.1"	"NA"	"NA"	"NA"	"---"
"4846"	"TC01004934.hg.1"	"NA"	"NA"	"NA"	"---"
"4847"	"TC01004935.hg.1"	"NA"	"NA"	"NA"	"---"
"4848"	"TC01004936.hg.1"	"NA"	"NA"	"NA"	"---"
"4849"	"TC01004937.hg.1"	"NA"	"NA"	"NA"	"---"
"4850"	"TC01004938.hg.1"	"NA"	"NA"	"NA"	"---"
"4851"	"TC01004939.hg.1"	"NA"	"NA"	"NA"	"---"
"4852"	"TC01004940.hg.1"	"NA"	"NA"	"NA"	"---"
"4853"	"TC01004941.hg.1"	"NA"	"NA"	"NA"	"---"
"4854"	"TC01004942.hg.1"	"NA"	"NA"	"NA"	"---"
"4855"	"TC01004943.hg.1"	"NA"	"NA"	"NA"	"---"
"4856"	"TC01004944.hg.1"	"NA"	"NA"	"NA"	"---"
"4857"	"TC01004945.hg.1"	"NA"	"NA"	"NA"	"---"
"4858"	"TC01004946.hg.1"	"NA"	"NA"	"NA"	"---"
"4859"	"TC01004947.hg.1"	"NA"	"NA"	"NA"	"---"
"4860"	"TC01004948.hg.1"	"NA"	"NA"	"NA"	"---"
"4861"	"TC01004949.hg.1"	"NA"	"NA"	"NA"	"---"
"4862"	"TC01004950.hg.1"	"NA"	"NA"	"NA"	"---"
"4863"	"TC01004951.hg.1"	"NA"	"NA"	"NA"	"---"
"4864"	"TC01004952.hg.1"	"NA"	"NA"	"NA"	"---"
"4865"	"TC01004953.hg.1"	"NA"	"NA"	"NA"	"---"
"4866"	"TC01004954.hg.1"	"NA"	"NA"	"NA"	"---"
"4867"	"TC01004955.hg.1"	"NA"	"NA"	"NA"	"---"
"4868"	"TC01004956.hg.1"	"NA"	"NA"	"NA"	"---"
"4869"	"TC01004957.hg.1"	"NA"	"NA"	"NA"	"---"
"4870"	"TC01004958.hg.1"	"NA"	"NA"	"NA"	"---"
"4871"	"TC01004959.hg.1"	"NA"	"NA"	"NA"	"---"
"4872"	"TC01004960.hg.1"	"NA"	"NA"	"NA"	"---"
"4873"	"TC01004961.hg.1"	"NA"	"NA"	"NA"	"---"
"4874"	"TC01004962.hg.1"	"NA"	"NA"	"NA"	"---"
"4875"	"TC01004963.hg.1"	"NA"	"NA"	"NA"	"---"
"4876"	"TC01004964.hg.1"	"NA"	"NA"	"NA"	"---"
"4877"	"TC01004965.hg.1"	"NA"	"NA"	"NA"	"---"
"4878"	"TC01004966.hg.1"	"NA"	"NA"	"NA"	"---"
"4879"	"TC01004967.hg.1"	"NA"	"NA"	"NA"	"---"
"4880"	"TC01004968.hg.1"	"NA"	"NA"	"NA"	"---"
"4881"	"TC01004969.hg.1"	"NA"	"NA"	"NA"	"---"
"4882"	"TC01004970.hg.1"	"NA"	"NA"	"NA"	"---"
"4883"	"TC01004971.hg.1"	"NA"	"NA"	"NA"	"---"
"4884"	"TC01004972.hg.1"	"NA"	"NA"	"NA"	"---"
"4885"	"TC01004973.hg.1"	"NA"	"NA"	"NA"	"---"
"4886"	"TC01004974.hg.1"	"NA"	"NA"	"NA"	"---"
"4887"	"TC01004975.hg.1"	"NA"	"NA"	"NA"	"---"
"4888"	"TC01004976.hg.1"	"NA"	"NA"	"NA"	"---"
"4889"	"TC01004977.hg.1"	"NA"	"NA"	"NA"	"---"
"4890"	"TC01004978.hg.1"	"NA"	"NA"	"NA"	"---"
"4891"	"TC01004979.hg.1"	"NA"	"NA"	"NA"	"---"
"4892"	"TC01004980.hg.1"	"NA"	"NA"	"NA"	"---"
"4893"	"TC01004981.hg.1"	"NA"	"NA"	"NA"	"---"
"4894"	"TC01004982.hg.1"	"NA"	"NA"	"NA"	"---"
"4895"	"TC01004983.hg.1"	"NA"	"NA"	"NA"	"---"
"4896"	"TC01004984.hg.1"	"NA"	"NA"	"NA"	"---"
"4897"	"TC01004985.hg.1"	"NA"	"NA"	"NA"	"---"
"4898"	"TC01004986.hg.1"	"NA"	"NA"	"NA"	"---"
"4899"	"TC01004987.hg.1"	"NA"	"NA"	"NA"	"---"
"4900"	"TC01004988.hg.1"	"NA"	"NA"	"NA"	"---"
"4901"	"TC01004989.hg.1"	"NA"	"NA"	"NA"	"---"
"4902"	"TC01004990.hg.1"	"NA"	"NA"	"NA"	"---"
"4903"	"TC01004991.hg.1"	"NA"	"NA"	"NA"	"---"
"4904"	"TC01004992.hg.1"	"NA"	"NA"	"NA"	"---"
"4905"	"TC01004993.hg.1"	"NA"	"NA"	"NA"	"---"
"4906"	"TC01004994.hg.1"	"NA"	"NA"	"NA"	"---"
"4907"	"TC01004995.hg.1"	"NA"	"NA"	"NA"	"---"
"4908"	"TC01004996.hg.1"	"NA"	"NA"	"NA"	"---"
"4909"	"TC01004997.hg.1"	"NA"	"NA"	"NA"	"---"
"4910"	"TC01004998.hg.1"	"NA"	"NA"	"NA"	"---"
"4911"	"TC01004999.hg.1"	"NA"	"NA"	"NA"	"---"
"4912"	"TC01005000.hg.1"	"NA"	"NA"	"NA"	"---"
"4913"	"TC01005001.hg.1"	"NA"	"NA"	"NA"	"---"
"4914"	"TC01005002.hg.1"	"NA"	"NA"	"NA"	"---"
"4915"	"TC01005003.hg.1"	"NA"	"NA"	"NA"	"---"
"4916"	"TC01005004.hg.1"	"NA"	"NA"	"NA"	"---"
"4917"	"TC01005005.hg.1"	"NA"	"NA"	"NA"	"---"
"4918"	"TC01005006.hg.1"	"NA"	"NA"	"NA"	"---"
"4919"	"TC01005007.hg.1"	"NA"	"NA"	"NA"	"---"
"4920"	"TC01005008.hg.1"	"NA"	"NA"	"NA"	"---"
"4921"	"TC01005009.hg.1"	"NA"	"NA"	"NA"	"---"
"4922"	"TC01005010.hg.1"	"NA"	"NA"	"NA"	"---"
"4923"	"TC01005011.hg.1"	"NA"	"NA"	"NA"	"---"
"4924"	"TC01005012.hg.1"	"NA"	"NA"	"NA"	"---"
"4925"	"TC01005013.hg.1"	"NA"	"NA"	"NA"	"---"
"4926"	"TC01005014.hg.1"	"NA"	"NA"	"NA"	"---"
"4927"	"TC01005015.hg.1"	"NA"	"NA"	"NA"	"---"
"4928"	"TC01005016.hg.1"	"NA"	"NA"	"NA"	"---"
"4929"	"TC01005017.hg.1"	"NA"	"NA"	"NA"	"---"
"4930"	"TC01005018.hg.1"	"NA"	"NA"	"NA"	"---"
"4931"	"TC01005019.hg.1"	"NA"	"NA"	"NA"	"---"
"4932"	"TC01005020.hg.1"	"NA"	"NA"	"NA"	"---"
"4933"	"TC01005021.hg.1"	"NA"	"NA"	"NA"	"---"
"4934"	"TC01005022.hg.1"	"NA"	"NA"	"NA"	"---"
"4935"	"TC01005023.hg.1"	"NA"	"NA"	"NA"	"---"
"4936"	"TC01005024.hg.1"	"NA"	"NA"	"NA"	"---"
"4937"	"TC01005025.hg.1"	"NA"	"NA"	"NA"	"---"
"4938"	"TC01005026.hg.1"	"NA"	"NA"	"NA"	"---"
"4939"	"TC01005027.hg.1"	"NA"	"NA"	"NA"	"---"
"4940"	"TC01005028.hg.1"	"NA"	"NA"	"NA"	"---"
"4941"	"TC01005029.hg.1"	"NA"	"NA"	"NA"	"---"
"4942"	"TC01005030.hg.1"	"NA"	"NA"	"NA"	"---"
"4943"	"TC01005031.hg.1"	"NA"	"NA"	"NA"	"---"
"4944"	"TC01005032.hg.1"	"NA"	"NA"	"NA"	"---"
"4945"	"TC01005033.hg.1"	"NA"	"NA"	"NA"	"---"
"4946"	"TC01005034.hg.1"	"NA"	"NA"	"NA"	"---"
"4947"	"TC01005035.hg.1"	"NA"	"NA"	"NA"	"---"
"4948"	"TC01005036.hg.1"	"NA"	"NA"	"NA"	"---"
"4949"	"TC01005037.hg.1"	"NA"	"NA"	"NA"	"---"
"4950"	"TC01005038.hg.1"	"NA"	"NA"	"NA"	"---"
"4951"	"TC01005039.hg.1"	"NA"	"NA"	"NA"	"---"
"4952"	"TC01005040.hg.1"	"NA"	"NA"	"NA"	"---"
"4953"	"TC01005041.hg.1"	"NA"	"NA"	"NA"	"---"
"4954"	"TC01005042.hg.1"	"NA"	"NA"	"NA"	"---"
"4955"	"TC01005043.hg.1"	"NA"	"NA"	"NA"	"---"
"4956"	"TC01005044.hg.1"	"NA"	"NA"	"NA"	"---"
"4957"	"TC01005045.hg.1"	"NA"	"NA"	"NA"	"---"
"4958"	"TC01005046.hg.1"	"NA"	"NA"	"NA"	"---"
"4959"	"TC01005047.hg.1"	"NA"	"NA"	"NA"	"---"
"4960"	"TC01005048.hg.1"	"NA"	"NA"	"NA"	"---"
"4961"	"TC01005049.hg.1"	"NA"	"NA"	"NA"	"---"
"4962"	"TC01005050.hg.1"	"NA"	"NA"	"NA"	"---"
"4963"	"TC01005051.hg.1"	"NA"	"NA"	"NA"	"---"
"4964"	"TC01005052.hg.1"	"NA"	"NA"	"NA"	"---"
"4965"	"TC01005053.hg.1"	"NA"	"NA"	"NA"	"---"
"4966"	"TC01005054.hg.1"	"NA"	"NA"	"NA"	"---"
"4967"	"TC01005055.hg.1"	"NA"	"NA"	"NA"	"---"
"4968"	"TC01005056.hg.1"	"NA"	"NA"	"NA"	"---"
"4969"	"TC01005057.hg.1"	"NA"	"NA"	"NA"	"---"
"4970"	"TC01005058.hg.1"	"NA"	"NA"	"NA"	"---"
"4971"	"TC01005059.hg.1"	"NA"	"NA"	"NA"	"---"
"4972"	"TC01005060.hg.1"	"NA"	"NA"	"NA"	"---"
"4973"	"TC01005061.hg.1"	"NA"	"NA"	"NA"	"---"
"4974"	"TC01005062.hg.1"	"NA"	"NA"	"NA"	"---"
"4975"	"TC01005063.hg.1"	"NA"	"NA"	"NA"	"---"
"4976"	"TC01005064.hg.1"	"NA"	"NA"	"NA"	"---"
"4977"	"TC01005065.hg.1"	"NA"	"NA"	"NA"	"---"
"4978"	"TC01005066.hg.1"	"NA"	"NA"	"NA"	"---"
"4979"	"TC01005067.hg.1"	"NA"	"NA"	"NA"	"---"
"4980"	"TC01005068.hg.1"	"NA"	"NA"	"NA"	"---"
"4981"	"TC01005069.hg.1"	"NA"	"NA"	"NA"	"---"
"4982"	"TC01005070.hg.1"	"NA"	"NA"	"NA"	"---"
"4983"	"TC01005071.hg.1"	"NA"	"NA"	"NA"	"---"
"4984"	"TC01005072.hg.1"	"NA"	"NA"	"NA"	"---"
"4985"	"TC01005073.hg.1"	"NA"	"NA"	"NA"	"---"
"4986"	"TC01005074.hg.1"	"NA"	"NA"	"NA"	"---"
"4987"	"TC01005075.hg.1"	"NA"	"NA"	"NA"	"---"
"4988"	"TC01005076.hg.1"	"NA"	"NA"	"NA"	"---"
"4989"	"TC01005077.hg.1"	"NA"	"NA"	"NA"	"---"
"4990"	"TC01005078.hg.1"	"NA"	"NA"	"NA"	"---"
"4991"	"TC01005079.hg.1"	"NA"	"NA"	"NA"	"---"
"4992"	"TC01005080.hg.1"	"NA"	"NA"	"NA"	"---"
"4993"	"TC01005081.hg.1"	"NA"	"NA"	"NA"	"---"
"4994"	"TC01005082.hg.1"	"NA"	"NA"	"NA"	"---"
"4995"	"TC01005083.hg.1"	"NA"	"NA"	"NA"	"---"
"4996"	"TC01005084.hg.1"	"NA"	"NA"	"NA"	"---"
"4997"	"TC01005085.hg.1"	"NA"	"NA"	"NA"	"---"
"4998"	"TC01005086.hg.1"	"NA"	"NA"	"NA"	"---"
"4999"	"TC01005087.hg.1"	"NA"	"NA"	"NA"	"---"
"5000"	"TC01005088.hg.1"	"NA"	"NA"	"NA"	"---"
"5001"	"TC01005089.hg.1"	"NA"	"NA"	"NA"	"---"
"5002"	"TC01005090.hg.1"	"NA"	"NA"	"NA"	"---"
"5003"	"TC01005091.hg.1"	"NA"	"NA"	"NA"	"---"
"5004"	"TC01005092.hg.1"	"NA"	"NA"	"NA"	"---"
"5005"	"TC01005093.hg.1"	"NA"	"NA"	"NA"	"---"
"5006"	"TC01005094.hg.1"	"NA"	"NA"	"NA"	"---"
"5007"	"TC01005095.hg.1"	"NA"	"NA"	"NA"	"---"
"5008"	"TC01005096.hg.1"	"NA"	"NA"	"NA"	"---"
"5009"	"TC01005097.hg.1"	"NA"	"NA"	"NA"	"---"
"5010"	"TC01005098.hg.1"	"NA"	"NA"	"NA"	"---"
"5011"	"TC01005099.hg.1"	"NA"	"NA"	"NA"	"---"
"5012"	"TC01005100.hg.1"	"NA"	"NA"	"NA"	"---"
"5013"	"TC01005101.hg.1"	"NA"	"NA"	"NA"	"---"
