""	"probe_id"	"symbol"
"1"	29871	"WASH7P"
"2"	32035	"WASH7P"
"3"	30127	"WASH7P"
"4"	42613	"FAM138A"
"5"	9745	"FAM138A"
"6"	47464	"FAM138A"
"7"	47732	"FAM138A"
"8"	40108	"AL627309.3"
"9"	40108	"AL627309.1"
"10"	41506	"AL627309.3"
"11"	41506	"AL627309.1"
"12"	41293	"AL627309.1"
"13"	32020	"AL627309.1"
"14"	43064	"AL627309.1"
"15"	17951	"AL627309.1"
"16"	31835	"AL627309.1"
"17"	50407	"AL627309.1"
"18"	61565	"AL627309.6"
"19"	60123	"AL627309.6"
"20"	26983	"AL627309.5"
"21"	24036	"AL627309.5"
"22"	44596	"AL627309.5"
"23"	52230	"AL627309.5"
"24"	4402	"AL627309.5"
"25"	12583	"AL627309.5"
"26"	61456	"AL627309.5"
"27"	55303	"AL627309.5"
"28"	30877	"AL627309.5"
"29"	59673	"AL627309.5"
"30"	59401	"WASH9P"
"31"	30127	"WASH9P"
"32"	15005	"AP006222.1"
"33"	9027	"AP006222.1"
"34"	47140	"AP006222.1"
"35"	4231	"AP006222.1"
"36"	50601	"AP006222.1"
"37"	36730	"AP006222.1"
"38"	52542	"AP006222.1"
"39"	41506	"AP006222.2"
"40"	41506	"AP006222.1"
"41"	33936	"AP006222.2"
"42"	33936	"AP006222.1"
"43"	57178	"AP006222.2"
"44"	57178	"AP006222.1"
"45"	26246	"AP006222.2"
"46"	26246	"AP006222.1"
"47"	14585	"AP006222.1"
"48"	43064	"AP006222.1"
"49"	3453	"AP006222.1"
"50"	31835	"AP006222.1"
"51"	47140	"RPL23AP24"
"52"	47140	"AP006222.1"
"53"	4231	"AP006222.1"
"54"	41506	"AP006222.1"
"55"	50262	"AP006222.1"
"56"	33936	"AP006222.1"
"57"	26246	"AP006222.1"
"58"	57352	"AL732372.1"
"59"	57352	"AP006222.1"
"60"	57532	"AL732372.1"
"61"	57532	"AL732372.2"
"62"	48669	"AL732372.1"
"63"	48669	"AL732372.2"
"64"	21883	"AL732372.2"
"65"	11709	"AL732372.2"
"66"	50504	"OR4F29"
"67"	50504	"AL732372.2"
"68"	50000	"AL732372.2"
"69"	17951	"AL732372.2"
"70"	49034	"AL732372.2"
"71"	50407	"AL732372.2"
"72"	59071	"AL732372.3"
"73"	59071	"AL732372.2"
"74"	60123	"AL732372.3"
"75"	60123	"AL732372.2"
"76"	18821	"AL732372.2"
"77"	19717	"AL732372.2"
"78"	44596	"AL732372.2"
"79"	49350	"AL732372.2"
"80"	7549	"AL732372.2"
"81"	12583	"AL732372.2"
"82"	43299	"AC114498.1"
