""	"probe_id"	"symbol"
"1"	"A_21_P0011495"	"DDX11L1"
"2"	"A_33_P3365932"	"WASH7P"
"3"	"A_33_P3304908"	"WASH7P"
"4"	"A_33_P3365924"	"WASH7P"
"5"	"A_21_P0001906"	"FAM138A"
"6"	"P_ENST00000586011"	"FAM138A"
"7"	"P_ENST00000305248"	"FAM138A"
"8"	"A_32_P923011"	"FAM138A"
"9"	"A_33_P3423563"	"AL627309.3"
"10"	"A_33_P3423563"	"AL627309.1"
"11"	"A_32_P230148"	"AL627309.3"
"12"	"A_32_P230148"	"AL627309.1"
"13"	"P_TCONS_l2_00000957"	"AL627309.1"
"14"	"P_TCONS_l2_00014357"	"AL627309.1"
"15"	"A_21_P0003759"	"AL627309.1"
"16"	"A_21_P0010589"	"AL627309.1"
"17"	"P_TCONS_l2_00015642"	"AL627309.1"
"18"	"A_21_P0012528"	"AL627309.1"
"19"	"A_33_P3410892"	"AL627309.6"
"20"	"A_21_P0001084"	"AL627309.5"
"21"	"P_ENST00000616693"	"AL627309.5"
"22"	"A_33_P3304764"	"AL627309.5"
"23"	"A_21_P0001631"	"AL627309.5"
"24"	"A_21_P0000937"	"AL627309.4"
"25"	"A_21_P0000937"	"AL627309.5"
"26"	"A_21_P0006246"	"AL627309.5"
"27"	"P_TCONS_l2_00004868"	"AL627309.5"
"28"	"P_uc009vix.2"	"WASH9P"
"29"	"A_33_P3337259"	"WASH9P"
"30"	"A_33_P3365924"	"WASH9P"
"31"	"A_24_P153043"	"AP006222.1"
"32"	"A_24_P323628"	"AP006222.1"
"33"	"P_TCONS_l2_00000960"	"AP006222.1"
"34"	"P_TCONS_l2_00002380"	"AP006222.1"
"35"	"A_21_P0010750"	"AP006222.1"
"36"	"A_32_P230148"	"AP006222.2"
"37"	"A_32_P230148"	"AP006222.1"
"38"	"P_TCONS_00012841"	"AP006222.2"
"39"	"P_TCONS_00012841"	"AP006222.1"
"40"	"A_21_P0011630"	"AP006222.2"
"41"	"A_21_P0011630"	"AP006222.1"
"42"	"A_21_P0012054"	"AP006222.2"
"43"	"A_21_P0012054"	"AP006222.1"
"44"	"A_21_P0003759"	"AP006222.1"
"45"	"P_TCONS_l2_00003950"	"AP006222.1"
"46"	"P_ENST00000615123"	"AP006222.1"
"47"	"A_24_P323628"	"RPL23AP24"
"48"	"A_24_P323628"	"AP006222.1"
"49"	"P_TCONS_l2_00000960"	"AP006222.1"
"50"	"A_21_P0013051"	"AP006222.1"
"51"	"P_TCONS_00012841"	"AP006222.1"
"52"	"A_21_P0011630"	"AP006222.1"
"53"	"P_TCONS_l2_00014355"	"AP006222.1"
"54"	"P_ENST00000412666"	"AL732372.1"
"55"	"P_ENST00000412666"	"AP006222.1"
"56"	"A_21_P0004980"	"AL732372.1"
"57"	"A_21_P0004980"	"AL732372.2"
"58"	"P_TCONS_00000124"	"AL732372.1"
"59"	"P_TCONS_00000124"	"AL732372.2"
"60"	"P_TCONS_00000125"	"AL732372.2"
"61"	"A_21_P0010683"	"AL732372.2"
"62"	"A_33_P3268582"	"OR4F29"
"63"	"A_33_P3268582"	"AL732372.2"
"64"	"A_21_P0004087"	"AL732372.2"
"65"	"P_TCONS_l2_00015642"	"AL732372.2"
"66"	"P_ENST00000588418"	"AL732372.2"
"67"	"A_23_P355776"	"AL732372.2"
"68"	"A_33_P3282261"	"AL732372.3"
"69"	"A_33_P3282261"	"AL732372.2"
"70"	"A_33_P3410892"	"AL732372.3"
"71"	"A_33_P3410892"	"AL732372.2"
"72"	"P_ENST00000608420"	"AL732372.2"
"73"	"A_21_P0010674"	"AL732372.2"
"74"	"P_TCONS_l2_00001809"	"AL732372.2"
"75"	"P_ENST00000620399"	"AL732372.2"
"76"	"A_21_P0000937"	"AL732372.2"
"77"	"P_TCONS_l2_00022712"	"AL732372.2"
"78"	"A_21_P0014340"	"AC114498.1"
"79"	"A_21_P0014340"	"AL669831.3"
"80"	"P_TCONS_00000124"	"AL669831.3"
"81"	"P_TCONS_00000125"	"AL669831.3"
"82"	"A_21_P0010683"	"AL669831.3"
"83"	"A_23_P301925"	"MTCO1P12"
"84"	"A_23_P301925"	"AL669831.3"
"85"	"P_uc011mfi.2"	"MTCO2P12"
"86"	"P_uc011mfi.2"	"MTATP8P1"
"87"	"P_uc011mfi.2"	"AL669831.3"
"88"	"A_24_P350200"	"MTCO3P12"
"89"	"A_24_P350200"	"AL669831.3"
"90"	"A_33_P3268582"	"OR4F16"
"91"	"A_33_P3268582"	"AL669831.3"
"92"	"P_TCONS_00009572"	"AL669831.3"
"93"	"A_21_P0004087"	"AL669831.3"
"94"	"P_TCONS_l2_00015642"	"AL669831.3"
"95"	"A_32_P41375"	"AL669831.3"
"96"	"A_33_P3282261"	"AL669831.1"
"97"	"A_33_P3282261"	"AL669831.3"
"98"	"P_TCONS_l2_00002788"	"AL669831.1"
"99"	"P_TCONS_l2_00002788"	"AL669831.3"
"100"	"P_ENST00000621634"	"AL669831.1"
"101"	"P_ENST00000621634"	"AL669831.3"
"102"	"P_ENST00000608420"	"AL669831.1"
"103"	"P_ENST00000608420"	"AL669831.3"
"104"	"A_21_P0001084"	"AL669831.1"
"105"	"A_21_P0001084"	"AL669831.3"
"106"	"A_21_P0010674"	"AL669831.1"
"107"	"A_21_P0010674"	"AL669831.3"
"108"	"P_ENST00000617826"	"AL669831.1"
"109"	"P_ENST00000617826"	"AL669831.3"
"110"	"A_33_P3304764"	"AL669831.1"
"111"	"A_33_P3304764"	"AL669831.3"
"112"	"A_33_P3221055"	"AL669831.1"
"113"	"A_33_P3221055"	"AL669831.3"
"114"	"P_ENST00000613697"	"AL669831.1"
"115"	"P_ENST00000613697"	"AL669831.3"
"116"	"P_TCONS_l2_00022712"	"AL669831.1"
"117"	"P_TCONS_l2_00022712"	"AL669831.3"
"118"	"A_21_P0010794"	"AL669831.1"
"119"	"A_21_P0010794"	"AL669831.3"
"120"	"A_21_P0010590"	"AL669831.1"
"121"	"A_21_P0010590"	"AL669831.3"
"122"	"A_21_P0010684"	"AL669831.3"
"123"	"A_21_P0010684"	"LINC01409"
"124"	"P_TCONS_l2_00000003"	"AL669831.3"
"125"	"P_TCONS_l2_00000003"	"LINC01409"
"126"	"P_ENST00000609830"	"AL669831.3"
