""	"ID"	"symbol"
"1"	"104769_at"	"Lima1"
"2"	"104770_at"	""
"3"	"104771_at"	"Rac2"
"4"	"104772_at"	"Tmem200a"
"5"	"104773_at"	""
"6"	"104774_at"	""
"7"	"104775_at"	"Qser1"
"8"	"104776_at"	""
"9"	"104777_at"	""
"10"	"104778_at"	"Zswim5"
"11"	"104779_at"	"D2Bwg0886e"
"12"	"104780_at"	""
"13"	"104781_at"	"Zfhx2"
"14"	"104782_at"	"Prrc2c"
"15"	"104783_at"	"Mgat5"
"16"	"104784_at"	"Cnot1 /// Gm6158"
"17"	"104785_at"	""
"18"	"104786_at"	"Ocln"
"19"	"104787_at"	"Alg14"
"20"	"104788_at"	"Dhps"
"21"	"104789_at"	"Ddx23"
"22"	"104790_at"	"F11"
"23"	"104791_at"	""
"24"	"104792_at"	"Ddx60"
"25"	"104793_at"	""
"26"	"104794_at"	"Rfpl4b"
"27"	"104795_at"	"Tmem254a"
"28"	"104796_at"	"AI481877"
"29"	"104798_at"	"AU067648"
"30"	"104799_at"	""
"31"	"104800_at"	"Gnal"
"32"	"104801_at"	""
"33"	"104802_at"	"Sntg2"
"34"	"104803_at"	"Cryl1"
"35"	"104804_at"	"Homer1"
"36"	"104805_at"	"Srcin1"
"37"	"104806_at"	"Taok2"
"38"	"104807_at"	"Tinf2"
"39"	"104809_at"	"Mgam"
"40"	"104810_at"	""
"41"	"104811_at"	"Metrnl"
"42"	"104812_at"	"Zfp677"
"43"	"104813_at"	"Psat1"
"44"	"104814_at"	""
"45"	"104815_at"	"Ptprb"
"46"	"104816_at"	"2810474O19Rik"
"47"	"104817_at"	""
"48"	"104818_at"	""
"49"	"104819_at"	""
"50"	"104820_at"	"Pmepa1"
"51"	"104821_at"	"Clca3"
"52"	"104823_at"	"AW046200"
"53"	"104824_at"	"2210011C24Rik"
"54"	"104825_g_at"	"2210011C24Rik"
"55"	"104826_at"	"2210011C24Rik"
"56"	"104827_f_at"	"Fnip1"
"57"	"104828_r_at"	"Fnip1"
"58"	"104829_at"	""
"59"	"104830_at"	""
"60"	"104831_at"	"2610005L07Rik"
"61"	"104832_at"	""
"62"	"104833_at"	"Cdk5rap2 /// Srgap2"
"63"	"104834_at"	""
"64"	"104835_at"	"4932438A13Rik"
"65"	"104836_at"	""
"66"	"104837_at"	"Sft2d2"
"67"	"104838_at"	"Leng9"
"68"	"104839_at"	""
"69"	"104840_at"	"Igha /// LOC102641018 /// LOC102642235"
"70"	"104841_i_at"	"Gm4926"
"71"	"104842_f_at"	"Gm4926"
"72"	"104843_at"	"Bend4"
"73"	"104844_at"	""
"74"	"104845_at"	"Wdr26"
"75"	"104846_at"	"D2Ertd612e"
"76"	"104847_at"	"Braf"
"77"	"104848_at"	"Gata4"
"78"	"104849_at"	"Gm5420"
"79"	"104850_at"	""
"80"	"104851_at"	""
"81"	"104852_at"	""
"82"	"104853_at"	""
"83"	"104854_at"	""
"84"	"104855_at"	"AA684185"
"85"	"104856_at"	""
"86"	"104857_at"	"Tmem221"
"87"	"104858_at"	"Pld6"
"88"	"104859_at"	"Tln2"
"89"	"104860_at"	"Dtnb"
"90"	"104861_at"	"Lgr6"
"91"	"104862_at"	"Crnn"
"92"	"104863_at"	"Alyref"
"93"	"104864_at"	"Tnfsf8"
"94"	"104865_at"	"Cdadc1"
"95"	"104866_at"	"Zbtb21"
"96"	"104867_at"	"Alox12"
"97"	"104868_at"	""
"98"	"104869_at"	"Tmcc1"
"99"	"104870_at"	"A1bg"
"100"	"104871_at"	"Zfp945"
"101"	"104872_at"	""
"102"	"104873_at"	"D030074K08Rik"
"103"	"104874_at"	"6530403G13Rik"
"104"	"104875_at"	"Rccd1"
"105"	"104876_at"	"Cep170"
"106"	"104877_at"	"Gprasp1"
