""	"ID"	"symbol"
"1"	"67022_at"	""
"2"	"67024_at"	"CASD1"
"3"	"67026_at"	"NFASC"
"4"	"67028_at"	"MLL3"
"5"	"67030_at"	"SLC6A17"
"6"	"67032_at"	""
"7"	"67035_r_at"	""
"8"	"67038_at"	"CISD1"
"9"	"67040_at"	"ENPP6"
"10"	"67042_at"	"SLC32A1"
"11"	"67044_r_at"	""
"12"	"67046_at"	"THNSL2"
"13"	"67048_at"	""
"14"	"67049_at"	""
"15"	"67050_at"	"TOM1L1"
"16"	"67052_at"	"KIAA1522"
"17"	"67055_at"	""
"18"	"67058_at"	""
"19"	"67060_at"	"SLC2A8"
"20"	"67062_r_at"	"AP1S3"
"21"	"67064_at"	"LOC644753"
"22"	"67067_at"	""
"23"	"67069_at"	"LOC100132244"
"24"	"67071_at"	""
"25"	"67073_at"	""
"26"	"67075_at"	""
"27"	"67077_at"	""
"28"	"67078_at"	""
"29"	"67080_at"	"KANK4"
"30"	"67081_at"	""
"31"	"67082_at"	"LOC550631"
"32"	"67084_at"	""
"33"	"67086_at"	"TNNI3K"
"34"	"67089_at"	""
"35"	"67091_at"	""
"36"	"67093_at"	""
"37"	"67096_at"	""
"38"	"67097_at"	""
"39"	"67099_at"	"FLJ45983"
"40"	"67100_at"	"DLEU2"
"41"	"67103_at"	""
"42"	"67106_at"	""
"43"	"67108_f_at"	""
"44"	"67111_at"	"LOC100130964"
"45"	"67113_at"	""
"46"	"67115_at"	"OPRL1"
"47"	"67117_at"	""
"48"	"67118_at"	"MORN2"
"49"	"67121_r_at"	"TTC35"
"50"	"67123_at"	"AGPAT5"
"51"	"67125_at"	""
"52"	"67127_r_at"	""
"53"	"67130_at"	""
"54"	"67133_f_at"	""
"55"	"67135_at"	""
"56"	"67137_i_at"	""
"57"	"67139_r_at"	""
"58"	"67141_at"	""
"59"	"67143_r_at"	""
"60"	"67144_at"	""
"61"	"67146_i_at"	""
"62"	"67148_at"	"CYP4F8"
"63"	"67150_at"	"PRODH"
"64"	"67152_g_at"	"PRODH"
"65"	"67154_r_at"	""
"66"	"67156_at"	""
"67"	"67158_at"	""
"68"	"67160_at"	""
"69"	"67161_at"	"AP3S2 /// C15orf38"
"70"	"67163_at"	"GRPEL1"
"71"	"67165_at"	"TMEM132A"
"72"	"67167_at"	"RAD51L1"
"73"	"67169_at"	"ADCY1"
"74"	"67171_at"	"C8orf38"
"75"	"67173_at"	"DBNL"
"76"	"67175_at"	"YME1L1"
"77"	"67177_at"	"HNRNPM"
"78"	"67179_at"	""
"79"	"67181_at"	""
"80"	"67184_r_at"	""
"81"	"67186_at"	"MAP4"
"82"	"67188_r_at"	""
"83"	"67190_at"	""
"84"	"67191_at"	"EP300"
"85"	"67193_at"	""
"86"	"67195_at"	""
"87"	"67197_r_at"	"CLDN18"
"88"	"67200_at"	""
"89"	"67202_f_at"	"XPNPEP3"
"90"	"67204_at"	"BRSK1"
"91"	"67206_i_at"	""
"92"	"67208_at"	"CCDC11"
"93"	"67210_r_at"	""
"94"	"67213_at"	""
"95"	"67215_at"	""
"96"	"67216_r_at"	""
