""	"ID"	"symbol"
"1"	"A_51_P100021"	"Hivep3"
"2"	"A_51_P100034"	"Mif4gd"
"3"	"A_51_P100052"	"Slitrk2"
"4"	"A_51_P100063"	"Lnx1"
"5"	"A_51_P100084"	""
"6"	"A_51_P100099"	"2610002J23Rik"
"7"	"A_51_P100155"	"Rpf1"
"8"	"A_51_P100174"	"Mns1"
"9"	"A_51_P100181"	"Med14"
"10"	"A_51_P100218"	"Vmn1r234"
"11"	"A_51_P100227"	"Ipo5"
"12"	"A_51_P100238"	"Olfr323"
"13"	"A_51_P100246"	"Ube2m"
"14"	"A_51_P100289"	"Srf"
"15"	"A_51_P100298"	"Stx3"
"16"	"A_51_P100309"	"Oprm1"
"17"	"A_51_P100327"	"Tap1"
"18"	"A_51_P100347"	"Zfp407"
"19"	"A_51_P100379"	"Zfp947"
"20"	"A_51_P100428"	""
"21"	"A_51_P100470"	"D19Ertd386e"
"22"	"A_51_P100505"	""
"23"	"A_51_P100519"	""
"24"	"A_51_P100527"	"Vmn2r26"
"25"	"A_51_P100537"	"Prss58"
"26"	"A_51_P100565"	"Map3k3"
"27"	"A_51_P100573"	"Map3k3"
"28"	"A_51_P100624"	"Krtap9-3"
"29"	"A_51_P100625"	"Apon"
"30"	"A_51_P100768"	""
"31"	"A_51_P100776"	"Zfp169"
"32"	"A_51_P100787"	"Snw1"
"33"	"A_51_P100828"	"Prdx3"
"34"	"A_51_P100852"	"Fam26f"
"35"	"A_51_P100856"	"Fn1"
"36"	"A_51_P100866"	"Atp5j"
"37"	"A_51_P100991"	"Gucy2c"
"38"	"A_51_P100997"	"Serpinb3c"
"39"	"A_51_P101004"	"Serpinb3c"
"40"	"A_51_P101006"	"Ak8"
"41"	"A_51_P101022"	"Olfr640"
"42"	"A_51_P101034"	""
"43"	"A_51_P101065"	"Htr7"
"44"	"A_51_P101075"	"1810031K17Rik"
"45"	"A_51_P101086"	"Zfp397"
"46"	"A_51_P101137"	"Samd14"
"47"	"A_51_P101146"	"Serpinb2"
"48"	"A_51_P101170"	""
"49"	"A_51_P101196"	"Psme1"
"50"	"A_51_P101228"	"Gmeb2"
"51"	"A_51_P101255"	"Coasy"
"52"	"A_51_P101283"	""
"53"	"A_51_P101317"	"Prmt3"
"54"	"A_51_P101347"	"Pls1"
"55"	"A_51_P101375"	"St6gal1"
"56"	"A_51_P101388"	"Slit1"
