""	"ID"	"symbol"
"1"	17610335	"Vom2r3"
"2"	17610342	"Vom2r5"
"3"	17610349	"Vom2r6"
"4"	17610410	"Lats1"
"5"	17610419	"Katna1"
"6"	17610432	"Ppil4"
"7"	17610448	"Zc3h12d"
"8"	17610464	"Shprh"
"9"	17610505	"Epm2a"
"10"	17610523	"Sf3b5"
"11"	17610541	"Fuca2"
"12"	17610551	"Adat2"
"13"	17610582	"Cited2"
"14"	17610586	"Txlnb"
"15"	17610597	"LOC365050"
"16"	17610647	"Perp"
"17"	17610655	"Olig3"
"18"	17610659	"Ifngr1"
"19"	17610669	"Il22ra2"
"20"	17610677	"Il20ra"
"21"	17610790	"Bclaf1"
"22"	17610865	"RGD1560695"
"23"	17610868	"Lama2"
"24"	17610961	"Tmem200a"
"25"	17610971	"Smlr1"
"26"	17610974	"Akap7"
"27"	17610985	"Arg1"
"28"	17610996	"Enpp3"
"29"	17611024	"Enpp1"
"30"	17611050	"Taar9"
"31"	17611052	"Taar8c"
"32"	17611054	"Taar8b"
"33"	17611056	"Taar7a"
"34"	17611060	"Taar6"
"35"	17611062	"Rps12"
"36"	17611079	"Eya4"
"37"	17611107	"Tcf21"
"38"	17611150	"Rnf217"
"39"	17611159	"Tpd52l1"
"40"	17611170	"Hey2"
"41"	17611200	"Hint3"
"42"	17611225	"Cenpw"
"43"	17611232	"Rspo3"
"44"	17611246	"Rnf146"
"45"	17611255	"RGD1311933"
"46"	17611268	"Lrrc14b"
"47"	17611290	"Pdcd6"
"48"	17611299	"Ahrr"
"49"	17611311	"Exoc3"
"50"	17611325	"Cep72"
"51"	17611337	"Trip13"
"52"	17611354	"Nkd2"
"53"	17611414	"Ppp1r14c"
"54"	17611421	"Iyd"
"55"	17611428	"Plekhg1"
"56"	17611443	"Mthfd1l"
"57"	17611493	"RGD1305235"
"58"	17611503	"Ccdc170"
"59"	17611535	"Myct1"
"60"	17611540	"Vip"
"61"	17611629	"Cldn20"
"62"	17611650	"Zdhhc14"
"63"	17611686	"Gtf2h5"
"64"	17611806	"RGD1562948"
"65"	17611835	"Mrpl18"
"66"	17611842	"Pnldc1"
"67"	17611864	"Mas1"
"68"	17611871	"Igf2r"
"69"	17611922	"Slc22a1"
"70"	17611941	"Slc22a3"
"71"	17612006	"Rnaset2"
"72"	17612028	"Rps6ka2"
"73"	17612084	"LOC100362047"
"74"	17612148	"Vom2r7"
"75"	17612157	"Vom2r8"
"76"	17612164	"Vom2r9"
"77"	17612272	"LOC100125364"
"78"	17612316	"Tbp"
"79"	17612331	"Chd1"
"80"	17612355	"Riok2"
"81"	17612379	"Mir99b"
"82"	17612381	"Mir3596c"
"83"	17612383	"Mir125a"
"84"	17612397	"Fpr2"
"85"	17612404	"Fpr-rs4"
"86"	17612406	"Vom2r10"
