""	"probe_id"	"symbol"
"1"	"mmu_22522_PI428960544"	"4933401J01Rik"
"2"	"mmu_3734_PI428960544"	"Xkr4"
"3"	"A_55_P2006832"	"Xkr4"
"4"	"mmu_10086_PI428960544"	"Xkr4"
"5"	"mmu_27991_PI428960544"	"Gm37180"
"6"	"mmu_27991_PI428960544"	"Xkr4"
"7"	"mmu_2895_PI428960544"	"Gm37363"
"8"	"mmu_2895_PI428960544"	"Xkr4"
"9"	"mmu_2725_PI428960544"	"Xkr4"
"10"	"mmu_20200_PI428960544"	"Gm37686"
"11"	"mmu_20200_PI428960544"	"Xkr4"
"12"	"mmu_22607_PI428960544"	"Gm37329"
"13"	"mmu_22607_PI428960544"	"Gm1992"
"14"	"mmu_22607_PI428960544"	"Xkr4"
"15"	"A_55_P2041137"	"Gm37329"
"16"	"A_55_P2041137"	"Gm1992"
"17"	"A_55_P2041137"	"Xkr4"
"18"	"A_55_P2148056"	"Gm7341"
"19"	"A_55_P2148056"	"Xkr4"
"20"	"mmu_19830_PI428960544"	"Gm38148"
"21"	"mmu_19830_PI428960544"	"Xkr4"
"22"	"mmu_34954_PI428960544"	"Gm19938"
"23"	"mmu_34954_PI428960544"	"Xkr4"
"24"	"mmu_8373_PI428990136"	"Gm10568"
"25"	"A_55_P1968315"	"Gm10568"
"26"	"mmu_13126_PI428960544"	"Gm38385"
"27"	"mmu_10821_PI428960544"	"Gm37381"
"28"	"A_55_P1979549"	"Rp1"
"29"	"A_55_P2172899"	"Rp1"
"30"	"A_55_P2094706"	"Sox17"
"31"	"A_55_P2157023"	"Sox17"
"32"	"mmu_23184_PI428960544"	"Gm37587"
"33"	"A_55_P2129330"	"Gm7357"
"34"	"mmu_24513_PI428960544"	"Gm37323"
"35"	"A_55_P2091022"	"Gm6119"
"36"	"mmu_34267_PI428960544"	"Mrpl15"
"37"	"A_55_P2179020"	"Mrpl15"
"38"	"A_65_P15215"	"Mrpl15"
"39"	"mmu_4589_PI428960544"	"Gm37144"
"40"	"mmu_4589_PI428960544"	"Mrpl15"
"41"	"A_52_P38157"	"Lypla1"
"42"	"A_52_P38157"	"Gm37988"
"43"	"A_52_P8227"	"Lypla1"
"44"	"A_52_P8227"	"Gm37988"
"45"	"mmu_25223_PI428960544"	"Gm37988"
"46"	"A_55_P1992421"	"Tcea1"
"47"	"A_55_P1992421"	"Gm37988"
"48"	"mmu_15421_PI428960544"	"Tcea1"
"49"	"A_52_P417654"	"Tcea1"
"50"	"A_30_P01033563"	"Gm37277"
"51"	"mmu_25793_PI428960544"	"Gm37277"
"52"	"A_55_P2102155"	"Rgs20"
"53"	"A_55_P2037023"	"Rgs20"
"54"	"mmu_5188_PI428960544"	"Gm37079"
"55"	"mmu_5188_PI428960544"	"Rgs20"
"56"	"mmu_20087_PI428960544"	"Gm16041"
"57"	"mmu_20087_PI428960544"	"Rgs20"
"58"	"A_55_P2102151"	"Rgs20"
"59"	"A_52_P112888"	"Atp6v1h"
"60"	"A_55_P2264231"	"Atp6v1h"
"61"	"mmu_18269_PI428960544"	"Atp6v1h"
"62"	"mmu_19392_PI428960544"	"Gm37567"
"63"	"mmu_26786_PI428960544"	"Gm38264"
"64"	"A_51_P377528"	"Oprk1"
"65"	"A_55_P2064731"	"Npbwr1"
"66"	"A_30_P01025927"	"4732440D04Rik"
"67"	"A_30_P01025927"	"Rb1cc1"
"68"	"A_55_P2168791"	"4732440D04Rik"
"69"	"A_55_P2168791"	"Rb1cc1"
"70"	"A_30_P01025734"	"4732440D04Rik"
"71"	"A_30_P01025734"	"Rb1cc1"
"72"	"mmu_6443_PI428990136"	"4732440D04Rik"
"73"	"mmu_6443_PI428990136"	"Rb1cc1"
"74"	"A_30_P01033460"	"4732440D04Rik"
"75"	"A_30_P01033460"	"Rb1cc1"
"76"	"A_55_P2117784"	"4732440D04Rik"
"77"	"A_55_P2117784"	"Rb1cc1"
"78"	"A_66_P119418"	"Rb1cc1"
"79"	"mmu_11207_PI428960544"	"Rb1cc1"
"80"	"A_52_P542172"	"Rb1cc1"
"81"	"mmu_29965_PI428960544"	"Rb1cc1"
"82"	"A_55_P1967320"	"Gm2147"
"83"	"A_55_P1967320"	"Alkal1"
"84"	"A_55_P1958314"	"Alkal1"
"85"	"mmu_31879_PI428960544"	"Alkal1"
"86"	"A_52_P151240"	"Alkal1"
"87"	"mmu_6047_PI428960544"	"Alkal1"
"88"	"mmu_2241_PI428994341"	"St18"
"89"	"mmu_5643_PI428960544"	"St18"
"90"	"mmu_2231_PI428994341"	"St18"
"91"	"mmu_17083_PI428960544"	"St18"
"92"	"mmu_9365_PI428960544"	"St18"
"93"	"A_52_P610965"	"St18"
"94"	"mmu_35825_PI428960544"	"St18"
"95"	"mmu_6792_PI428960544"	"Gm42492"
"96"	"A_55_P1987514"	"Gm37108"
"97"	"mmu_3517_PI428960544"	"Pcmtd1"
"98"	"mmu_2187_PI428960544"	"Pcmtd1"
"99"	"mmu_2515_PI428960544"	"Gm38372"
"100"	"mmu_2515_PI428960544"	"Pcmtd1"
"101"	"A_55_P1980511"	"Pcmtd1"
"102"	"A_55_P2072000"	"Pcmtd1"
"103"	"mmu_29998_PI428960544"	"Pcmtd1"
"104"	"A_55_P2031100"	"Gm9826"
"105"	"A_52_P176160"	"Gm9826"
"106"	"mmu_33104_PI428960544"	"Gm26901"
"107"	"mmu_12839_PI428960544"	"Gm26901"
"108"	"mmu_14916_PI428960544"	"Gm26901"
"109"	"mmu_5416_PI428960544"	"Gm26901"
"110"	"mmu_9069_PI428960544"	"Gm26901"
"111"	"mmu_31880_PI428960544"	"Gm26901"
"112"	"A_66_P134457"	"Sntg1"
"113"	"A_55_P1969416"	"Sntg1"
"114"	"mmu_20370_PI428960544"	"Gm38024"
"115"	"mmu_20370_PI428960544"	"Sntg1"
"116"	"A_52_P141488"	"Sntg1"
"117"	"mmu_14088_PI428960544"	"Sntg1"
