""	"ID"	"symbol"
"1"	2360044	"PLAC3"
"2"	3940446	"COG4"
"3"	6420736	"PLEC1"
"4"	2630279	"PTPRD"
"5"	3120162	"HS6ST2"
"6"	6900279	"CPT1B"
"7"	1980670	"B4GALT2"
"8"	670603	"SLC22A17"
"9"	4920152	"SMAP-1"
"10"	1240333	"S100A4"
"11"	6510707	"TNFRSF19"
"12"	2120377	"KCNAB1"
"13"	5570131	"OTOF"
"14"	4120338	"SLC19A1"
"15"	2190593	"OTX3"
"16"	1770215	"NCKIPSD"
"17"	780706	"AP2A1"
"18"	2100458	"SLC22A1"
"19"	2680121	"SOX30"
"20"	1240112	"KRT18"
"21"	2450138	"PDZK3"
"22"	540403	"GDNF"
"23"	1660184	"KIR2DS4"
"24"	2850333	"FLJ23471"
"25"	5290520	"ACCN2"
"26"	6400538	"CTH"
"27"	5720575	"RAD51C"
"28"	5270184	"USP2"
"29"	5570008	"TJP1"
"30"	2340154	"IL1RAP"
"31"	2630072	"ACCN4"
"32"	7050600	"SIAT6"
"33"	1940059	"HPCAL1"
"34"	6650102	"TNFRSF8"
"35"	5080162	"ANK2"
"36"	1570102	"APAF1"
"37"	2340025	"MYH11"
"38"	6660022	"ATF4"
"39"	4200390	"ALDOA"
"40"	630358	"PDCD10"
"41"	5050070	"KCNJ14"
"42"	4210463	"LIMK2"
"43"	3440368	"SLA2"
"44"	3840364	"DSIPI"
"45"	6290338	"GGT1"
"46"	2650403	"ADARB1"
"47"	2100184	"TNRC6"
"48"	6370113	"THADA"
"49"	1570520	"TPO"
"50"	2940438	"TYROBP"
"51"	4760452	"SMURF1"
"52"	4730128	"HOXA9"
"53"	3120204	"RPL36"
"54"	6760037	"KCNC4"
"55"	5130390	"KCNJ1"
"56"	1190433	"MAP1B"
"57"	2030537	"PKM2"
"58"	4540131	"SPINT1"
"59"	6370397	"ACE"
"60"	780576	"AK2"
"61"	2510484	"ACCN1"
"62"	2190672	"FBXO26"
"63"	2690070	"PPFIA1"
"64"	3710672	"RPLP0"
"65"	2570092	"PCDHGB7"
"66"	5340136	"PCDHGB2"
"67"	6650373	"FLJ20297"
"68"	780292	"FCN3"
"69"	6520364	"C1orf24"
"70"	2060079	"CCL25"
"71"	770687	"F11R"
"72"	670619	"LTC4S"
"73"	2850397	"PKD1-like"
"74"	5270333	"PTGS1"
"75"	2470025	"AKAP12"
"76"	3360064	"FBXO18"
"77"	4480524	"HOXC6"
"78"	2940070	"RPL34"
"79"	3520086	"MAPK8"
"80"	5690671	"FBXW5"
"81"	6510039	"SORBS1"
"82"	520465	"ANKFY1"
"83"	2850739	"MAPK1"
"84"	430673	"PCDHGB5"
"85"	6110603	"TSGA10"
"86"	6350725	"TA-NFKBH"
"87"	3120041	"SPPL2B"
"88"	610706	"NRAP"
"89"	6620603	"SOC"
"90"	70050	"NPR2"
"91"	7100040	"CSH2"
"92"	6110014	"KIS"
"93"	6370402	"ZNF42"
"94"	4480592	"P2RX4"
"95"	1570086	"HEMGN"
"96"	2190286	"FDXR"
"97"	4590605	"CDCP1"
"98"	4780066	"CSF2RA"
"99"	4230128	"PAX3"
"100"	3520605	"FXYD3"
"101"	4610504	"MCL1"
"102"	2970465	"ANXA11"
"103"	4780156	"PTBP1"
"104"	2970142	"ARPP-21"
"105"	1170136	"ARID4B"
"106"	60139	"RNF36"
"107"	2350575	"KDELR3"
"108"	3850129	"ATP2A2"
"109"	6100338	"CDH23"
"110"	3990717	"CTBP2"
"111"	3940292	"CRA"
"112"	3710040	"CD8B1"
"113"	5130500	"ACE"
"114"	6900450	"YWHAB"
"115"	2510563	"KCNG1"
"116"	5890541	"CKLFSF3"
"117"	780301	"SMTN"
"118"	2510435	"CISH"
"119"	2060170	"GOLGIN-67"
"120"	630041	"PRDM2"
"121"	2030687	"DUSP4"
"122"	5220358	"FBXO11"
"123"	1570348	"DLGAP4"
"124"	1230193	"IL1F10"
"125"	1230035	"PPM1A"
"126"	6400541	"RGN"
"127"	610035	"HEPH"
"128"	2510133	"ZFYVE1"
"129"	6650059	"ICAM4"
"130"	730497	"KCNJ4"
"131"	3060707	"apoptosis related protein 3"
"132"	7040601	"SHOX2"
"133"	2260086	"IL24"
"134"	730048	"ID1"
"135"	6450128	"SNX6"
"136"	6350136	"C21orf107"
