""	"probe_id"	"symbol"
"30426"	"A01157cds_s_at"	"Lipf"
"30427"	"A03913cds_s_at"	"Serpine2"
"30428"	"A07543cds_s_at"	"Smr3b"
"30429"	"A09811cds_s_at"	"Igfbp2"
"30430"	"A16585cds_s_at"	"Rln1"
"30431"	"A17753cds_s_at"	"Drd3"
"30432"	"A30543cds_s_at"	"Cd44"
"30433"	"A44407cds_at"	"Ephb3"
"30434"	"AA108277_at"	"Hsph1"
"30435"	"AA108308_i_at"	"Mdm2"
"30436"	"AA108308_s_at"	"Mdm2"
"30437"	"AA684537_at"	"Ndufb5"
"30438"	"AA684929_f_at"	"Ndufa4l2"
"30439"	"AA684960_f_at"	"Ndufa4l2"
"30440"	"AA684963_at"	"Fkbp2"
"30441"	"AA685112_at"	"Ndufs8"
"30442"	"AA685152_r_at"	"Nedd8"
"30443"	"AA685376_f_at"	"Ndufa4l2"
"30444"	"AA685876_at"	"Cyb5r1"
"30445"	"AA685903_at"	"Hsp90b1"
"30446"	"AA686031_at"	"Ndufs1"
"30447"	"AA686579_at"	"Sumo1"
"30448"	"AA686743_at"	"Eif2ak1"
"30449"	"AA686870_f_at"	"Ndufa4l2"
"30450"	"AA686870_i_at"	"Ndufa4l2"
"30451"	"AA799276_at"	"Atp2a2"
"30452"	"AA799336_at"	"Ndufab1"
"30453"	"AA799389_at"	"Rab3b"
"30454"	"AA799389_g_at"	"Rab3b"
"30455"	"AA801441_at"	"Pafah1b1"
"30456"	"AA848218_at"	"Top1"
"30457"	"AA848268_at"	"Dnaja4"
"30458"	"AA848421_at"	"Ung"
"30459"	"AA848546_at"	"Pdcd10"
"30460"	"AA850219_at"	"Anxa3"
"30461"	"AA859934_at"	"Dnajb14"
"30462"	"AA875509_at"	"Mdm2"
"30463"	"AA933181_at"	"Cadm1"
"30464"	"AA956437_at"	"Pex1"
"30465"	"AB000098_at"	"Ndufv3"
"30466"	"AB000098_g_at"	"Ndufv3"
"30467"	"AB000113_at"	"Slc7a3"
"30468"	"AB000199_at"	"Hsd3b7"
"30469"	"AB000216_at"	"Abtb2"
"30470"	"AB000217mRNA_at"	"Gata3"
"30471"	"AB000280_at"	"Slc15a4"
"30472"	"AB000362_at"	"Cirbp"
"30473"	"AB000491_at"	"Psmc5"
"30474"	"AB000507_at"	"Aqp7"
"30475"	"AB000517_s_at"	"Cds1"
"30476"	"AB000717exons#1-8_s_at"	"Mat2a"
"30477"	"AB000776_at"	"Sema6b"
"30478"	"AB000778_s_at"	"Pld1"
"30479"	"AB000928_at"	"Zp1"
"30480"	"AB000929_at"	"Zp2"
"30481"	"AB001347_s_at"	"Sptbn2"
"30482"	"AB001349_at"	"Star"
"30483"	"AB001452_at"	"Shc2"
"30484"	"AB001453_at"	"Shc3"
"30485"	"AB001576_s_at"	"Nrg2"
"30486"	"AB001982_at"	"Ghsr"
