""	"probe_id"	"symbol"
"639932"	"A_23_P100001"	"FAM174B"
"639933"	"A_23_P100022"	"SV2B"
"639934"	"A_23_P100056"	"RBPMS2"
"639935"	"A_23_P100074"	"AVEN"
"639936"	"A_23_P100127"	"KNL1"
"639937"	"A_23_P100141"	"UNKL"
"639938"	"A_23_P100189"	"PRM1"
"639939"	"A_23_P100196"	"USP10"
"639940"	"A_23_P100203"	"HSBP1"
"639941"	"A_23_P100220"	"ESRP2"
"639942"	"A_23_P100240"	"CDH16"
"639943"	"A_23_P10025"	"NELL2"
"639944"	"A_23_P100292"	"ZNF598"
"639945"	"A_23_P100315"	"DECR2"
"639946"	"A_23_P100326"	"NPRL3"
"639947"	"A_23_P100344"	"ORC6"
"639948"	"A_23_P100355"	"PPP4C"
"639949"	"A_23_P100386"	"IL34"
"639950"	"A_23_P100392"	"ELOB"
"639951"	"A_23_P100420"	"ZCCHC14"
"639952"	"A_23_P100441"	"FAM192A"
"639953"	"A_23_P100455"	"MTHFSD"
"639954"	"A_23_P100486"	"VKORC1"
"639955"	"A_23_P100499"	"ROGDI"
"639956"	"A_23_P100501"	"HMOX2"
"639957"	"A_23_P100517"	"TMEM170A"
"639958"	"A_23_P100539"	"ABCC6"
"639959"	"A_23_P100583"	"LPO"
"639960"	"A_23_P100602"	"TBCD"
"639961"	"A_23_P10062"	"MGAT4C"
"639962"	"A_23_P100632"	"JPT1"
"639963"	"A_23_P100642"	"PNMT"
"639964"	"A_23_P100654"	"ZBTB4"
"639965"	"A_23_P100660"	"SERPINF1"
"639966"	"A_23_P100676"	"SMG6"
"639967"	"A_23_P100704"	"MAPK7"
"639968"	"A_23_P100711"	"PMP22"
"639969"	"A_23_P100730"	"SKAP1"
"639970"	"A_23_P100764"	"SLC25A39"
"639971"	"A_23_P10077"	"PNPLA2"
"639972"	"A_23_P100795"	"STAT3"
"639973"	"A_23_P10081"	"ARL13B"
"639974"	"A_23_P100868"	"MYO19"
"639975"	"A_23_P100883"	"SUZ12"
"639976"	"A_23_P100912"	"GIT1"
"639977"	"A_23_P100963"	"SPNS3"
"639978"	"A_23_P100991"	"KRT38"
"639979"	"A_23_P101013"	"TMC6"
"639980"	"A_23_P101038"	"KRTAP9-3"
"639981"	"A_23_P101048"	"KRTAP3-2"
"639982"	"A_23_P101054"	"KRT34"
"639983"	"A_23_P101073"	"OR1E1"
"639984"	"A_23_P101084"	"SPATA22"
"639985"	"A_23_P101093"	"COPZ2"
"639986"	"A_23_P101111"	"CTDP1"
"639987"	"A_23_P101131"	"GRP"
"639988"	"A_23_P101185"	"NARS"
"639989"	"A_23_P101208"	"CYB5A"
"639990"	"A_23_P10121"	"SFRP1"
"639991"	"A_23_P101237"	"C18orf21"
"639992"	"A_23_P101246"	"VSIG10L"
"639993"	"A_23_P101281"	"ZNF587"
"639994"	"A_23_P101297"	"EML2"
"639995"	"A_23_P101319"	"ZNF285"
"639996"	"A_23_P101332"	"KRI1"
"639997"	"A_23_P101342"	"ATG4D"
"639998"	"A_23_P10135"	"NKIRAS2"
"639999"	"A_23_P101351"	"ZNF426"
"640000"	"A_23_P101374"	"CYP2S1"
"640001"	"A_23_P101380"	"B3GNT8"
"640002"	"A_23_P101392"	"TMEM38A"
"640003"	"A_23_P1014"	"LINC00467"
"640004"	"A_23_P101407"	"C3"
"640005"	"A_23_P101434"	"NLRP12"
"640006"	"A_23_P101461"	"CCDC130"
"640007"	"A_23_P101476"	"ZNF442"
"640008"	"A_23_P101480"	"MAST1"
"640009"	"A_23_P101505"	"KLK11"
"640010"	"A_23_P101516"	"KCNC3"
"640011"	"A_23_P101521"	"IZUMO2"
"640012"	"A_23_P101532"	"RPS11"
"640013"	"A_23_P101551"	"BCAT2"
"640014"	"A_23_P10156"	"CHMP6"
"640015"	"A_23_P101564"	"FGF21"
"640016"	"A_23_P101615"	"ZNF565"
"640017"	"A_23_P101623"	"ZNF667"
"640018"	"A_23_P101642"	"PTPRH"
"640019"	"A_23_P101655"	"ACTN4"
"640020"	"A_23_P101671"	"ATCAY"
"640021"	"A_23_P101683"	"CLC"
"640022"	"A_23_P101699"	"HDGFL2"
"640023"	"A_23_P101707"	"PLIN3"
"640024"	"A_23_P10172"	"PRSS50"
"640025"	"A_23_P101737"	"DOT1L"
"640026"	"A_23_P101742"	"MRPL54"
"640027"	"A_23_P101774"	"SLC5A5"
"640028"	"A_23_P101796"	"SYDE1"
"640029"	"A_23_P101811"	"ZNF14"
"640030"	"A_23_P10182"	"ACOX2"
"640031"	"A_23_P101829"	"LPAR2"
"640032"	"A_23_P101871"	"FBXO17"
"640033"	"A_23_P101905"	"APC2"
"640034"	"A_23_P10194"	"SEZ6L2"
"640035"	"A_23_P101950"	"MDH1"
"640036"	"A_23_P101960"	"ZFP36L2"
"640037"	"A_23_P101972"	"CAPN13"
"640038"	"A_23_P101992"	"MARCO"
"640039"	"A_23_P102000"	"CXCR4"
"640040"	"A_23_P102017"	"ERMN"
"640041"	"A_23_P102037"	"COQ10B"
"640042"	"A_23_P102058"	"MATN3"
"640043"	"A_23_P10206"	"HAS2"
"640044"	"A_23_P102060"	"SSFA2"
"640045"	"A_23_P102083"	"BOLL"
"640046"	"A_23_P102109"	"TUBA4A"
"640047"	"A_23_P102117"	"WNT10A"
"640048"	"A_23_P102122"	"ARPC2"
"640049"	"A_23_P102172"	"CPO"
"640050"	"A_23_P102202"	"MSH6"
"640051"	"A_23_P102235"	"SNRPG"
"640052"	"A_23_P102242"	"MARCH7"
"640053"	"A_23_P102258"	"MRPL53"
"640054"	"A_23_P102262"	"MRPL19"
"640055"	"A_23_P102286"	"LHCGR"
"640056"	"A_23_P10232"	"BANK1"
"640057"	"A_23_P102320"	"NUP35"
"640058"	"A_23_P102351"	"CHST10"
"640059"	"A_23_P102364"	"NGEF"
"640060"	"A_23_P102391"	"SLC40A1"
"640061"	"A_23_P102404"	"CCT7"
"640062"	"A_23_P102412"	"PLEKHA3"
"640063"	"A_23_P102420"	"CCT4"
"640064"	"A_23_P102462"	"FBLN7"
"640065"	"A_23_P102471"	"MSH2"
"640066"	"A_23_P102508"	"SLC5A6"
"640067"	"A_23_P102517"	"PDE6D"
"640068"	"A_23_P102542"	"AFTPH"
"640069"	"A_23_P102571"	"SLC2A4RG"
"640070"	"A_23_P102582"	"RAB5IF"
"640071"	"A_23_P102607"	"CHD6"
"640072"	"A_23_P102611"	"WISP2"
"640073"	"A_23_P102634"	"WFDC6"
"640074"	"A_23_P102694"	"DEFB129"
"640075"	"A_23_P102706"	"SNPH"
"640076"	"A_23_P102731"	"SMOX"
"640077"	"A_23_P102770"	"NAA20"
"640078"	"A_23_P102832"	"CEP250"
"640079"	"A_23_P102842"	"NFS1"
"640080"	"A_23_P102864"	"TMPRSS15"
"640081"	"A_23_P102876"	"CCT8"
"640082"	"A_23_P102890"	"MRPS6"
"640083"	"A_23_P1029"	"MFAP2"
"640084"	"A_23_P10291"	"CTSE"
"640085"	"A_23_P102919"	"B3GALT5"
"640086"	"A_23_P102925"	"PWP2"
"640087"	"A_23_P102937"	"SUMO3"
"640088"	"A_23_P102950"	"RSPH1"
"640089"	"A_23_P102965"	"BCL2L13"
"640090"	"A_23_P102988"	"TXNRD2"
"640091"	"A_23_P103011"	"RAB36"
"640092"	"A_23_P103034"	"CRYBA4"
"640093"	"A_23_P10305"	"CTPS2"
"640094"	"A_23_P103070"	"YWHAH"
"640095"	"A_23_P103099"	"RBFOX2"
"640096"	"A_23_P103104"	"MFNG"
"640097"	"A_23_P103110"	"MAFF"
"640098"	"A_23_P103131"	"MIEF1"
"640099"	"A_23_P103149"	"ACO2"
"640100"	"A_23_P103201"	"PNRC2"
"640101"	"A_23_P103226"	"FAAH"
"640102"	"A_23_P103256"	"CFHR3"
"640103"	"A_23_P103276"	"KTI12"
"640104"	"A_23_P103282"	"TMEM59"
"640105"	"A_23_P103310"	"S100A7"
"640106"	"A_23_P103328"	"PTGER3"
"640107"	"A_23_P103349"	"OCLM"
"640108"	"A_23_P103361"	"LCK"
"640109"	"A_23_P103371"	"AZIN2"
"640110"	"A_23_P103398"	"PSEN2"
"640111"	"A_23_P103414"	"YTHDF2"
"640112"	"A_23_P103424"	"RGS8"
"640113"	"A_23_P103433"	"OSCP1"
"640114"	"A_23_P103442"	"MEAF6"
"640115"	"A_23_P103465"	"PLA2G5"
"640116"	"A_23_P103476"	"UBIAD1"
"640117"	"A_23_P103486"	"CYP2J2"
"640118"	"A_23_P103503"	"MDM4"
"640119"	"A_23_P103511"	"C1orf226"
"640120"	"A_23_P103532"	"GPR161"
"640121"	"A_23_P103588"	"HMGCS2"
"640122"	"A_23_P103601"	"MAN1C1"
"640123"	"A_23_P103617"	"ANXA9"
"640124"	"A_23_P103628"	"HEATR1"
"640125"	"A_23_P103631"	"EBNA1BP2"
"640126"	"A_23_P103661"	"YY1AP1"
"640127"	"A_23_P103672"	"NES"
"640128"	"A_23_P103690"	"FAM189B"
"640129"	"A_23_P103703"	"HSPB7"
"640130"	"A_23_P103720"	"AGMAT"
"640131"	"A_23_P10374"	"R3HDM2"
"640132"	"A_23_P103756"	"OVGP1"
"640133"	"A_23_P103765"	"FCER1A"
"640134"	"A_23_P103775"	"LRRC8C"
"640135"	"A_23_P103803"	"FCRL3"
"640136"	"A_23_P103812"	"BRINP3"
"640137"	"A_23_P103837"	"UBAP2L"
"640138"	"A_23_P10385"	"DTL"
