""	"ID"	"symbol"
"1"	"GE_BrightCorner"	""
"2"	"DarkCorner"	""
"3"	"A_23_P341503"	"entg|C3orf35"
"4"	"A_23_P64525"	"entg|RAG2"
"5"	"A_23_P136573"	"entg|ST3GAL5"
"6"	"A_21_P0007927"	"entg|USP12-AS2"
"7"	"A_23_P16139"	"entg|CHERP"
"8"	"A_23_P166663"	"entg|APPL1"
"9"	"A_33_P3348313"	"entg|ELP6"
"10"	"A_33_P3273906"	"entg|OR10G4"
"11"	"OEV5_44856"	"entg|FHAD1"
"12"	"OEV5_41197"	"entg|INPP4B"
"13"	"OEV5_46727"	"entg|PTPRG"
"14"	"A_23_P317667"	"entg|ICOSLG"
"15"	"OEV5_00929"	""
"16"	"OEV5_42266"	""
"17"	"OEV5_49245"	""
"18"	"OEV5_63475"	""
"19"	"OEV5_00296"	""
"20"	"OEV5_25359"	""
"21"	"A_23_P200310"	"entg|DEPDC1"
"22"	"A_23_P124224"	"entg|DHX8"
"23"	"A_33_P3245278"	"entg|PTPRG"
"24"	"A_24_P225679"	"entg|IRS1"
"25"	"A_33_P3392952"	"entg|FOXK2"
"26"	"A_23_P369090"	"entg|DUSP15"
"27"	"OEV5_17194"	""
"28"	"A_33_P3295917"	"entg|IL7"
"29"	"OEV5_02043"	""
"30"	"A_23_P105028"	"entg|ATL3"
"31"	"OEV5_01157"	""
"32"	"A_33_P3305571"	"entg|TNFRSF6B"
"33"	"OEV5_67244"	""
"34"	"A_23_P20823"	"entg|WDR34"
"35"	"A_21_P0013944"	""
"36"	"A_23_P54758"	"entg|GDE1"
"37"	"A_33_P3275653"	"entg|GRM5"
"38"	"OEV5_00117"	""
"39"	"OEV5_38175"	"entg|DAP"
"40"	"OEV5_28602"	"entg|APBB2"
"41"	"A_23_P50291"	"entg|RDH8"
"42"	"OEV5_00601"	""
"43"	"A_21_P0000623"	"entg|LINC00421"
"44"	"A_21_P0003247"	""
"45"	"OEV5_02442"	""
"46"	"OEV5_64265"	""
"47"	"OEV5_27287"	"entg|LOC646513"
"48"	"OEV5_26772"	""
"49"	"A_21_P0002080"	""
"50"	"A_21_P0005109"	""
"51"	"A_33_P3215557"	"entg|ADAMTS7"
"52"	"OEV5_15219"	""
"53"	"OEV5_02182"	""
"54"	"OEV5_60089"	""
"55"	"OEV5_07378"	""
"56"	"OEV5_78017"	"entg|LOC102724558"
"57"	"OEV5_24543"	""
"58"	"A_21_P0009574"	""
"59"	"OEV5_00932"	""
"60"	"A_23_P165239"	"entg|ZNF208"
"61"	"OEV5_23902"	""
"62"	"A_33_P3287562"	"entg|BCAP29"
"63"	"OEV5_72430"	""
"64"	"OEV5_45947"	"entg|EXOC7"
"65"	"OEV5_01962"	""
"66"	"OEV5_53388"	"entg|FAM90A27P"
"67"	"A_33_P3275846"	"entg|CACNA1A"
"68"	"OEV5_00360"	""
"69"	"A_23_P387071"	"entg|ZNF830"
"70"	"A_21_P0005131"	""
"71"	"A_21_P0011686"	"entg|ZNF730"
"72"	"A_33_P3404411"	"entg|MIPEP"
"73"	"A_23_P74701"	"entg|COL24A1"
"74"	"OEV5_46187"	""
"75"	"OEV5_00182"	""
"76"	"A_21_P0003691"	""
"77"	"OEV5_39121"	""
"78"	"OEV5_39355"	""
"79"	"OEV5_00565"	""
"80"	"OEV5_10375"	""
"81"	"A_23_P146783"	"entg|NEB"
"82"	"OEV5_56530"	"entg|ZEB1-AS1"
"83"	"OEV5_56873"	"entg|LOC101927217"
"84"	"OEV5_00682"	""
"85"	"OEV5_01245"	""
"86"	"OEV5_10309"	""
"87"	"OEV5_40157"	"entg|SLC12A4"
"88"	"A_23_P215060"	"entg|PODXL"
"89"	"OEV5_48887"	""
"90"	"A_33_P3269718"	"entg|IVD"
"91"	"OEV5_53841"	"entg|LOC100505812"
"92"	"OEV5_21607"	""
"93"	"OEV5_31533"	""
"94"	"A_33_P3365747"	"entg|LINC00265"
"95"	"OEV5_23520"	""
"96"	"A_19_P00316493"	""
"97"	"A_23_P3514"	"entg|C16orf80"
"98"	"OEV5_00438"	""
"99"	"OEV5_06142"	""
"100"	"A_33_P3407299"	"entg|ANP32E"
"101"	"OEV5_56743"	"entg|DNM3OS"
"102"	"A_21_P0005524"	""
"103"	"A_24_P287974"	"entg|CUEDC1"
"104"	"OEV5_07271"	""
"105"	"A_33_P3236858"	"entg|TGFB1I1"
"106"	"OEV5_44057"	"entg|MIF4GD"
"107"	"A_23_P136777"	"entg|APOD"
"108"	"OEV5_11143"	""
"109"	"A_33_P3335740"	"entg|FLJ10038"
"110"	"A_24_P299423"	"entg|IL16"
"111"	"OEV5_57762"	"entg|LOC100506274"
"112"	"A_33_P3213392"	""
"113"	"OEV5_65898"	""
"114"	"OEV5_00719"	""
"115"	"OEV5_61966"	""
"116"	"OEV5_15548"	""
"117"	"OEV5_00453"	""
"118"	"OEV5_25531"	""
"119"	"OEV5_38666"	"entg|ARHGAP21"
"120"	"A_23_P15727"	"entg|FKBP10"
"121"	"A_32_P100109"	"entg|REPS2"
"122"	"A_21_P0005942"	""
"123"	"OEV5_44681"	"entg|DNAJA3"
"124"	"A_19_P00808602"	"entg|LOC284837"
"125"	"A_33_P3323607"	"entg|CCDC129"
"126"	"OEV5_20004"	""
"127"	"OEV5_49386"	"entg|LINC00441"
"128"	"A_21_P0006919"	""
"129"	"OEV5_43126"	""
"130"	"OEV5_00199"	""
"131"	"OEV5_32357"	"entg|C2orf71"
"132"	"OEV5_54077"	"entg|LOC286190"
"133"	"OEV5_76278"	"entg|NAMA"
"134"	"OEV5_76178"	""
"135"	"OEV5_61408"	""
"136"	"OEV5_11212"	""
"137"	"OEV5_31775"	"entg|C5orf46"
"138"	"OEV5_23619"	""
"139"	"A_21_P0005978"	""
"140"	"OEV5_44693"	"entg|LCN8"
"141"	"A_23_P101073"	"entg|OR1E1"
"142"	"OEV5_60431"	""
"143"	"(-)3xSLv1"	""
"144"	"A_21_P0013879"	""
"145"	"OEV5_02265"	""
"146"	"OEV5_69800"	""
"147"	"OEV5_10383"	""
"148"	"OEV5_01936"	""
"149"	"A_21_P0012995"	"entg|LOC100653061"
"150"	"A_23_P69154"	"entg|FAM198A"
"151"	"A_23_P321511"	"entg|MARCH3"
"152"	"OEV5_00260"	""
"153"	"A_24_P287780"	"entg|CHMP1A"
"154"	"OEV5_02279"	""
"155"	"A_33_P3383431"	"entg|DHRS4"
"156"	"A_23_P51487"	"entg|GBP3"
"157"	"A_23_P59192"	"entg|SNRPC"
"158"	"A_33_P3209170"	"entg|CXorf51A"
"159"	"OEV5_41323"	"entg|CRTC3"
"160"	"OEV5_36849"	""
"161"	"OEV5_41273"	""
"162"	"A_24_P196384"	"entg|C15orf38"
"163"	"A_33_P3310709"	""
"164"	"OEV5_55319"	"entg|LINC00668"
"165"	"A_33_P3323564"	"entg|LINC00607"
"166"	"OEV5_77466"	"entg|LOC101929356"
"167"	"A_23_P259141"	"entg|ZBP1"
"168"	"A_21_P0011566"	""
"169"	"A_23_P69339"	"entg|ACAA1"
"170"	"OEV5_63201"	""
"171"	"A_33_P3300837"	"entg|LDB2"
"172"	"OEV5_01021"	""
"173"	"OEV5_02388"	""
"174"	"OEV5_73373"	""
"175"	"A_21_P0006983"	"entg|ZNF438"
"176"	"OEV5_65568"	""
"177"	"OEV5_66656"	""
"178"	"A_33_P3221034"	"entg|SMIM17"
"179"	"A_33_P3359791"	"entg|TDRD3"
"180"	"OEV5_34104"	""
"181"	"OEV5_02190"	""
"182"	"A_23_P112774"	"entg|PTP4A3"
"183"	"OEV5_01485"	""
"184"	"OEV5_74820"	""
"185"	"A_21_P0014125"	""
"186"	"A_32_P334325"	"entg|RIMBP2"
"187"	"OEV5_01659"	""
"188"	"A_24_P932736"	"entg|HMBOX1"
"189"	"OEV5_01060"	""
"190"	"A_33_P3417517"	"entg|BRD8"
"191"	"OEV5_33927"	""
"192"	"A_23_P3042"	"entg|PPP2R5E"
"193"	"OEV5_01031"	""
"194"	"A_19_P00319028"	"entg|RFX8"
"195"	"OEV5_27128"	"entg|FMN1"
"196"	"OEV5_16021"	""
"197"	"A_24_P230176"	"entg|CCDC137"
"198"	"A_23_P117580"	"entg|ENTPD5"
"199"	"OEV5_13089"	""
"200"	"OEV5_74929"	""
"201"	"A_23_P143006"	"entg|PRLH"
"202"	"OEV5_37446"	"entg|PSMA3"
"203"	"A_23_P166306"	"entg|CBS"
"204"	"A_33_P3275959"	"entg|SLC25A16"
"205"	"A_33_P3431595"	"entg|C8orf31"
"206"	"OEV5_54969"	"entg|LOC101928100"
"207"	"OEV5_01423"	""
"208"	"OEV5_03916"	""
"209"	"A_23_P114282"	"entg|MCTS1"
"210"	"A_23_P357101"	"entg|APOBEC3F"
"211"	"OEV5_67767"	""
"212"	"OEV5_12537"	""
"213"	"A_23_P215024"	"entg|LRRC1"
"214"	"A_24_P247849"	"entg|PBX1"
"215"	"OEV5_41000"	""
