""	"probe_id"	"symbol"
"1"	1700	"WASH7P"
"2"	1109	"MIR1302-2HG"
"3"	336	"FAM138A"
"4"	2013	"AP006222.2"
"5"	2013	"AP006222.1"
"6"	700	"AL732372.2"
"7"	948	"AL645608.6"
"8"	948	"AL645608.2"
"9"	948	"AL645608.4"
"10"	952	"LINC02593"
"11"	835	"LINC02593"
"12"	2182	"UBE2J2"
"13"	1214	"ANKRD65"
"14"	1214	"AL391244.1"
"15"	587	"TNFRSF14-AS1"
"16"	1172	"LINC00337"
"17"	1765	"RERE"
"18"	8	"AL928921.1"
"19"	2058	"KIF1B"
"20"	698	"MTOR-AS1"
"21"	698	"MTOR"
"22"	910	"AL953897.1"
"23"	910	"C1orf167"
"24"	1892	"TNFRSF1B"
"25"	1	"LINC02766"
"26"	2131	"DHRS3"
"27"	328	"AL357873.1"
"28"	328	"KAZN"
"29"	329	"AL357873.1"
"30"	329	"KAZN"
"31"	1813	"TMEM51-AS1"
"32"	1813	"KAZN"
"33"	1847	"CROCCP2"
"34"	1847	"MST1P2"
"35"	1847	"MST1L"
"36"	1847	"CROCC"
"37"	1429	"CAPZB"
"38"	2121	"CAPZB"
"39"	1505	"CAPZB"
"40"	1249	"PINK1"
"41"	1249	"PINK1-AS"
"42"	1935	"CDC42"
"43"	1106	"EPHB2"
"44"	850	"LINC01355"
"45"	2244	"HNRNPR"
"46"	1964	"SELENON"
"47"	1732	"STMN1"
"48"	653	"LINC02574"
"49"	507	"RCC1"
"50"	507	"SNHG3"
"51"	1155	"LINC01756"
"52"	1559	"PUM1"
"53"	585	"AL354919.2"
"54"	585	"SPOCD1"
"55"	1921	"KIAA0319L"
"56"	804	"LINC01137"
"57"	1902	"MFSD2A"
"58"	2396	"SLC2A1"
"59"	1920	"PTPRF"
"60"	2272	"AL451062.3"
"61"	2272	"ST3GAL3"
"62"	2219	"DMAP1"
"63"	1597	"RNF220"
"64"	2220	"AKR1A1"
"65"	2336	"RAD54L"
"66"	2336	"LRRC41"
"67"	2161	"EFCAB14"
"68"	442	"AL109659.1"
"69"	1695	"ECHDC2"
"70"	793	"SLC25A3P1"
"71"	934	"AC099796.2"
"72"	934	"LINC02784"
"73"	3	"LINC01767"
"74"	3	"AC119674.1"
"75"	3	"AC119674.2"
"76"	2369	"DAB1"
"77"	222	"AL136985.3"
"78"	1322	"AC093425.1"
"79"	223	"FGGY"
"80"	223	"AL035416.1"
"81"	1319	"NFIA"
"82"	1319	"NFIA-AS2"
"83"	1466	"NFIA"
"84"	1351	"LINC00466"
"85"	127	"JAK1"
"86"	4	"LINC01702"
"87"	710	"LINC02791"
"88"	1837	"NEGR1"
"89"	1837	"ZRANB2-AS2"
"90"	1336	"AL035409.1"
"91"	5	"AC096531.2"
"92"	795	"PRKACB"
"93"	567	"AL445438.1"
"94"	567	"PKN2-AS1"
"95"	1609	"ZNF644"
"96"	2021	"RPL5"
"97"	2021	"DIPK1A"
"98"	1751	"TMED5"
"99"	789	"SLC44A3-AS1"
"100"	2223	"SLC44A3-AS1"
"101"	2308	"CNN3"
"102"	1197	"LINC01761"
"103"	823	"LINC02790"
"104"	1763	"DPYD-AS1"
"105"	1763	"DPYD"
