""	"probe_id"	"symbol"
"1"	"CUST_13518_PI421866198"	"AABR07000046.1"
"2"	"CUST_13516_PI421866198"	"AABR07000046.1"
"3"	"CUST_13518_PI421866198"	"AABR07000089.1"
"4"	"CUST_13516_PI421866198"	"AABR07000089.1"
"5"	"CUST_13559_PI421866198"	"Vom2r6"
"6"	"XR_008429_P1"	"Vom2r6"
"7"	"CUST_13518_PI421866198"	"Vom2r5"
"8"	"CUST_13516_PI421866198"	"Vom2r5"
"9"	"CUST_4263_PI421866198"	"Raet1e"
"10"	"CUST_14678_PI421866198"	"AABR07000145.1"
"11"	"CUST_14678_PI421866198"	"AABR07000147.1"
"12"	"CUST_12957_PI421866198"	"Lrp11"
"13"	"CUST_6643_PI421866198"	"Lats1"
"14"	"MRuc007eih_P1"	"Lats1"
"15"	"CUST_5431_PI421866198"	"Ppil4"
"16"	"CUST_8183_PI421866198"	"Zc3h12d"
"17"	"CUST_2406_PI421866198"	"Tab2"
"18"	"CUST_5429_PI421866198"	"Ust"
"19"	"MRAK003151_P1"	"Sash1"
"20"	"CUST_2263_PI421866198"	"Samd5"
"21"	"CUST_13781_PI421866198"	"Stxbp5"
"22"	"CUST_1488_PI421866198"	"Stxbp5"
"23"	"CUST_1489_PI421866198"	"Stxbp5"
"24"	"MRAK136998_P1"	"Stxbp5"
"25"	"MRAK170895_P1"	"Stxbp5"
"26"	"CUST_2262_PI421866198"	"Rab32"
"27"	"CUST_13549_PI421866198"	"Grm1"
"28"	"CUST_9369_PI421866198"	"Grm1"
"29"	"CUST_8174_PI421866198"	"Shprh"
"30"	"CUST_7025_PI421866198"	"Fbxo30"
"31"	"MRAK012837_P1"	"Utrn"
"32"	"CUST_10540_PI421866198"	"Stx11"
"33"	"CUST_11258_PI421866198"	"Sf3b5"
"34"	"CUST_10210_PI421866198"	"Ltv1"
"35"	"CUST_6699_PI421866198"	"Phactr2"
"36"	"CUST_3797_PI421866198"	"Fuca2"
"37"	"CUST_13293_PI421866198"	"Pex3"
"38"	"CUST_7229_PI421866198"	"Aig1"
"39"	"MRBC064123_P1"	"Hivep2"
"40"	"CUST_13861_PI421866198"	"Hivep2"
"41"	"CUST_10523_PI421866198"	"Vta1"
"42"	"CUST_12671_PI421866198"	"Olr905"
"43"	"CUST_12842_PI421866198"	"AABR07000382.1"
"44"	"CUST_14757_PI421866198"	"AABR07000398.1"
