ID	ORF	GenBank	CLONE_ID	SPOT_ID
AC007405.6		AC007405.6		AC007405.6
AC007422.1		AC007422.1		AC007422.1
AC007461.2		AC007461.2		AC007461.2
AC007463.2		AC007463.2		AC007463.2
AC007551.2		AC007551.2		AC007551.2
AC007557.1		AC007557.1		AC007557.1
AC007557.2		AC007557.2		AC007557.2
AC007557.3		AC007557.3		AC007557.3
AC007557.4		AC007557.4		AC007557.4
AC007559.1		AC007559.1		AC007559.1
AC007560.1		AC007560.1		AC007560.1
AC007562.1		AC007562.1		AC007562.1
AC007563.1		AC007563.1		AC007563.1
AC007563.3		AC007563.3		AC007563.3
AC007563.4		AC007563.4		AC007563.4
AC007563.5		AC007563.5		AC007563.5
AC007566.10		AC007566.10		AC007566.10
AC007568.1		AC007568.1		AC007568.1
AC007618.3		AC007618.3		AC007618.3
AC007620.3		AC007620.3		AC007620.3
AC007631.1		AC007631.1		AC007631.1
AC007677.2		AC007677.2		AC007677.2
AC007679.1		AC007679.1		AC007679.1
AC007679.3		AC007679.3		AC007679.3
AC007679.4		AC007679.4		AC007679.4
AC007680.2		AC007680.2		AC007680.2
AC007682.1		AC007682.1		AC007682.1
AC007731.1		AC007731.1		AC007731.1
AC007740.1		AC007740.1		AC007740.1
AC007743.1		AC007743.1		AC007743.1
AC007750.5		AC007750.5		AC007750.5
AC007773.2		AC007773.2		AC007773.2
AC007787.2		AC007787.2		AC007787.2
AC007787.3		AC007787.3		AC007787.3
AC007790.4		AC007790.4		AC007790.4
AC007792.1		AC007792.1		AC007792.1
AC007795.1		AC007795.1		AC007795.1
AC007879.1		AC007879.1		AC007879.1
AC007879.2		AC007879.2		AC007879.2
AC007879.3		AC007879.3		AC007879.3
AC007879.4		AC007879.4		AC007879.4
AC007879.5		AC007879.5		AC007879.5
AC007879.6		AC007879.6		AC007879.6
AC007879.7		AC007879.7		AC007879.7
AC007880.1		AC007880.1		AC007880.1
AC007899.3		AC007899.3		AC007899.3
AC007906.1		AC007906.1		AC007906.1
AC007919.18		AC007919.18		AC007919.18
AC007948.1		AC007948.1		AC007948.1
AC007950.1		AC007950.1		AC007950.1
AC007950.2		AC007950.2		AC007950.2
AC007952.4		AC007952.4		AC007952.4
AC007952.6		AC007952.6		AC007952.6
AC007966.1		AC007966.1		AC007966.1
AC007967.3		AC007967.3		AC007967.3
AC007969.4		AC007969.4		AC007969.4
AC007969.5		AC007969.5		AC007969.5
AC008060.7		AC008060.7		AC008060.7
AC008060.8		AC008060.8		AC008060.8
AC008063.2		AC008063.2		AC008063.2
AC008063.3		AC008063.3		AC008063.3
AC008065.1		AC008065.1		AC008065.1
AC008067.2		AC008067.2		AC008067.2
AC008069.1		AC008069.1		AC008069.1
AC008069.2		AC008069.2		AC008069.2
AC008072.1		AC008072.1		AC008072.1
AC008073.7		AC008073.7		AC008073.7
AC008074.1		AC008074.1		AC008074.1
AC008074.3		AC008074.3		AC008074.3
AC008074.4		AC008074.4		AC008074.4
AC008079.10		AC008079.10		AC008079.10
AC008079.9		AC008079.9		AC008079.9
AC008088.4		AC008088.4		AC008088.4
AC008132.13		AC008132.13		AC008132.13
AC008132.14		AC008132.14		AC008132.14
AC008132.15		AC008132.15		AC008132.15
AC008154.4		AC008154.4		AC008154.4
AC008154.5		AC008154.5		AC008154.5
AC008155.1		AC008155.1		AC008155.1
AC008155.2		AC008155.2		AC008155.2
AC008163.4		AC008163.4		AC008163.4
AC008171.1		AC008171.1		AC008171.1
AC008173.1		AC008173.1		AC008173.1
AC008264.4		AC008264.4		AC008264.4
AC008265.2		AC008265.2		AC008265.2
AC008268.1		AC008268.1		AC008268.1
AC008268.2		AC008268.2		AC008268.2
AC008269.2		AC008269.2		AC008269.2
AC008271.1		AC008271.1		AC008271.1
AC008277.1		AC008277.1		AC008277.1
AC008278.2		AC008278.2		AC008278.2
AC008278.3		AC008278.3		AC008278.3
AC008280.1		AC008280.1		AC008280.1
AC008280.3		AC008280.3		AC008280.3
AC008281.1		AC008281.1		AC008281.1
AC008427.2		AC008427.2		AC008427.2
AC008565.1		AC008565.1		AC008565.1
AC008592.3		AC008592.3		AC008592.3
AC008592.5		AC008592.5		AC008592.5
AC008592.7		AC008592.7		AC008592.7
AC008691.1		AC008691.1		AC008691.1
AC008694.2		AC008694.2		AC008694.2
AC008694.3		AC008694.3		AC008694.3
AC008697.1		AC008697.1		AC008697.1
AC008703.1		AC008703.1		AC008703.1
AC008746.10		AC008746.10		AC008746.10
AC008746.12		AC008746.12		AC008746.12
AC008746.9		AC008746.9		AC008746.9
AC008753.3		AC008753.3		AC008753.3
AC008753.4		AC008753.4		AC008753.4
AC008753.6		AC008753.6		AC008753.6
AC008781.7		AC008781.7		AC008781.7
AC008834.1		AC008834.1		AC008834.1
AC008850.3		AC008850.3		AC008850.3
AC008937.2		AC008937.2		AC008937.2
AC008937.3		AC008937.3		AC008937.3
AC008984.2		AC008984.2		AC008984.2
AC008984.5		AC008984.5		AC008984.5
AC008984.6		AC008984.6		AC008984.6
AC008991.1		AC008991.1		AC008991.1
AC008992.1		AC008992.1		AC008992.1
AC009005.2		AC009005.2		AC009005.2
AC009014.3		AC009014.3		AC009014.3
AC009052.12		AC009052.12		AC009052.12
AC009120.11		AC009120.11		AC009120.11
AC009120.3		AC009120.3		AC009120.3
AC009120.4		AC009120.4		AC009120.4
AC009120.5		AC009120.5		AC009120.5
AC009120.6		AC009120.6		AC009120.6
AC009120.8		AC009120.8		AC009120.8
AC009133.12		AC009133.12		AC009133.12
AC009133.21		AC009133.21		AC009133.21
AC009133.22		AC009133.22		AC009133.22
AC009133.24		AC009133.24		AC009133.24
AC009158.1		AC009158.1		AC009158.1
AC009166.5		AC009166.5		AC009166.5
AC009166.7		AC009166.7		AC009166.7
AC009227.2		AC009227.2		AC009227.2
AC009227.3		AC009227.3		AC009227.3
AC009228.1		AC009228.1		AC009228.1
AC009229.5		AC009229.5		AC009229.5
AC009234.1		AC009234.1		AC009234.1
AC009236.2		AC009236.2		AC009236.2
AC009237.2		AC009237.2		AC009237.2
AC009237.4		AC009237.4		AC009237.4
AC009237.6		AC009237.6		AC009237.6
AC009237.8		AC009237.8		AC009237.8
AC009238.6		AC009238.6		AC009238.6
AC009245.3		AC009245.3		AC009245.3
AC009262.2		AC009262.2		AC009262.2
AC009263.2		AC009263.2		AC009263.2
AC009264.1		AC009264.1		AC009264.1
AC009274.6		AC009274.6		AC009274.6
AC009299.2		AC009299.2		AC009299.2
AC009299.3		AC009299.3		AC009299.3
AC009299.4		AC009299.4		AC009299.4
AC009299.5		AC009299.5		AC009299.5
AC009302.4		AC009302.4		AC009302.4
AC009303.1		AC009303.1		AC009303.1
AC009303.2		AC009303.2		AC009303.2
AC009305.1		AC009305.1		AC009305.1
AC009310.1		AC009310.1		AC009310.1
AC009313.1		AC009313.1		AC009313.1
AC009313.2		AC009313.2		AC009313.2
AC009336.19		AC009336.19		AC009336.19
AC009362.2		AC009362.2		AC009362.2
AC009365.4		AC009365.4		AC009365.4
AC009403.2		AC009403.2		AC009403.2
AC009404.2		AC009404.2		AC009404.2
AC009410.1		AC009410.1		AC009410.1
AC009411.1		AC009411.1		AC009411.1
AC009411.2		AC009411.2		AC009411.2
AC009414.1		AC009414.1		AC009414.1
AC009473.1		AC009473.1		AC009473.1
AC009474.1		AC009474.1		AC009474.1
AC009474.2		AC009474.2		AC009474.2
AC009478.1		AC009478.1		AC009478.1
AC009480.3		AC009480.3		AC009480.3
AC009480.4		AC009480.4		AC009480.4
AC009487.4		AC009487.4		AC009487.4
AC009487.6		AC009487.6		AC009487.6
AC009494.3		AC009494.3		AC009494.3
AC009495.2		AC009495.2		AC009495.2
AC009495.3		AC009495.3		AC009495.3
AC009495.4		AC009495.4		AC009495.4
AC009498.1		AC009498.1		AC009498.1
AC009500.2		AC009500.2		AC009500.2
AC009501.4		AC009501.4		AC009501.4
AC009502.4		AC009502.4		AC009502.4
AC009505.4		AC009505.4		AC009505.4
AC009506.1		AC009506.1		AC009506.1
AC009506.2		AC009506.2		AC009506.2
AC009508.1		AC009508.1		AC009508.1
AC009517.2		AC009517.2		AC009517.2
AC009518.2		AC009518.2		AC009518.2
AC009518.4		AC009518.4		AC009518.4
AC009518.8		AC009518.8		AC009518.8
AC009541.1		AC009541.1		AC009541.1
AC009542.2		AC009542.2		AC009542.2
AC009729.1		AC009729.1		AC009729.1
AC009784.3		AC009784.3		AC009784.3
AC009784.4		AC009784.4		AC009784.4
AC009878.2		AC009878.2		AC009878.2
AC009892.5		AC009892.5		AC009892.5
AC009892.9		AC009892.9		AC009892.9
AC009945.4		AC009945.4		AC009945.4
AC009948.5		AC009948.5		AC009948.5
AC009948.7		AC009948.7		AC009948.7
AC009950.2		AC009950.2		AC009950.2
AC009955.8		AC009955.8		AC009955.8
AC009960.2		AC009960.2		AC009960.2
AC009960.3		AC009960.3		AC009960.3
AC009961.2		AC009961.2		AC009961.2
AC009961.3		AC009961.3		AC009961.3
AC009963.3		AC009963.3		AC009963.3
AC009963.5		AC009963.5		AC009963.5
AC009965.1		AC009965.1		AC009965.1
AC009970.1		AC009970.1		AC009970.1
AC009974.11		AC009974.11		AC009974.11
AC010082.2		AC010082.2		AC010082.2
AC010084.1		AC010084.1		AC010084.1
AC010086.1		AC010086.1		AC010086.1
AC010091.1		AC010091.1		AC010091.1
AC010095.5		AC010095.5		AC010095.5
AC010095.7		AC010095.7		AC010095.7
AC010096.1		AC010096.1		AC010096.1
AC010096.2		AC010096.2		AC010096.2
AC010127.3		AC010127.3		AC010127.3
AC010132.11		AC010132.11		AC010132.11
AC010141.1		AC010141.1		AC010141.1
AC010141.4		AC010141.4		AC010141.4
AC010145.4		AC010145.4		AC010145.4
AC010146.1		AC010146.1		AC010146.1
AC010148.1		AC010148.1		AC010148.1
AC010149.4		AC010149.4		AC010149.4
AC010150.1		AC010150.1		AC010150.1
AC010226.4		AC010226.4		AC010226.4
AC010240.2		AC010240.2		AC010240.2
AC010240.3		AC010240.3		AC010240.3
AC010287.1		AC010287.1		AC010287.1
AC010423.1		AC010423.1		AC010423.1
AC010468.1		AC010468.1		AC010468.1
AC010468.2		AC010468.2		AC010468.2
AC010492.2		AC010492.2		AC010492.2
AC010492.4		AC010492.4		AC010492.4
AC010492.5		AC010492.5		AC010492.5
AC010518.3		AC010518.3		AC010518.3
AC010522.1		AC010522.1		AC010522.1
AC010524.2		AC010524.2		AC010524.2
AC010524.4		AC010524.4		AC010524.4
AC010525.5		AC010525.5		AC010525.5
AC010547.9		AC010547.9		AC010547.9
AC010641.1		AC010641.1		AC010641.1
AC010642.1		AC010642.1		AC010642.1
AC010642.2		AC010642.2		AC010642.2
AC010646.3		AC010646.3		AC010646.3
AC010649.1		AC010649.1		AC010649.1
AC010677.5		AC010677.5		AC010677.5
AC010729.1		AC010729.1		AC010729.1
AC010729.2		AC010729.2		AC010729.2
AC010729.3		AC010729.3		AC010729.3
AC010731.2		AC010731.2		AC010731.2
AC010731.4		AC010731.4		AC010731.4
AC010731.6		AC010731.6		AC010731.6
AC010733.5		AC010733.5		AC010733.5
AC010744.1		AC010744.1		AC010744.1
AC010745.1		AC010745.1		AC010745.1
AC010745.2		AC010745.2		AC010745.2
AC010745.3		AC010745.3		AC010745.3
AC010746.3		AC010746.3		AC010746.3
AC010747.2		AC010747.2		AC010747.2
AC010761.10		AC010761.10		AC010761.10
AC010761.13		AC010761.13		AC010761.13
AC010761.8		AC010761.8		AC010761.8
AC010872.1		AC010872.1		AC010872.1
AC010878.3		AC010878.3		AC010878.3
AC010880.1		AC010880.1		AC010880.1
AC010883.5		AC010883.5		AC010883.5
AC010884.1		AC010884.1		AC010884.1
AC010886.2		AC010886.2		AC010886.2
AC010890.1		AC010890.1		AC010890.1
AC010894.3		AC010894.3		AC010894.3
AC010894.4		AC010894.4		AC010894.4
AC010894.5		AC010894.5		AC010894.5
AC010900.2		AC010900.2		AC010900.2
AC010904.1		AC010904.1		AC010904.1
AC010907.2		AC010907.2		AC010907.2
AC010907.5		AC010907.5		AC010907.5
AC010967.2		AC010967.2		AC010967.2
AC010967.3		AC010967.3		AC010967.3
AC010969.1		AC010969.1		AC010969.1
AC010970.2		AC010970.2		AC010970.2
AC010971.1		AC010971.1		AC010971.1
AC010974.3		AC010974.3		AC010974.3
AC010975.1		AC010975.1		AC010975.1
AC010976.2		AC010976.2		AC010976.2
AC010980.2		AC010980.2		AC010980.2
AC010983.1		AC010983.1		AC010983.1
AC010987.6		AC010987.6		AC010987.6
AC011155.1		AC011155.1		AC011155.1
AC011193.1		AC011193.1		AC011193.1
AC011196.3		AC011196.3		AC011196.3
AC011239.1		AC011239.1		AC011239.1
AC011239.2		AC011239.2		AC011239.2
AC011242.5		AC011242.5		AC011242.5
AC011242.6		AC011242.6		AC011242.6
AC011243.1		AC011243.1		AC011243.1
AC011286.1		AC011286.1		AC011286.1
AC011288.2		AC011288.2		AC011288.2
AC011290.4		AC011290.4		AC011290.4
AC011290.5		AC011290.5		AC011290.5
AC011294.3		AC011294.3		AC011294.3
AC011298.2		AC011298.2		AC011298.2
AC011306.1		AC011306.1		AC011306.1
AC011322.1		AC011322.1		AC011322.1
AC011330.13		AC011330.13		AC011330.13
AC011343.1		AC011343.1		AC011343.1
AC011366.3		AC011366.3		AC011366.3
AC011372.1		AC011372.1		AC011372.1
AC011406.2		AC011406.2		AC011406.2
AC011431.1		AC011431.1		AC011431.1
AC011477.2		AC011477.2		AC011477.2
AC011513.3		AC011513.3		AC011513.3
AC011515.2		AC011515.2		AC011515.2
AC011516.1		AC011516.1		AC011516.1
AC011516.2		AC011516.2		AC011516.2
AC011518.1		AC011518.1		AC011518.1
AC011518.2		AC011518.2		AC011518.2
AC011523.2		AC011523.2		AC011523.2
AC011524.2		AC011524.2		AC011524.2
AC011524.3		AC011524.3		AC011524.3
AC011525.2		AC011525.2		AC011525.2
AC011525.4		AC011525.4		AC011525.4
AC011530.4		AC011530.4		AC011530.4
AC011551.3		AC011551.3		AC011551.3
AC011625.1		AC011625.1		AC011625.1
AC011718.2		AC011718.2		AC011718.2
AC011718.4		AC011718.4		AC011718.4
AC011737.2		AC011737.2		AC011737.2
AC011738.4		AC011738.4		AC011738.4
AC011742.3		AC011742.3		AC011742.3
AC011747.4		AC011747.4		AC011747.4
AC011752.1		AC011752.1		AC011752.1
AC011753.5		AC011753.5		AC011753.5
AC011753.6		AC011753.6		AC011753.6
AC011754.1		AC011754.1		AC011754.1
AC011816.1		AC011816.1		AC011816.1
AC011893.3		AC011893.3		AC011893.3
AC011899.10		AC011899.10		AC011899.10
AC011899.9		AC011899.9		AC011899.9
AC011901.2		AC011901.2		AC011901.2
AC011933.2		AC011933.2		AC011933.2
AC011995.1		AC011995.1		AC011995.1
AC011995.3		AC011995.3		AC011995.3
AC011997.1		AC011997.1		AC011997.1
AC011998.1		AC011998.1		AC011998.1
AC011998.4		AC011998.4		AC011998.4
AC011999.1		AC011999.1		AC011999.1
AC012005.3		AC012005.3		AC012005.3
AC012005.4		AC012005.4		AC012005.4
AC012065.1		AC012065.1		AC012065.1
AC012065.4		AC012065.4		AC012065.4
AC012065.5		AC012065.5		AC012065.5
AC012066.1		AC012066.1		AC012066.1
AC012074.2		AC012074.2		AC012074.2
AC012075.1		AC012075.1		AC012075.1
AC012075.2		AC012075.2		AC012075.2
AC012078.2		AC012078.2		AC012078.2
AC012123.1		AC012123.1		AC012123.1
AC012146.7		AC012146.7		AC012146.7
AC012306.2		AC012306.2		AC012306.2
AC012307.2		AC012307.2		AC012307.2
AC012314.19		AC012314.19		AC012314.19
AC012314.20		AC012314.20		AC012314.20
AC012314.8		AC012314.8		AC012314.8
AC012322.1		AC012322.1		AC012322.1
AC012354.6		AC012354.6		AC012354.6
AC012354.8		AC012354.8		AC012354.8
AC012358.4		AC012358.4		AC012358.4
AC012358.7		AC012358.7		AC012358.7
AC012358.8		AC012358.8		AC012358.8
AC012360.4		AC012360.4		AC012360.4
AC012360.6		AC012360.6		AC012360.6
AC012361.1		AC012361.1		AC012361.1
AC012362.3		AC012362.3		AC012362.3
AC012363.4		AC012363.4		AC012363.4
AC012368.1		AC012368.1		AC012368.1
AC012370.2		AC012370.2		AC012370.2
AC012370.3		AC012370.3		AC012370.3
AC012442.5		AC012442.5		AC012442.5
AC012445.1		AC012445.1		AC012445.1
AC012451.1		AC012451.1		AC012451.1
AC012456.3		AC012456.3		AC012456.3
AC012456.4		AC012456.4		AC012456.4
AC012462.2		AC012462.2		AC012462.2
AC012462.3		AC012462.3		AC012462.3
AC012487.2		AC012487.2		AC012487.2
AC012493.1		AC012493.1		AC012493.1
AC012494.1		AC012494.1		AC012494.1
AC012499.1		AC012499.1		AC012499.1
AC012500.1		AC012500.1		AC012500.1
AC012501.1		AC012501.1		AC012501.1
AC012501.3		AC012501.3		AC012501.3
AC012506.2		AC012506.2		AC012506.2
AC012506.3		AC012506.3		AC012506.3
AC012507.3		AC012507.3		AC012507.3
AC012512.1		AC012512.1		AC012512.1
AC012513.4		AC012513.4		AC012513.4
AC012513.6		AC012513.6		AC012513.6
AC012531.25		AC012531.25		AC012531.25
AC012593.1		AC012593.1		AC012593.1
AC012594.1		AC012594.1		AC012594.1
AC012613.2		AC012613.2		AC012613.2
AC012640.1		AC012640.1		AC012640.1
AC012667.1		AC012667.1		AC012667.1
AC012668.1		AC012668.1		AC012668.1
AC012668.2		AC012668.2		AC012668.2
AC012668.3		AC012668.3		AC012668.3
AC013248.2		AC013248.2		AC013248.2
AC013264.2		AC013264.2		AC013264.2
AC013268.3		AC013268.3		AC013268.3
AC013269.3		AC013269.3		AC013269.3
AC013269.5		AC013269.5		AC013269.5
AC013271.3		AC013271.3		AC013271.3
AC013275.2		AC013275.2		AC013275.2
AC013401.1		AC013401.1		AC013401.1
AC013401.2		AC013401.2		AC013401.2
AC013402.3		AC013402.3		AC013402.3
AC013402.4		AC013402.4		AC013402.4
AC013404.1		AC013404.1		AC013404.1
AC013410.1		AC013410.1		AC013410.1
AC013429.4		AC013429.4		AC013429.4
AC013429.5		AC013429.5		AC013429.5
AC013439.4		AC013439.4		AC013439.4
AC013444.1		AC013444.1		AC013444.1
AC013448.1		AC013448.1		AC013448.1
AC013460.1		AC013460.1		AC013460.1
AC013463.2		AC013463.2		AC013463.2
AC013467.1		AC013467.1		AC013467.1
AC013470.6		AC013470.6		AC013470.6
AC013470.8		AC013470.8		AC013470.8
AC013472.3		AC013472.3		AC013472.3
AC013472.4		AC013472.4		AC013472.4
AC013717.3		AC013717.3		AC013717.3
AC013733.3		AC013733.3		AC013733.3
AC013733.4		AC013733.4		AC013733.4
AC013733.5		AC013733.5		AC013733.5
AC015688.3		AC015688.3		AC015688.3
AC015726.1		AC015726.1		AC015726.1
AC015849.12		AC015849.12		AC015849.12
AC015849.13		AC015849.13		AC015849.13
AC015849.14		AC015849.14		AC015849.14
AC015849.15		AC015849.15		AC015849.15
AC015849.16		AC015849.16		AC015849.16
AC015849.19		AC015849.19		AC015849.19
AC015849.2		AC015849.2		AC015849.2
AC015922.5		AC015922.5		AC015922.5
AC015922.6		AC015922.6		AC015922.6
AC015923.1		AC015923.1		AC015923.1
AC015969.3		AC015969.3		AC015969.3
AC015971.2		AC015971.2		AC015971.2
AC015977.6		AC015977.6		AC015977.6
AC015987.1		AC015987.1		AC015987.1
AC016292.1		AC016292.1		AC016292.1
AC016549.1		AC016549.1		AC016549.1
AC016561.1		AC016561.1		AC016561.1
AC016582.2		AC016582.2		AC016582.2
AC016629.3		AC016629.3		AC016629.3
AC016629.7		AC016629.7		AC016629.7
AC016644.1		AC016644.1		AC016644.1
AC016682.1		AC016682.1		AC016682.1
AC016691.2		AC016691.2		AC016691.2
AC016696.1		AC016696.1		AC016696.1
AC016697.1		AC016697.1		AC016697.1
AC016697.2		AC016697.2		AC016697.2
AC016700.2		AC016700.2		AC016700.2
AC016700.4		AC016700.4		AC016700.4
AC016700.5		AC016700.5		AC016700.5
AC016700.6		AC016700.6		AC016700.6
AC016708.2		AC016708.2		AC016708.2
AC016710.1		AC016710.1		AC016710.1
AC016712.2		AC016712.2		AC016712.2
AC016716.1		AC016716.1		AC016716.1
AC016716.2		AC016716.2		AC016716.2
AC016722.3		AC016722.3		AC016722.3
AC016722.4		AC016722.4		AC016722.4
AC016723.4		AC016723.4		AC016723.4
AC016724.6		AC016724.6		AC016724.6
AC016727.3		AC016727.3		AC016727.3
AC016730.1		AC016730.1		AC016730.1
AC016732.2		AC016732.2		AC016732.2
AC016734.2		AC016734.2		AC016734.2
AC016735.2		AC016735.2		AC016735.2
AC016737.1		AC016737.1		AC016737.1
AC016738.3		AC016738.3		AC016738.3
AC016738.4		AC016738.4		AC016738.4
AC016739.1		AC016739.1		AC016739.1
AC016739.2		AC016739.2		AC016739.2
AC016745.3		AC016745.3		AC016745.3
AC016747.1		AC016747.1		AC016747.1
AC016747.3		AC016747.3		AC016747.3
AC016751.2		AC016751.2		AC016751.2
AC016751.3		AC016751.3		AC016751.3
AC016753.7		AC016753.7		AC016753.7
AC016757.3		AC016757.3		AC016757.3
AC016768.1		AC016768.1		AC016768.1
AC016772.4		AC016772.4		AC016772.4
AC016831.3		AC016831.3		AC016831.3
AC016831.5		AC016831.5		AC016831.5
AC016831.6		AC016831.6		AC016831.6
AC016831.7		AC016831.7		AC016831.7
AC016894.1		AC016894.1		AC016894.1
AC016903.2		AC016903.2		AC016903.2
AC016907.3		AC016907.3		AC016907.3
AC016908.1		AC016908.1		AC016908.1
AC016909.1		AC016909.1		AC016909.1
AC016910.1		AC016910.1		AC016910.1
AC016912.3		AC016912.3		AC016912.3
AC016995.3		AC016995.3		AC016995.3
AC016999.2		AC016999.2		AC016999.2
AC017002.2		AC017002.2		AC017002.2
AC017006.2		AC017006.2		AC017006.2
AC017006.3		AC017006.3		AC017006.3
AC017035.2		AC017035.2		AC017035.2
AC017048.1		AC017048.1		AC017048.1
AC017048.2		AC017048.2		AC017048.2
AC017060.1		AC017060.1		AC017060.1
AC017074.2		AC017074.2		AC017074.2
AC017078.1		AC017078.1		AC017078.1
AC017079.3		AC017079.3		AC017079.3
AC017080.1		AC017080.1		AC017080.1
AC017081.2		AC017081.2		AC017081.2
AC017083.2		AC017083.2		AC017083.2
AC017104.3		AC017104.3		AC017104.3
AC017104.4		AC017104.4		AC017104.4
AC017104.6		AC017104.6		AC017104.6
AC017116.11		AC017116.11		AC017116.11
AC018359.1		AC018359.1		AC018359.1
AC018442.1		AC018442.1		AC018442.1
AC018462.3		AC018462.3		AC018462.3
AC018463.4		AC018463.4		AC018463.4
AC018463.5		AC018463.5		AC018463.5
AC018464.3		AC018464.3		AC018464.3
AC018495.3		AC018495.3		AC018495.3
AC018634.9		AC018634.9		AC018634.9
AC018641.7		AC018641.7		AC018641.7
AC018643.4		AC018643.4		AC018643.4
AC018647.3		AC018647.3		AC018647.3
AC018685.1		AC018685.1		AC018685.1
AC018685.2		AC018685.2		AC018685.2
AC018696.1		AC018696.1		AC018696.1
AC018712.2		AC018712.2		AC018712.2
AC018717.2		AC018717.2		AC018717.2
AC018730.4		AC018730.4		AC018730.4
AC018735.1		AC018735.1		AC018735.1
AC018737.3		AC018737.3		AC018737.3
AC018742.1		AC018742.1		AC018742.1
AC018755.16		AC018755.16		AC018755.16
AC018755.17		AC018755.17		AC018755.17
AC018766.4		AC018766.4		AC018766.4
AC018799.1		AC018799.1		AC018799.1
AC018804.7		AC018804.7		AC018804.7
AC018816.3		AC018816.3		AC018816.3
AC018865.5		AC018865.5		AC018865.5
AC018866.1		AC018866.1		AC018866.1
AC018878.3		AC018878.3		AC018878.3
AC018880.1		AC018880.1		AC018880.1
AC018880.2		AC018880.2		AC018880.2
AC018890.4		AC018890.4		AC018890.4
AC018890.6		AC018890.6		AC018890.6
AC018892.3		AC018892.3		AC018892.3
AC018892.9		AC018892.9		AC018892.9
AC019050.1		AC019050.1		AC019050.1
AC019064.1		AC019064.1		AC019064.1
AC019080.1		AC019080.1		AC019080.1
AC019084.7		AC019084.7		AC019084.7
AC019097.7		AC019097.7		AC019097.7
AC019100.7		AC019100.7		AC019100.7
AC019109.1		AC019109.1		AC019109.1
AC019117.1		AC019117.1		AC019117.1
AC019117.2		AC019117.2		AC019117.2
AC019118.3		AC019118.3		AC019118.3
AC019118.4		AC019118.4		AC019118.4
AC019172.2		AC019172.2		AC019172.2
AC019178.2		AC019178.2		AC019178.2
AC019181.3		AC019181.3		AC019181.3
AC019185.2		AC019185.2		AC019185.2
AC019185.3		AC019185.3		AC019185.3
AC019186.1		AC019186.1		AC019186.1
AC019349.5		AC019349.5		AC019349.5
AC020571.3		AC020571.3		AC020571.3
AC020595.1		AC020595.1		AC020595.1
AC020743.2		AC020743.2		AC020743.2
AC020743.3		AC020743.3		AC020743.3
AC020743.4		AC020743.4		AC020743.4
AC020915.2		AC020915.2		AC020915.2
AC020956.3		AC020956.3		AC020956.3
AC020983.5		AC020983.5		AC020983.5
AC021016.7		AC021016.7		AC021016.7
AC021021.1		AC021021.1		AC021021.1
AC021188.4		AC021188.4		AC021188.4
AC021205.1		AC021205.1		AC021205.1
AC021218.2		AC021218.2		AC021218.2
AC021451.1		AC021451.1		AC021451.1
AC021876.4		AC021876.4		AC021876.4
AC022007.5		AC022007.5		AC022007.5
