""	"probe_id"	"symbol"
"371541"	"A_23_P100001"	"FAM174B"
"371542"	"A_23_P100011"	"AP3S2"
"371543"	"A_23_P100022"	"SV2B"
"371544"	"A_23_P100056"	"RBPMS2"
"371545"	"A_23_P100074"	"AVEN"
"371546"	"A_23_P100092"	"ZSCAN29"
"371547"	"A_23_P100103"	"VPS39"
"371548"	"A_23_P100111"	"CHP1"
"371549"	"A_23_P100127"	"KNL1"
"371550"	"A_23_P100133"	"ATMIN"
"371551"	"A_23_P100141"	"UNKL"
"371552"	"A_23_P100156"	"TMEM127"
"371553"	"A_23_P100177"	"MMP15"
"371554"	"A_23_P100189"	"PRM1"
"371555"	"A_23_P100196"	"USP10"
"371556"	"A_23_P100203"	"HSBP1"
"371557"	"A_23_P100220"	"ESRP2"
"371558"	"A_23_P100240"	"CDH16"
"371559"	"A_23_P10025"	"NELL2"
"371560"	"A_23_P100263"	"CMIP"
"371561"	"A_23_P100278"	"GRIN2A"
"371562"	"A_23_P100292"	"ZNF598"
"371563"	"A_23_P100315"	"DECR2"
"371564"	"A_23_P100326"	"NPRL3"
"371565"	"A_23_P100341"	"ORC6"
"371566"	"A_23_P100344"	"ORC6"
"371567"	"A_23_P100355"	"PPP4C"
"371568"	"A_23_P100386"	"IL34"
"371569"	"A_23_P100392"	"ELOB"
"371570"	"A_23_P100408"	"NTN3"
"371571"	"A_23_P100413"	"EXOSC6"
"371572"	"A_23_P100420"	"ZCCHC14"
"371573"	"A_23_P100441"	"FAM192A"
"371574"	"A_23_P100455"	"MTHFSD"
"371575"	"A_23_P100469"	"TXNL4B"
"371576"	"A_23_P100478"	"KAT8"
"371577"	"A_23_P100486"	"VKORC1"
"371578"	"A_23_P100499"	"ROGDI"
"371579"	"A_23_P100501"	"HMOX2"
"371580"	"A_23_P100517"	"TMEM170A"
"371581"	"A_23_P100522"	"DNAH3"
"371582"	"A_23_P100539"	"ABCC6"
"371583"	"A_23_P100556"	"EXOC7"
"371584"	"A_23_P100576"	"PSMB3"
"371585"	"A_23_P100583"	"LPO"
"371586"	"A_23_P100602"	"TBCD"
"371587"	"A_23_P10062"	"MGAT4C"
"371588"	"A_23_P100632"	"JPT1"
"371589"	"A_23_P100642"	"PNMT"
"371590"	"A_23_P100654"	"ZBTB4"
"371591"	"A_23_P100660"	"SERPINF1"
"371592"	"A_23_P100676"	"SMG6"
"371593"	"A_23_P100693"	"HELZ"
"371594"	"A_23_P100704"	"MAPK7"
"371595"	"A_23_P100711"	"PMP22"
