""	"ID"	"symbol"
"1"	"1367452_at"	"Sumo2"
"2"	"1367453_at"	"Cdc37"
"3"	"1367454_at"	"Copb2"
"4"	"1367455_at"	"Vcp"
"5"	"1367456_at"	"Ube2d3"
"6"	"1367457_at"	"Becn1"
"7"	"1367458_at"	"Lypla2"
"8"	"1367459_at"	"Arf1"
"9"	"1367460_at"	"Gdi2"
"10"	"1367461_at"	"Copb1"
"11"	"1367462_at"	"Capns1"
"12"	"1367463_at"	"Phb2"
"13"	"1367464_at"	"Puf60"
"14"	"1367465_at"	"Dad1"
"15"	"1367466_at"	"Prpf8"
"16"	"1367467_at"	"Iscu"
"17"	"1367468_at"	"Scand1"
"18"	"1367469_at"	"Eif4g2"
"19"	"1367470_at"	"Sar1a"
"20"	"1367471_at"	"Polr2e"
"21"	"1367472_at"	"Uba1"
"22"	"1367473_at"	"Tomm22"
"23"	"1367474_at"	"Sec24c"
"24"	"1367475_at"	"Cdc42"
"25"	"1367476_at"	"Srp14"
"26"	"1367477_at"	"Mrpl53"
"27"	"1367478_at"	"Htra2"
"28"	"1367479_at"	"Nop10"
"29"	"1367480_at"	"Eif4a3"
"30"	"1367481_at"	"Vps28"
"31"	"1367482_at"	"Anapc11"
"32"	"1367483_at"	"RGD1309148"
"33"	"1367484_at"	"LOC100366017 /// Ube2e2"
"34"	"1367485_at"	"Tcea1"
"35"	"1367486_at"	"Arfgap2"
"36"	"1367487_at"	"B4galt3"
"37"	"1367488_at"	"Ankrd17"
"38"	"1367489_at"	""
"39"	"1367490_at"	"LOC681989"
"40"	"1367491_at"	"Api5"
"41"	"1367492_at"	"Dnajc8"
"42"	"1367493_at"	"RGD1560212"
"43"	"1367494_at"	"RGD1310899"
"44"	"1367495_at"	"LOC100366237"
"45"	"1367496_at"	"Tm9sf2"
"46"	"1367497_at"	"Ptdss1"
"47"	"1367498_at"	"Ythdf1"
"48"	"1367499_at"	"Slc35c1"
"49"	"1367500_at"	"Shfm1"
"50"	"1367501_at"	"Srp72"
"51"	"1367502_at"	"Mrpl21"
"52"	"1367503_at"	"Bcap31"
"53"	"1367504_at"	""
"54"	"1367505_at"	"Znf644"
"55"	"1367506_at"	"mrpl11"
"56"	"1367507_at"	"Nudt22"
"57"	"1367508_at"	"RGD1565784"
"58"	"1367509_at"	"Gtf2h5"
"59"	"1367510_at"	"Txndc15"
"60"	"1367511_at"	"Ncstn"
"61"	"1367512_at"	"Chmp5"
"62"	"1367513_at"	"Tm9sf4"
"63"	"1367514_at"	"LOC361635"
"64"	"1367515_at"	"Cnot7"
"65"	"1367516_at"	"Dtnbp1"
"66"	"1367517_at"	""
"67"	"1367518_at"	"Fto"
"68"	"1367519_at"	"Osbpl2"
"69"	"1367520_at"	"Apoa1bp"
"70"	"1367521_at"	""
"71"	"1367522_at"	"F8a1"
"72"	"1367523_at"	"Trappc2l"
"73"	"1367524_at"	"Znf592"
"74"	"1367525_at"	"Thrap3"
"75"	"1367526_at"	"Mrps26"
"76"	"1367527_at"	"LOC686774"
"77"	"1367528_at"	"Fbxw8"
"78"	"1367529_at"	"Derl1"
"79"	"1367530_at"	"Stx16"
"80"	"1367531_at"	"Eif4h"
"81"	"1367532_at"	"Dazap2"
"82"	"1367533_at"	"Elp2"
"83"	"1367534_at"	"Rabgap1"
"84"	"1367535_at"	"Irf2bp1"
"85"	"1367536_at"	"Apip"
"86"	"1367537_at"	"Eif4enif1"
"87"	"1367538_at"	""
"88"	"1367539_at"	""
"89"	"1367540_at"	"Zfyve26"
"90"	"1367541_at"	"Mettl5"
"91"	"1367542_at"	"Gpbp1l1 /// LOC100364632"
"92"	"1367543_at"	"LOC685079"
"93"	"1367544_at"	"Rnf111"
"94"	"1367545_at"	"Rabgap1"
"95"	"1367546_at"	"Mrpl43"
"96"	"1367547_at"	"Zmym2"
"97"	"1367548_at"	"Suds3"
"98"	"1367549_a_at"	"Ap3d1"
"99"	"1367550_a_at"	"Tm2d1"
"100"	"1367551_a_at"	"RGD1306410"
"101"	"1367552_at"	"Svs4"
"102"	"1367553_x_at"	"Hbb"
"103"	"1367554_at"	"Scgb2a1 /// Scgb2a2"
"104"	"1367555_at"	"Alb"
"105"	"1367556_s_at"	"Alb"
"106"	"1367557_s_at"	"Gapdh"
