""	"ID"	"symbol"
"1"	"A_43_P22352"	""
"2"	"A_43_P22353"	""
"3"	"A_42_P615582"	""
"4"	"A_42_P783759"	""
"5"	"A_42_P645002"	""
"6"	"A_42_P707076"	""
"7"	"A_42_P471772"	""
"8"	"A_43_P18568"	""
"9"	"A_43_P13742"	""
"10"	"A_43_P13743"	""
"11"	"A_43_P10035"	""
"12"	"A_43_P13922"	""
"13"	"A_43_P13748"	""
"14"	"A_43_P13746"	""
"15"	"A_43_P13776"	""
"16"	"A_43_P11070"	""
"17"	"A_43_P13769"	""
"18"	"A_43_P13768"	""
"19"	"A_43_P13765"	""
"20"	"A_43_P10696"	""
"21"	"A_43_P13729"	""
"22"	"A_43_P13770"	""
"23"	"A_43_P13771"	""
"24"	"A_43_P13764"	""
"25"	"A_43_P13791"	""
"26"	"A_43_P13779"	""
"27"	"A_43_P10832"	""
"28"	"A_43_P11081"	""
"29"	"A_43_P11108"	""
"30"	"A_42_P794149"	""
"31"	"A_42_P499124"	""
"32"	"A_42_P469924"	""
"33"	"A_43_P14961"	""
"34"	"A_42_P532282"	""
"35"	"A_43_P14470"	""
"36"	"A_42_P531540"	""
"37"	"A_42_P616240"	""
"38"	"A_43_P10670"	""
"39"	"A_42_P526161"	""
"40"	"A_43_P14152"	""
"41"	"A_42_P741910"	""
"42"	"A_42_P782405"	""
"43"	"A_43_P11183"	""
"44"	"A_43_P10978"	""
"45"	"A_42_P719270"	""
"46"	"A_43_P14201"	""
"47"	"A_43_P13895"	""
"48"	"A_42_P728063"	""
"49"	"A_42_P621952"	""
"50"	"A_43_P11324"	""
"51"	"A_42_P521069"	""
"52"	"A_43_P10245"	""
"53"	"A_42_P492173"	""
"54"	"A_43_P14276"	""
"55"	"A_42_P533282"	""
"56"	"A_43_P13898"	""
"57"	"A_43_P13900"	""
"58"	"A_43_P13735"	""
"59"	"A_43_P10977"	""
"60"	"A_43_P13788"	""
"61"	"A_43_P10941"	""
"62"	"A_42_P616746"	""
"63"	"A_43_P10610"	""
"64"	"A_43_P14380"	""
"65"	"A_43_P13891"	""
"66"	"A_43_P10756"	""
"67"	"A_43_P10663"	""
"68"	"A_43_P13792"	""
"69"	"A_43_P13797"	""
"70"	"A_43_P10578"	""
"71"	"A_43_P13796"	""
"72"	"A_43_P10443"	""
"73"	"A_43_P11060"	""
"74"	"A_42_P677231"	""
"75"	"A_42_P635377"	""
"76"	"A_42_P680931"	""
"77"	"A_43_P10114"	""
"78"	"A_42_P614859"	""
"79"	"A_42_P792175"	""
"80"	"A_43_P14573"	""
"81"	"A_43_P10160"	""
"82"	"A_43_P10216"	""
"83"	"A_43_P10384"	""
"84"	"A_43_P13805"	""
"85"	"A_43_P13809"	""
"86"	"A_43_P13759"	""
"87"	"A_42_P518620"	""
"88"	"A_43_P13824"	""
"89"	"A_43_P10558"	""
"90"	"A_43_P13819"	""
"91"	"A_43_P10669"	""
"92"	"A_43_P10118"	""
"93"	"A_42_P495052"	""
"94"	"A_43_P14778"	""
"95"	"A_42_P634259"	""
"96"	"A_43_P19329"	""
"97"	"A_43_P13831"	""
"98"	"A_43_P13845"	""
"99"	"A_43_P13829"	""
"100"	"A_43_P13830"	""
"101"	"A_43_P13832"	""
"102"	"A_43_P11027"	""
"103"	"A_43_P22359"	""
"104"	"A_43_P13837"	""
"105"	"A_43_P10994"	""
"106"	"A_42_P524661"	""
"107"	"A_42_P629457"	""
"108"	"A_42_P626964"	""
"109"	"A_42_P787149"	""
"110"	"A_42_P712494"	""
"111"	"A_43_P14841"	""
"112"	"A_42_P514790"	""
"113"	"A_42_P656898"	""
"114"	"A_43_P13873"	""
"115"	"A_42_P700319"	""
"116"	"A_42_P526362"	""
"117"	"A_42_P545536"	""
"118"	"A_42_P677742"	""
"119"	"A_42_P757223"	""
"120"	"A_42_P515686"	""
"121"	"A_43_P19307"	""
"122"	"A_42_P815346"	""
"123"	"A_42_P591516"	""
"124"	"A_43_P14663"	""
"125"	"A_42_P722821"	""
"126"	"A_43_P11303"	""
"127"	"A_43_P13806"	""
"128"	"A_43_P15936"	""
"129"	"A_42_P525323"	""
"130"	"A_42_P523440"	""
"131"	"A_43_P19903"	""
"132"	"A_43_P16937"	""
"133"	"A_43_P13726"	""
"134"	"A_43_P10952"	""
"135"	"A_42_P532772"	""
"136"	"A_42_P732639"	""
"137"	"A_43_P21442"	""
"138"	"A_43_P13516"	""
"139"	"A_43_P14019"	""
"140"	"A_43_P13436"	""
"141"	"A_43_P16033"	""
"142"	"A_43_P16034"	"LOC245710"
"143"	"A_43_P16035"	""
"144"	"A_42_P570326"	"Krtdap"
"145"	"A_43_P12481"	"Gabbr1"
"146"	"A_43_P16036"	"Tsc1"
"147"	"A_43_P13268"	"Pmf31"
"148"	"A_43_P16040"	"Sorl1"
"149"	"A_42_P764365"	"Mpp4"
"150"	"A_43_P13067"	"Reln"
"151"	"A_43_P16044"	""
"152"	"A_43_P16045"	""
"153"	"A_43_P10382"	"Slit1"
"154"	"A_42_P475871"	"Prss27"
"155"	"A_42_P534961"	"Kitl"
"156"	"A_42_P624522"	"Kitl"
"157"	"A_43_P14111"	"Kitl"
"158"	"A_42_P581334"	"Spata18"
"159"	"A_43_P22333"	"LOC308670"
"160"	"A_43_P14965"	""
"161"	"A_42_P573023"	""
"162"	"A_42_P596560"	""
"163"	"A_43_P16052"	""
"164"	"A_43_P16053"	""
"165"	"A_43_P16054"	""
"166"	"A_43_P16055"	""
"167"	"A_43_P16056"	""
"168"	"A_43_P15844"	"Rxrg"
"169"	"A_43_P15979"	"Pld1"
"170"	"A_43_P12889"	""
"171"	"A_42_P511387"	"Itgae"
"172"	"A_42_P816645"	"Gnb4"
"173"	"A_43_P15690"	"Recc1"
"174"	"A_42_P787216"	"Ania4"
"175"	"A_43_P15945"	""
"176"	"A_43_P16068"	""
"177"	"A_43_P12683"	"Cit"
"178"	"A_43_P16069"	"Qpct"
"179"	"A_43_P15222"	"Daf1"
"180"	"A_43_P16071"	"Tnr"
"181"	"A_43_P16072"	""
"182"	"A_43_P16078"	"LOC287010"
"183"	"A_43_P16079"	"Sqstm1"
"184"	"A_43_P16080"	""
"185"	"A_43_P16084"	"LOC365909"
"186"	"A_43_P22366"	""
"187"	"A_43_P15912"	""
"188"	"A_43_P16087"	""
"189"	"A_43_P15798"	"Grin3a"
"190"	"A_43_P15870"	"Sert1"
"191"	"A_43_P16088"	"Map1b"
"192"	"A_43_P16089"	""
"193"	"A_43_P16097"	"Olr1347"
"194"	"A_43_P15986"	"Olr1191"
"195"	"A_43_P15987"	"Tsga10"
"196"	"A_43_P16098"	""
"197"	"A_42_P611636"	""
"198"	"A_43_P15988"	""
"199"	"A_43_P15972"	""
"200"	"A_43_P16101"	""
"201"	"A_43_P16102"	"LOC338400"
"202"	"A_43_P16104"	""
"203"	"A_43_P16107"	""
"204"	"A_43_P16108"	""
"205"	"A_43_P16109"	""
"206"	"A_43_P15884"	"Kif1b"
"207"	"A_43_P16110"	"Tnfaip6"
"208"	"A_43_P15223"	"Ifitm3"
"209"	"A_43_P16122"	"Adcy7"
"210"	"A_43_P16124"	"Egfr"
"211"	"A_43_P15733"	"Col18a1"
"212"	"A_42_P477406"	""
"213"	"A_43_P16129"	"Sfrp4"
"214"	"A_42_P763571"	"A1bg"
"215"	"A_43_P16131"	""
"216"	"A_43_P16132"	""
"217"	"A_43_P16133"	"Tert"
"218"	"A_43_P16134"	"Kcnq4"
"219"	"A_43_P16135"	""
"220"	"A_43_P16136"	""
"221"	"A_43_P15639"	"Pkd1"
"222"	"A_43_P16138"	""
"223"	"A_43_P16140"	"Kit"
"224"	"A_43_P15224"	"Lepr"
"225"	"A_43_P15735"	"Loc266761"
"226"	"A_43_P16144"	"Trpc3"
"227"	"A_43_P15895"	"Arhgef1"
"228"	"A_42_P504077"	"Pdxp"
"229"	"A_43_P16148"	"Fln29"
"230"	"A_43_P16149"	"Hnf4a"
"231"	"A_43_P16151"	""
"232"	"A_43_P16152"	"Gmpr2"
"233"	"A_42_P786583"	""
"234"	"A_43_P16165"	""
"235"	"A_43_P15922"	"Cfh"
"236"	"A_42_P495475"	"CPG2"
"237"	"A_42_P645092"	""
"238"	"A_42_P519097"	"Plekha5"
"239"	"A_43_P16170"	"RGD1359156"
"240"	"A_43_P16171"	""
"241"	"A_43_P16172"	""
"242"	"A_43_P16173"	""
"243"	"A_43_P16174"	""
"244"	"A_43_P16175"	""
"245"	"A_43_P16744"	"Klre1"
"246"	"A_43_P16178"	""
"247"	"A_43_P16179"	""
"248"	"A_43_P15716"	"Tax1bp1"
"249"	"A_43_P19282"	""
"250"	"A_43_P17515"	""
"251"	"A_42_P497393"	""
"252"	"A_43_P14499"	""
"253"	"A_42_P834063"	""
"254"	"A_43_P10691"	""
"255"	"A_43_P10087"	""
"256"	"A_42_P707010"	""
"257"	"A_43_P16722"	""
"258"	"A_42_P777285"	""
