""	"probe_id"	"symbol"
"283245"	"1415670_at"	"Copg1"
"283246"	"1415671_at"	"Atp6v0d1"
"283247"	"1415672_at"	"Golga7"
"283248"	"1415673_at"	"Psph"
"283249"	"1415674_a_at"	"Trappc4"
"283250"	"1415675_at"	"Dpm2"
"283251"	"1415676_a_at"	"Psmb5"
"283252"	"1415677_at"	"Dhrs1"
"283253"	"1415678_at"	"Ppm1a"
"283254"	"1415679_at"	"Psenen"
"283255"	"1415680_at"	"Anapc1"
"283256"	"1415681_at"	"Mrpl43"
"283257"	"1415682_at"	"Xpo7"
"283258"	"1415683_at"	"Nmt1"
"283259"	"1415684_at"	"Atg5"
"283260"	"1415685_at"	"Mtif2"
"283261"	"1415686_at"	"Rab14"
"283262"	"1415687_a_at"	"Psap"
"283263"	"1415688_at"	"Ube2g1"
"283264"	"1415689_s_at"	"Zkscan3"
"283265"	"1415690_at"	"Mrpl27"
"283266"	"1415691_at"	"Dlg1"
"283267"	"1415692_s_at"	"Canx"
"283268"	"1415693_at"	"Derl1"
"283269"	"1415694_at"	"Wars"
"283270"	"1415695_at"	"Psma1"
"283271"	"1415696_at"	"Sar1a"
"283272"	"1415697_at"	"G3bp2"
"283273"	"1415698_at"	"Golm1"
"283274"	"1415699_a_at"	"Gps1"
"283275"	"1415700_a_at"	"Ssr3"
"283276"	"1415702_a_at"	"Ctbp1"
"283277"	"1415703_at"	"Huwe1"
"283278"	"1415704_a_at"	"Cdv3"
"283279"	"1415705_at"	"Smim7"
"283280"	"1415706_at"	"Copa"
"283281"	"1415707_at"	"Anapc2"
"283282"	"1415708_at"	"Tug1"
"283283"	"1415709_s_at"	"Gbf1"
"283284"	"1415710_at"	"Cox18"
"283285"	"1415711_at"	"Arfgef1"
"283286"	"1415712_at"	"Zranb1"
"283287"	"1415713_a_at"	"Ddx24"
"283288"	"1415714_a_at"	"Snrnp27"
"283289"	"1415715_at"	"Tmem129"
"283290"	"1415717_at"	"Rnf220"
"283291"	"1415718_at"	"Sap30l"
"283292"	"1415719_s_at"	"Armc1"
"283293"	"1415720_s_at"	"Mad2l1bp"
"283294"	"1415721_a_at"	"Naa60"
"283295"	"1415722_a_at"	"Vta1"
"283296"	"1415723_at"	"Eif5"
"283297"	"1415724_a_at"	"Cdc42"
"283298"	"1415725_at"	"Rrn3"
"283299"	"1415726_at"	"Ankrd17"
"283300"	"1415727_at"	"Naxe"
"283301"	"1415728_at"	"Pabpn1"
"283302"	"1415729_at"	"Pdpk1"
"283303"	"1415730_at"	"Cpsf7"
"283304"	"1415731_at"	"Angel2"
"283305"	"1415732_at"	"Abhd16a"
"283306"	"1415734_at"	"Rab7"
"283307"	"1415735_at"	"Ddb1"
"283308"	"1415736_at"	"Pfdn5"
"283309"	"1415737_at"	"Rfk"
"283310"	"1415738_at"	"Txndc12"
"283311"	"1415739_at"	"Rbm42"
"283312"	"1415740_at"	"Psmc5"
"283313"	"1415741_at"	"Tmem165"
"283314"	"1415742_at"	"Aup1"
"283315"	"1415743_at"	"Hdac5"
"283316"	"1415744_at"	"Pfdn6"
"283317"	"1415745_a_at"	"Vps26c"
"283318"	"1415746_at"	"Cic"
"283319"	"1415747_s_at"	"Riok3"
"283320"	"1415748_a_at"	"Dctn5"
"283321"	"1415749_a_at"	"Rragc"
"283322"	"1415750_at"	"Tbl3"
"283323"	"1415751_at"	"Hp1bp3"
"283324"	"1415752_at"	"BC031181"
"283325"	"1415753_at"	"Abhd17a"
"283326"	"1415754_at"	"Polr2f"
"283327"	"1415755_a_at"	"Ube2v1"
"283328"	"1415756_a_at"	"Snapin"
"283329"	"1415757_at"	"Gbf1"
"283330"	"1415758_at"	"Fryl"
"283331"	"1415759_a_at"	"Lamtor5"
"283332"	"1415760_s_at"	"Atox1"
"283333"	"1415761_at"	"Mrpl52"
"283334"	"1415762_x_at"	"Mrpl52"
"283335"	"1415763_a_at"	"Tmem234"
"283336"	"1415765_at"	"Hnrnpul2"
"283337"	"1415766_at"	"Sec22b"
"283338"	"1415767_at"	"Ythdf1"
"283339"	"1415768_a_at"	"Ube2r2"
