""	"probe_id"	"symbol"
"1"	"ri|4933401J01|PX00019K03|1070"	"4933401J01Rik"
"2"	"A_55_P2006832"	"Xkr4"
"3"	"NONMMUT000004"	"Xkr4"
"4"	"ri|A830012P06|PX00153J05|2820"	"Gm37180"
"5"	"ri|A830012P06|PX00153J05|2820"	"Xkr4"
"6"	"gi|755491904|ref|XR_865166.1|"	"Gm37363"
"7"	"gi|755491904|ref|XR_865166.1|"	"Xkr4"
"8"	"NONMMUT000007"	"Xkr4"
"9"	"ri|D130053D20|PX00184N23|2309"	"Gm37686"
"10"	"ri|D130053D20|PX00184N23|2309"	"Xkr4"
"11"	"ri|D130001E08|PX00182F03|2057"	"Gm37329"
"12"	"ri|D130001E08|PX00182F03|2057"	"Gm1992"
"13"	"ri|D130001E08|PX00182F03|2057"	"Xkr4"
"14"	"NONMMUT000009"	"Gm37329"
"15"	"NONMMUT000009"	"Gm1992"
"16"	"NONMMUT000009"	"Xkr4"
"17"	"A_55_P2148056"	"Gm7341"
"18"	"A_55_P2148056"	"Xkr4"
"19"	"ri|B930058L07|PX00725N20|3012"	"Gm38148"
"20"	"ri|B930058L07|PX00725N20|3012"	"Xkr4"
"21"	"gi|755491903|ref|XR_865165.1|"	"Xkr4"
"22"	"A_55_P1968315"	"Gm10568"
"23"	"ENSMUST00000194643"	"Gm37381"
"24"	"NONMMUT000018"	"Gm37381"
"25"	"ri|7420431G04|PX00321N08|900"	"Gm37381"
"26"	"NONMMUT000024"	"Rp1"
"27"	"NONMMUT000025"	"Rp1"
"28"	"A_55_P1979549"	"Rp1"
"29"	"A_55_P2172899"	"Rp1"
"30"	"A_55_P2094706"	"Sox17"
"31"	"A_55_P2157023"	"Sox17"
"32"	"NONMMUT000027"	"Gm37587"
"33"	"ri|D130041E14|PX00184G21|2830"	"Gm37587"
"34"	"A_55_P2129330"	"Gm7357"
"35"	"gi|755491913|ref|XR_865169.1|"	"Gm37323"
"36"	"A_55_P2091022"	"Gm6119"
"37"	"A_55_P2179020"	"Mrpl15"
"38"	"A_65_P15215"	"Mrpl15"
"39"	"ri|A830015J19|PX00154A14|1150"	"Gm37144"
"40"	"ri|A830015J19|PX00154A14|1150"	"Mrpl15"
"41"	"A_52_P38157"	"Lypla1"
"42"	"A_52_P38157"	"Gm37988"
"43"	"ri|9430047N20|PX00109M02|4457"	"Lypla1"
"44"	"ri|9430047N20|PX00109M02|4457"	"Gm37988"
"45"	"A_52_P8227"	"Lypla1"
"46"	"A_52_P8227"	"Gm37988"
"47"	"ri|B430206H13|PX00071M21|1098"	"Gm37988"
"48"	"A_55_P1992421"	"Tcea1"
"49"	"A_55_P1992421"	"Gm37988"
"50"	"NONMMUT000039"	"Tcea1"
"51"	"A_52_P417654"	"Tcea1"
"52"	"ri|C130058G21|PX00170L16|1111"	"Gm37277"
"53"	"A_55_P2102155"	"Rgs20"
"54"	"A_55_P2037023"	"Rgs20"
"55"	"ri|C030018L17|PX00074D20|1532"	"Rgs20"
"56"	"NONMMUT000042"	"Gm17100"
"57"	"NONMMUT000042"	"Rgs20"
"58"	"ri|5730556N23|PX00103E05|2135"	"Gm37079"
"59"	"ri|5730556N23|PX00103E05|2135"	"Rgs20"
"60"	"gi|755491915|ref|XR_373197.2|"	"Gm16041"
"61"	"gi|755491915|ref|XR_373197.2|"	"Rgs20"
"62"	"A_55_P2102151"	"Rgs20"
"63"	"NONMMUT000045"	"Rgs20"
"64"	"A_52_P112888"	"Atp6v1h"
"65"	"A_55_P2264231"	"Atp6v1h"
"66"	"ri|B230334L07|PX00160A18|1910"	"Atp6v1h"
"67"	"A_51_P377528"	"Oprk1"
"68"	"A_55_P2064731"	"Npbwr1"
"69"	"A_55_P2168791"	"4732440D04Rik"
"70"	"A_55_P2168791"	"Rb1cc1"
"71"	"ri|4732440D04|PX00738M21|4718"	"4732440D04Rik"
"72"	"ri|4732440D04|PX00738M21|4718"	"Rb1cc1"
"73"	"A_55_P2117784"	"4732440D04Rik"
"74"	"A_55_P2117784"	"Rb1cc1"
"75"	"ri|5930404L04|PX00055K11|1154"	"Rb1cc1"
"76"	"NONMMUT000057"	"Rb1cc1"
"77"	"A_66_P119418"	"Rb1cc1"
"78"	"NONMMUT000059"	"Rb1cc1"
"79"	"A_52_P542172"	"Rb1cc1"
"80"	"A_55_P1967320"	"Gm2147"
"81"	"A_55_P1967320"	"Alkal1"
"82"	"A_55_P1958314"	"Alkal1"
"83"	"A_52_P151240"	"Alkal1"
"84"	"uc.mouse.238"	"St18"
"85"	"NONMMUT000066"	"St18"
"86"	"uc.mouse.237"	"St18"
"87"	"NONMMUT000067"	"St18"
"88"	"NONMMUT000068"	"St18"
"89"	"A_52_P610965"	"St18"
"90"	"ri|F830212N07|PL00023N22|2920"	"Gm42492"
"91"	"A_55_P1987514"	"Gm37108"
